stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2018Q2,twse,100887198,209014994,309902192,65772816,77912234,143685050,46705599,26109830,48333975,30338467,-218166,151269705,,,14947437,166217142,,0,6000000,35.67
1102,亞泥,2018Q2,twse,59629423,199015118,258644541,60768830,43439965,104208795,33614472,1174559,98095815,2198090,,135082936,,,19352810,154435746,,0,0,40.19
1103,嘉泥,2018Q2,twse,10750140,20778489,31528629,3390580,6809571,10200151,7747805,643184,9371229,2867923,-1149426,19480715,,,1847763,21328478,,0,131226016,30.27
1104,環泥,2018Q2,twse,4323615,18190409,22514024,3567238,1322154,4889392,6536092,46951,9926351,1004471,,17513865,,,110767,17624632,,0,0,26.80
1108,幸福,2018Q2,twse,5038976,2103347,7142323,1786816,947876,2734692,4047380,8,349059,-10115,0,4386332,,,21299,4407631,,0,0,10.84
1109,信大,2018Q2,twse,3272975,5743574,9016549,1202528,718936,1921464,3599557,22452,2321974,-58590,0,5885393,,,1209692,7095085,0,0,0,16.35
1110,東泥,2018Q2,twse,2236281,7108977,9345258,475767,332460,808227,5720008,188057,2130912,481687,-12185,8508479,,,28552,8537031,,0,2112865,14.93
1201,味全,2018Q2,twse,20023018,13581835,33604853,19894706,5897836,25792542,5060629,688,324867,-94204,,5291980,,,2520331,7812311,0,0,0,10.46
1203,味王,2018Q2,twse,4087432,4853531,8940963,1946751,1526401,3473152,2400000,112965,1904391,126668,-38464,4505560,,,962251,5467811,0,0,2293865,18.95
1210,大成,2018Q2,twse,21066415,20683076,41749491,16876983,3400724,20277707,7879420,2550673,4648507,919873,-306199,15692274,,,5779510,21471784,,0,52894691,22.96
1213,大飲,2018Q2,twse,439812,436253,876065,145901,32135,178036,566226,21938,110078,-213,,698029,,,,698029,0,0,0,12.33
1215,卜蜂,2018Q2,twse,5787546,9410085,15197631,6747369,1843093,8590462,2679910,1144,2416334,1208848,,6306236,,,300933,6607169,0,0,0,23.53
1216,統一,2018Q2,twse,180706871,237059372,417766243,184311879,72607446,256919325,56820154,3917848,41995511,-2536760,,100196753,,,60650165,160846918,0,0,0,17.63
1217,愛之味,2018Q2,twse,2189529,10656763,12846292,3342678,3196234,6538912,4945134,258702,498616,-120803,0,5581649,,,725731,6307380,0,0,0,11.29
1218,泰山,2018Q2,twse,4332525,4990069,9322594,2728054,411035,3139089,4999990,950883,558805,-127503,-203876,6178299,,,5206,6183505,0,0,13680042,12.70
1219,福壽,2018Q2,twse,3943005,4493704,8436709,2214476,2318757,4533233,3220139,32946,631475,-2428,,3882132,,,21344,3903476,0,0,0,12.06
1220,台榮,2018Q2,twse,2046847,1093143,3139990,550787,213245,764032,1770779,1413,432104,0,0,2204296,,,171662,2375958,,0,0,12.45
1225,福懋油,2018Q2,twse,4120868,2525732,6646600,2005261,1141369,3146630,2187030,121015,828189,-48938,,3087296,,,412674,3499970,,0,0,14.12
1227,佳格,2018Q2,twse,15794288,7187419,22981707,8039159,522587,8561746,9150897,79706,5065779,-82860,-21182,14192340,,,227621,14419961,0,0,6669471,15.62
1229,聯華,2018Q2,twse,2893955,28088349,30982304,4088832,1170030,5258862,10521332,737281,9602219,4799574,-2393,25658013,,,65429,25723442,,0,105000,26.83
1231,聯華食,2018Q2,twse,3632881,3310073,6942954,2479309,1351513,3830822,1662813,72657,1338154,20133,,3093757,,,18375,3112132,,0,0,19.35
1232,大統益,2018Q2,twse,5026292,670305,5696597,2169096,74350,2243446,1599749,23784,1785168,-7000,,3401701,,,51450,3453151,0,0,0,21.26
1233,天仁,2018Q2,twse,805449,1304105,2109554,510275,121395,631670,905919,45204,450611,74884,-2754,1473864,,,4020,1477884,0,0,60000,16.28
1234,黑松,2018Q2,twse,8018199,15440509,23458708,3845170,2358863,6204033,4018711,184583,13113240,-61859,0,17254675,,,0,17254675,,0,0,42.94
1235,興泰,2018Q2,twse,5199480,1855682,7055162,1705633,54790,1760423,879603,41515,523788,3859786,-9953,5294739,,,0,5294739,,0,1978138,90.22
1236,宏亞,2018Q2,twse,570034,2139015,2709049,300685,551432,852117,1083425,33759,417833,321915,0,1856932,,,0,1856932,0,0,0,17.14
1256,鮮活果汁-KY,2018Q2,twse,1468553,1071860,2540413,799134,141687,940821,307656,425602,861433,-29698,,1564993,,,34599,1599592,,0,0,50.87
1301,台塑,2018Q2,twse,210656944,333227158,543884102,107912136,67135216,175047352,63657408,11709426,178201786,115268130,,368836750,,,,368836750,,0,0,57.94
1303,南亞,2018Q2,twse,248364305,354080952,602445257,127306075,91727113,219033188,79308216,26732673,199563169,66623880,,372227938,,,11184131,383412069,0,0,0,46.93
1304,台聚,2018Q2,twse,32267437,33837866,66105303,13897405,16231158,30128563,11887635,249575,6785790,85026,-475606,18532420,,,17444320,35976740,,0,114181936,17.63
1305,華夏,2018Q2,twse,6622591,6665944,13288535,2460820,2372051,4832871,5067596,8234,2904481,40509,,8020820,,,434844,8455664,0,0,0,16.30
1307,三芳,2018Q2,twse,7837302,6788307,14625609,3751418,2827635,6579053,3978181,140028,3968356,-40009,,8046556,,,,8046556,,0,0,20.23
