stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2024Q4,twse,3132839,653103,11911,,,11861336,5327368,1486826,13211,213969,,530034,,23230597,,1463821,180909,,,,,,,13351,14097745,,,69727,63920,26148,,15915621,2236080,,0,5127320,-48424,,,,,,7314976,,0,0,32.71
2832,台產,2024Q4,twse,3778443,740961,,,,16323176,2908234,354882,41768,10588,16851,734933,,24909836,,1263281,86088,,,,,,,44598,10825005,,,40229,289256,89332,,12637789,3622004,,98964,8027461,523618,,,,,,12272047,,0,0,33.88
2850,新產,2024Q4,twse,14896632,2250214,0,,,25007698,10123560,1166795,32633,25970,183187,921275,,54607964,,3688499,364300,,108915,,,,,33155,30725011,,,19367,96661,335983,,35371891,3159633,,64839,15235095,776506,0,,,,,19236073,0,0,0,60.88
2851,中再保,2024Q4,twse,11701505,743512,13117,,,36205294,6298100,281703,801,10394,82233,2516991,,57853650,,1333363,182686,,406235,,,,,824,34508361,,,,463566,55187,,36950222,8003888,,1560000,10622226,717314,,,,,,20903428,0,0,0,26.12
2852,第一保,2024Q4,twse,2293568,312502,,,,13175046,2723633,612125,2946,21141,13285,552359,,19706605,,690452,87818,,,,,,,2984,10016064,,,0,99591,113310,,11010219,3011638,,0,5452120,232628,,,,,,8696386,,0,0,28.88
