stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2018Q4,twse,87456519,56407807,143864326,97191482,9707662,106899144,16184093,1575677,9070265,1950952,-29834,28751153,,8214029,36965182,,0,4680487,17.82
1718,中纖,2018Q4,twse,561120444,159786498,720906942,635141266,27484888,662626154,15224105,1694875,6906131,-183694,-1227909,22413508,,35867280,58280788,,0,310784583,18.50
2207,和泰車,2018Q4,twse,156256037,73129668,229385705,150489728,20660019,171149747,5461792,292159,43713877,-132102,,49335726,,8900232,58235958,0,0,0,90.33
2905,三商,2018Q4,twse,160854167,1002337468,1163191635,12999499,1121371279,1134370778,8266827,2233713,6599377,-5703642,-532672,10863603,0,17957254,28820857,0,0,47752000,13.95
