stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2016Q4,tpex,2864628,1512425,4377053,1258921,36274,1295195,2122835,123904,922738,-87619,,,,,3081858,0,0,0,14.52
6015,宏遠證,2016Q4,tpex,8825978,779690,9605668,5212385,11365,5223750,3870008,187595,260700,63615,0,4381918,,,4381918,0,0,0,11.32
6016,康和證,2016Q4,tpex,25574343,3057256,28631599,21413406,333092,21746498,6333368,192524,674732,-68485,-289762,6842377,,,6885101,0,0,38000000,11.49
6020,大展證,2016Q4,tpex,3686811,693307,4380118,701030,9680,710710,2523532,461,1144940,0,,3668933,,,3669408,0,0,0,14.54
6021,美好證,2016Q4,tpex,5648984,1427307,7076291,2688766,56706,2745472,3067559,12157,1313102,-61999,,4330819,,,4330819,0,0,0,14.12
6023,元大期貨,2016Q4,tpex,60115219,2056624,62171843,54916977,70970,54987947,2322763,940976,2991707,928450,,7183896,0,,7183896,0,0,0,30.93
6026,福邦證,2016Q4,tpex,3481408,589854,4071262,954232,235,954467,2417000,9348,325370,-66,0,2751652,0,,3116795,0,0,0,11.38
