stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2021Q2,tpex,1176721,907370,2084091,684714,40099,724813,350097,,145207,555962,184844,,1236110,,,123168,1359278,,0,0,35.31
1259,安心,2021Q2,tpex,2008468,2965653,4974121,1432441,1299790,2732231,323895,,809816,785363,301715,-10123,2210666,,,31224,2241890,0,0,117000,68.50
1264,德麥,2021Q2,tpex,2327810,1692506,4020316,890450,78020,968470,336960,,707332,1410047,-72245,-2432,2379662,,,672184,3051846,0,0,12000,70.65
1268,漢來美食,2021Q2,tpex,2027874,2344150,4372024,1530245,1283118,2813363,377237,,722815,448388,76031,-65810,1558661,,,,1558661,,0,500000,41.87
1294,漢田生技,2021Q2,tpex,144069,190877,334946,69549,93136,162685,80585,,10276,77482,,,168343,,,3918,172261,,0,0,20.89
1336,台翰,2021Q2,tpex,1287100,1155239,2442339,608390,212495,820885,770984,,668899,299487,-117916,0,1621454,,,,1621454,0,0,0,21.03
1565,精華,2021Q2,tpex,3994243,4171848,8166091,1422730,682381,2105111,504165,,526000,5039378,-8563,,6060980,,,,6060980,0,0,0,120.22
1569,濱川,2021Q2,tpex,3537986,3160717,6698703,2889050,505709,3394759,1206784,,1146218,1114826,-265564,,3202264,,,101680,3303944,,0,0,26.54
1570,力肯,2021Q2,tpex,868351,212404,1080755,216821,9405,226226,515008,,0,342879,-3358,,854529,,,0,854529,0,0,0,16.59
1580,新麥,2021Q2,tpex,1773827,1650852,3424679,931501,45984,977485,502302,,77765,2044422,-196641,,2427848,,,19346,2447194,,0,0,48.33
1584,精剛,2021Q2,tpex,1554973,1204101,2759074,703671,725931,1429602,1224705,,251222,-113503,-32952,,1329472,,,0,1329472,,0,0,10.86
1586,和勤,2021Q2,tpex,2043048,2169700,4212748,1292090,1388830,2680920,841806,,542160,409039,-131105,-130072,1531828,,,,1531828,0,0,3319000,18.94
1591,駿吉-KY,2021Q2,tpex,421826,338448,760274,329398,23941,353339,331648,,22159,228420,-165531,-9761,406935,,,0,406935,0,0,500000,12.46
1593,祺驊,2021Q2,tpex,983502,444864,1428366,257316,24327,281643,352194,,435739,417367,-65828,0,1139472,,,7251,1146723,0,0,0,32.35
1595,川寶,2021Q2,tpex,3103924,1177583,4281507,1704495,199236,1903731,471481,,550534,1375423,-11182,-10480,2375776,,,2000,2377776,,0,222000,50.63
1599,宏佳騰,2021Q2,tpex,1480142,1198254,2678396,718240,47888,766128,754997,,422431,847981,-13091,-100050,1912268,,,,1912268,0,0,2471000,26.19
1742,台蠟,2021Q2,tpex,1014458,782231,1796689,811152,121417,932569,715500,,107236,65989,3503,-28108,864120,,,,864120,0,0,1488000,12.33
1777,生泰,2021Q2,tpex,1286285,625396,1911681,521824,74921,596745,300595,,314353,704512,-4524,,,,,,1314936,0,0,0,43.74
1780,立弘,2021Q2,tpex,1711791,660272,2372063,1083486,132422,1215908,951518,,3987,203665,-3015,,1156155,,,,1156155,0,0,0,12.15
1781,合世,2021Q2,tpex,756316,188347,944663,457558,55040,512598,474076,,8,12176,-54195,,432065,,,,432065,0,0,0,9.11
1784,訊聯,2021Q2,tpex,693229,1069979,1763208,237447,215189,452636,496269,,606382,59631,-6508,-62077,1093697,,,216875,1310572,0,0,2152000,23.04
