stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2020Q4,twse,37562976,223421083,50884829,241125406,613905747,,959220,51486371,450435,,,1784641366,5648093,179552,,35667659,11411897,31777373,1987287,933108,3432040,5607796,3101082238,120918211,19091190,7475164,,41957804,15578122,40262838,2617347,,2524483706,60688999,1490500,,23747147,39388701,1954177,6140434,5883733,2911678073,128547788,17758986,33650292,9445096,,,189402162,2003,189404165,,0,0,14.73
2881,富邦金,2020Q4,twse,274648375,298287914,1388709524,944267445,2821061322,6889006,128609254,205449786,1411871,0,,2120803572,25358932,33976673,,508726611,303764792,58089952,6754636,33169730,28717889,55755371,9244452655,154158317,6965030,64412834,12732722,125031393,43737971,136025909,13302125,,2702569379,269517288,1403553,,4283877294,549633626,21273724,31435452,51593242,8467669859,115002640,137665154,369824069,140377046,,,762868909,13913887,776782796,0,0,0,66.33
2882,國泰金,2020Q4,twse,536716255,129503924,1748081143,1562998457,3161044538,146959,67264342,191916164,4689275,,,2141276205,9646628,33036282,,660547975,419476228,98405132,4138543,54002407,61507384,66074603,10950472444,66131059,1076000,140778098,139858,12299564,39519918,68696694,20628900,,2615799063,148800000,1657576,,6117073219,692760284,13011637,67823378,39501515,10045696763,147025102,177256053,371468940,197311121,0,0,893061216,11714465,904775681,,0,0,60.74
2883,凱基金,2020Q4,twse,116029168,31864661,543495816,712962077,1064332087,102479,50409959,138709584,705864,,,408444192,740256,15175924,,146096553,29953756,35343870,14049764,19537371,12399965,94265129,3434618475,12110930,76030,116142567,641307,134864245,11564804,103096646,4143209,,486707951,62981293,24793519,,1902468183,163252229,4454005,15311370,59384100,3101992388,149732712,1627728,34190500,18363815,-1178647,,202736108,129889979,332626087,,329773,126328688,13.66
2884,玉山金,2020Q4,twse,54640670,121080836,715809282,263902860,16465798,,2300196,116686211,106412,0,,1620374068,,,,6235133,1827047,33290884,3168210,6167861,1842000,7847214,2971744682,54968986,8044340,70441442,,11305248,3257632,33872856,830714,,2491467253,39970000,1213342,,1159384,64583767,3275399,1422381,4331361,2790144105,125671000,25350214,30304168,143010,,,181468392,132185,181600577,,0,0,14.44
2885,元大金,2020Q4,twse,77497198,54373556,586592639,278391203,430349520,,58336318,243990690,733890,203730,,793812907,1099457,2755402,2961020,79034763,11558284,23930017,13181478,31498648,7095091,61843636,2759239447,15412299,675000,163457505,,216621187,27417489,248347930,6616387,,1211020394,78790127,57796061,,313071935,88713584,6368836,4878682,46434585,2485622001,121374360,37885949,81516757,12559523,0,,253336589,20280857,273617446,0,0,0,20.87
2886,兆豐金,2020Q4,twse,119427578,375465228,228608073,560779813,534327284,,950137,89970775,379014,15813,,1889958222,5170035,5519229,,5134375,1111518,21950817,1837841,960918,5629637,9180225,3856376532,405296111,20363979,20934933,,269355119,22392125,89502574,11007264,,2613890191,18000000,338028,,30059406,13160602,1881625,3370193,10235422,3529787572,135998240,68194233,108207754,14188733,0,,326588960,0,326588960,0,0,0,24.01
2887,台新新光金,2020Q4,twse,24467895,84083756,127442056,191029900,270634022,,4116898,163895050,11011,,,1243688768,,42059844,,6778854,923033,19208595,2879350,3272025,3213221,8354928,2196059206,49824469,1925590,36052712,,88288646,15432869,47272379,2277779,,1607978455,70100000,11180264,,1910042,67742288,2978858,147023,6838450,2009949824,117126998,35928795,31180784,1825646,,,186062223,47159,186109382,,1744000,0,15.88
2889,國票金,2020Q4,twse,2622153,62707,129093828,128782536,,,107055,30865519,22,,,,,6686775,,8119298,7120,7469422,146563,232370,97953,2464165,316757486,,19903291,2093780,,205440521,19708341,18306953,633549,,,,,,1752322,3173196,147141,550297,2310284,274019675,28964817,156037,5541749,3682457,-106346,,38238714,4499097,42737811,,0,10000000,13.25
2890,永豐金,2020Q4,twse,30813465,139884559,88823228,350213800,162368434,,55080929,90627076,366525,,,1144778144,,590035,,36194326,2451753,13218774,3426080,2187368,2279267,20044802,2143348565,75514370,80380,26493074,,25635341,29009757,50459681,1476006,,1653470238,52510597,13735761,18437,3820405,38318029,2824915,1444864,12666978,1987478833,112710541,2228764,36564653,4365774,,,155869732,0,155869732,,0,0,13.83
