stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2023Q2,twse,128702425,9427085,138129510,107147362,118044,107265406,14558313,,91261,14846020,1279849,,30775443,,,88661,30864104,0,0,0,21.14
6005,群益證,2023Q2,twse,203292945,22538415,225831360,183200459,1944891,185145350,21709081,,2743256,11269969,2072032,,37794338,,,2891672,40686010,,0,0,17.41
6024,群益期,2023Q2,twse,49690730,687738,50378468,43646714,75378,43722092,2104376,,1663251,2899764,-13619,,6653772,,,2604,6656376,,0,0,31.62
