stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2018Q1,tpex,3872532,1464924,5337456,1622363,54583,1676946,2240475,119608,1269907,30520,,,,,,3660510,0,0,0,16.34
6015,宏遠證,2018Q1,tpex,10508044,806919,11314963,6877117,10763,6887880,3682328,245066,461773,37916,0,4427083,,,,4427083,0,0,0,12.02
6016,康和證,2018Q1,tpex,25805691,3372600,29178291,21371914,263432,21635346,6133368,221062,1134622,134705,-118906,7504851,,,38094,7542945,0,0,18000000,12.61
6020,大展證,2018Q1,tpex,4188759,813776,5002535,985360,8491,993851,2523532,461,1364679,119518,,4008190,,,494,4008684,0,0,0,15.88
6021,美好證,2018Q1,tpex,7824919,1415966,9240885,4374984,52523,4427507,3067559,12157,1521968,211694,,4813378,,,,4813378,0,0,0,15.69
6023,元大期貨,2018Q1,tpex,58801376,2606493,61407869,53597034,70298,53667332,2322763,940976,3499913,976885,,7740537,,,,7740537,,0,0,33.32
6026,福邦證,2018Q1,tpex,5482644,663634,6146278,2468883,235,2469118,2417000,21441,820332,901,0,3259674,0,,417486,3677160,0,0,0,13.49
