stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2023Q4,tpex,1250539,932864,2183403,737041,31551,768592,393702,,145207,568982,246029,,1353920,,,60891,1414811,,0,0,34.39
1259,安心,2023Q4,tpex,1364747,4458230,5822977,1871148,1570339,3441487,323895,,809816,938932,292721,,2365364,,,16126,2381490,0,0,0,73.03
1264,德麥,2023Q4,tpex,3049253,1750283,4799536,863566,69969,933535,370644,,673837,2156690,-47731,-2432,3151008,,,714993,3866001,,0,12000,85.04
1268,漢來美食,2023Q4,tpex,2352869,4645552,6998421,2066258,2778972,4845230,422237,,1123334,590762,16858,0,2153191,,,,2153191,,0,0,50.99
1294,漢田生技,2023Q4,tpex,339911,591032,930943,224338,305224,529562,193669,,36875,167545,,,398089,,,3292,401381,,0,0,20.56
1295,生合,2023Q4,tpex,618644,1267596,1886240,199281,743990,943271,307400,,256807,389463,-10701,,942969,,,,942969,0,0,0,30.68
1336,台翰,2023Q4,tpex,1230707,1404038,2634745,524779,340470,865249,788184,,682341,445613,-146642,,1769496,,,,1769496,0,0,0,22.45
1565,精華,2023Q4,tpex,3905024,3849228,7754252,1272499,345683,1618182,504165,,526000,5104988,917,,6136070,,,,6136070,0,0,0,121.71
1569,濱川,2023Q4,tpex,3605176,2861460,6466636,2367045,833219,3200264,1214474,,1154878,989840,-208817,,3150375,,,115997,3266372,,0,0,25.94
1570,力肯,2023Q4,tpex,719584,291666,1011250,87752,24495,112247,515008,,,380599,3396,,899003,,,0,899003,0,0,0,17.46
1580,新麥,2023Q4,tpex,2403227,1578891,3982118,827702,173591,1001293,502302,,206827,2302847,-155238,,2856738,,,124087,2980825,0,0,0,56.87
1584,精剛,2023Q4,tpex,3283552,2066176,5349728,496771,1080771,1577542,1924705,,1161769,581469,27740,,3695683,,,76503,3772186,0,0,0,19.20
1586,和勤,2023Q4,tpex,2043954,2032248,4076202,1306407,1310652,2617059,863123,,578446,346316,-124368,-204374,1459143,,,,1459143,0,0,5054000,17.96
1591,駿吉-KY,2023Q4,tpex,208602,282425,491027,43509,20603,64112,347980,,22159,223546,-166770,0,426915,,,,426915,,0,0,12.27
1593,祺驊,2023Q4,tpex,796190,1223372,2019562,380437,278356,658793,397848,,580459,370074,-49156,0,1299225,,,61544,1360769,0,1953,0,32.66
1595,川寶,2023Q4,tpex,3004808,1377283,4382091,1372763,361242,1734005,477861,,575534,1588633,2653,0,2644681,,,3405,2648086,,0,0,55.34
1599,宏佳騰,2023Q4,tpex,1391158,1430228,2821386,553255,358851,912106,745287,,418166,835372,-26165,-63380,1909280,,,,1909280,0,0,1500000,26.14
1742,台蠟,2023Q4,tpex,2793569,979579,3773148,2348026,120613,2468639,935593,,165098,207187,13411,-16780,1304509,,,0,1304509,0,0,888000,14.08
1777,生泰,2023Q4,tpex,1420228,1480663,2900891,507009,76473,583482,445917,,983776,891540,-3824,,,,,,2317409,,0,0,51.97
1780,立弘,2023Q4,tpex,1456872,622032,2078904,828687,81429,910116,957848,,7738,209279,-6077,,1168788,,,,1168788,0,0,0,12.20
1781,合世,2023Q4,tpex,498566,212222,710788,349359,26059,375418,474076,,8,-92832,-45882,,335370,,,,335370,0,0,0,7.07
1784,訊聯,2023Q4,tpex,1268261,1080378,2348639,324918,301548,626466,496269,,666206,110941,-6416,-79369,1187631,,,534542,1722173,,0,2330000,25.11
1785,光洋科,2023Q4,tpex,17404780,9054903,26459683,6634031,6867040,13501071,5964432,,4112769,3119641,-250212,,12946630,,,11982,12958612,,0,0,21.71
1788,杏昌,2023Q4,tpex,2509888,2107997,4617885,1123057,510960,1634017,445210,,1601988,943984,-7314,,2983868,,,,2983868,0,0,0,67.02
1796,金穎生技,2023Q4,tpex,397132,778243,1175375,189859,92679,282538,414598,,294336,186693,-2790,,892837,,,,892837,0,0,0,21.54
1799,易威,2023Q4,tpex,507635,706149,1213784,127567,462421,589988,1158658,,35400,-570156,-11089,,612813,,,10983,623796,0,0,0,5.29
1813,寶利徠,2023Q4,tpex,415049,632366,1047415,262523,14034,276557,466355,,235883,89787,-17074,,774951,,,-4093,770858,0,0,0,16.62
1815,富喬,2023Q4,tpex,3956563,9515223,13471786,2099578,4781933,6881511,4590210,,1891426,99859,8780,,6590275,,,,6590275,,0,0,14.36
2035,唐榮公司,2023Q4,tpex,2628193,14038275,16666468,2150850,9903743,12054593,3500000,,46,964507,147322,,,,,,4611875,,0,0,13.18
2061,風青,2023Q4,tpex,750603,245380,995983,485205,29437,514642,471083,,35468,-22269,-2941,0,481341,,,,481341,0,0,0,10.22
2063,世鎧精密,2023Q4,tpex,1367937,629089,1997026,333243,586882,920125,495995,,274176,303593,3137,0,1076901,,,,1076901,0,0,0,21.71
2064,晉椿,2023Q4,tpex,1130233,1462931,2593164,1457589,102020,1559609,696300,,101549,256995,-17812,-4104,1032928,,,627,1033555,0,0,300000,14.90
2065,世豐,2023Q4,tpex,1491444,1902476,3393920,1335800,363726,1699526,533998,,504445,575782,80169,0,1694394,,,,1694394,,0,0,31.73
2066,世德,2023Q4,tpex,2608770,814081,3422851,798267,723046,1521313,421169,,428873,1080518,-2927,-26095,1901538,,,0,1901538,0,0,500000,45.69
2067,嘉鋼,2023Q4,tpex,568792,1264049,1832841,982234,441024,1423258,451382,,0,-84295,-15656,,351431,,,58152,409583,,0,0,7.79
2070,精湛,2023Q4,tpex,1047584,574202,1621786,603768,102422,706190,357828,,18833,560016,-21081,,915596,,,,915596,0,0,0,25.59
2073,雄順,2023Q4,tpex,244687,553657,798344,174246,179810,354056,275000,,63203,106150,-65,,,,,,444288,,0,0,16.16
2221,大甲,2023Q4,tpex,1151847,509195,1661042,427197,185177,612374,423250,0,51422,516788,-5301,0,986159,0,,62509,1048668,0,0,0,23.30
2230,泰茂,2023Q4,tpex,964214,497230,1461444,213738,347870,561608,511237,,181931,216701,-24831,,885038,,,14798,899836,,2514594,0,17.31
2235,謚源,2023Q4,tpex,693477,1024221,1717698,327665,89481,417146,358780,,497802,443970,,,,,,,1300552,,0,0,36.25
2596,綠意,2023Q4,tpex,4125549,162730,4288279,1871414,,1871414,1000000,,189208,863687,0,,2052895,,,363970,2416865,,0,0,20.53
2640,大車隊,2023Q4,tpex,1397122,2020704,3417826,871154,547766,1418920,592650,,498623,808549,-587,,1899235,,,99671,1998906,,0,0,32.05
2641,正德,2023Q4,tpex,1532866,7400219,8933085,507668,2222637,2730305,2924827,,1392634,1796519,88800,,6202780,,,,6202780,0,0,0,21.21
2643,捷迅,2023Q4,tpex,2639653,380619,3020272,933202,230144,1163346,350000,,421105,1073414,12407,,1856926,,,,1856926,,0,0,53.06
2718,全心投控,2023Q4,tpex,4108975,317392,4426367,1856447,202125,2058572,875760,,726659,733646,31730,,2367795,,,,2367795,0,0,0,27.04
2719,燦星旅,2023Q4,tpex,620000,347101,967101,241143,107429,348572,687421,,7579,-76471,,,618529,,,,618529,0,0,0,9.00
2724,藝舍-KY,2023Q4,tpex,279990,302417,582407,141431,215610,357041,596564,,0,-304500,-66698,,225366,0,,,225366,0,0,0,3.78
2726,雅茗-KY,2023Q4,tpex,459465,310211,769676,289042,255507,544549,260000,,113368,-110177,-73414,-20682,169095,,,56032,225127,,0,310000,6.58
2729,瓦城,2023Q4,tpex,1200297,4091993,5292290,1556393,1144304,2700697,359439,,1450565,843096,-9615,-86020,2557465,,,34128,2591593,0,0,373000,71.90
2732,六角,2023Q4,tpex,2219551,2786526,5006077,1855237,947080,2802317,464731,,1147044,389378,-31714,-96697,1872742,,,331018,2203760,,0,918000,41.11
2734,易飛網,2023Q4,tpex,923743,240356,1164099,552302,193795,746097,422598,,61344,-159034,-3007,,321901,,,96101,418002,0,0,0,7.62
2736,富野,2023Q4,tpex,453668,1731497,2185165,342177,626325,968502,499721,,464530,239989,-63075,,1141165,,,75498,1216663,0,0,0,22.84
2740,華軒,2023Q4,tpex,157245,103142,260387,69480,45016,114496,231855,,256135,-341133,-966,,145891,,,,145891,0,0,0,6.29
2743,山富,2023Q4,tpex,1948852,637078,2585930,1622727,73769,1696496,360117,,192090,337227,,0,889434,,,,889434,,0,0,24.70
2745,五福,2023Q4,tpex,1539419,189842,1729261,1055507,10274,1065781,338085,,95943,229452,,,663480,,,,663480,,0,0,19.62
2751,王座,2023Q4,tpex,333871,294548,628419,266832,91360,358192,170000,,86873,13996,-642,,270227,,,,270227,,0,0,15.90
2752,豆府,2023Q4,tpex,1323724,798223,2121947,584460,337949,922409,262674,,376727,547336,-114,,1186623,,,12915,1199538,,0,0,45.17
2754,亞洲藏壽司,2023Q4,tpex,455499,4757884,5213383,1078038,2497165,3575203,467190,,582937,593208,-5155,,1638180,,,,1638180,,0,0,35.06
2755,揚秦,2023Q4,tpex,676801,877582,1554383,500035,302480,802515,301400,,155268,294471,729,,751868,,,,751868,,0,0,24.95
2756,聯發國際,2023Q4,tpex,479317,400362,879679,208834,115487,324321,245428,,151312,152421,6197,,555358,,,,555358,,0,0,22.63
2916,滿心,2023Q4,tpex,1060722,541200,1601922,408464,55454,463918,546269,,127250,476464,-11979,,,,,,1138004,0,0,0,20.83
2924,宏太-KY,2023Q4,tpex,133717,113026,246743,85370,3274,88644,328051,,0,-123762,-46190,,158099,,,,158099,,0,0,4.82
2926,誠品生活,2023Q4,tpex,4566405,12859113,17425518,5603566,11260434,16864000,473897,,208533,-129412,1270,,554288,,,7230,561518,0,0,0,11.70
2937,集雅社,2023Q4,tpex,2442113,701986,3144099,2143524,50394,2193918,395836,,136138,418207,,,950181,,,,950181,0,0,0,24.00
2941,米斯特,2023Q4,tpex,352285,94157,446442,172511,25048,197559,139900,,42000,67381,-398,,,,,,248883,0,0,0,17.79
2947,振宇五金,2023Q4,tpex,803911,2187303,2991214,789640,1465943,2255583,192686,,314443,228502,,,735631,,,,735631,0,0,0,38.18
2948,寶陞,2023Q4,tpex,1599373,650541,2249914,791496,443570,1235066,280000,,400597,321982,12269,,1014848,,,,1014848,,0,0,36.24
2949,欣新網,2023Q4,tpex,2067153,225317,2292470,1129869,6131,1136000,242000,,452617,322734,-204,,1017147,,,139323,1156470,,0,0,42.03
3064,泰偉,2023Q4,tpex,112848,263531,376379,255998,12871,268869,130115,,774,-35786,6244,0,101347,,,6163,107510,0,0,0,7.79
3066,李洲,2023Q4,tpex,532665,1024581,1557246,314580,127608,442188,830706,,32689,-123532,323686,,1063549,,,51509,1115058,,0,0,12.80
3067,全域,2023Q4,tpex,195756,188034,383790,83936,31482,115418,200000,,18210,64308,-14146,,268372,,,,268372,,0,0,13.42
3071,協禧,2023Q4,tpex,2548339,1302076,3850415,1708423,293634,2002057,1100000,,58174,441836,-123775,0,1476235,,,372123,1848358,0,0,0,13.42
3073,天方能源,2023Q4,tpex,291472,1036219,1327691,248263,633114,881377,320996,,84481,16465,-4200,,417742,,,28572,446314,,0,0,13.01
3078,僑威,2023Q4,tpex,8810598,2206171,11016769,3954660,471828,4426488,2273911,,214286,4241062,-138978,,6590281,,,,6590281,,0,0,28.98
3081,聯亞,2023Q4,tpex,1908798,2474977,4383775,218585,303452,522037,918617,,1827881,1113166,2074,,,,,,3861738,,0,0,42.04
3083,網龍,2023Q4,tpex,845286,611708,1456994,102199,3636,105835,864412,,357779,-81638,181295,,1321848,,,29311,1351159,,0,0,15.29
3085,新零售,2023Q4,tpex,88052,128472,216524,91124,7516,98640,290193,,21605,-191458,0,,120340,,,-2456,117884,,0,0,4.15
3086,華義*,2023Q4,tpex,277668,85682,363350,28632,1150,29782,236113,,29199,68256,,,333568,,,,333568,,0,0,14.13
3088,艾訊,2023Q4,tpex,4093723,2764267,6857990,1447450,1207006,2654456,1018744,,685203,2497695,1892,,4203534,,,,4203534,,81028,0,41.37
3093,港建*,2023Q4,tpex,1338848,328834,1667682,489647,20013,509660,362888,,44670,797863,-47399,,1158022,,,0,1158022,,0,0,7.98
3095,及成,2023Q4,tpex,303925,553978,857903,175131,608600,783731,128800,,35040,-75001,-14667,,74172,,,,74172,,0,0,5.76
3105,穩懋,2023Q4,tpex,17163327,52004708,69168035,12723634,21095070,33818704,4239404,,9967188,17212996,2535609,,33955197,,,1394134,35349331,,0,0,80.09
3114,好德,2023Q4,tpex,2004477,515112,2519589,955618,17102,972720,651298,,52062,629642,213867,,1546869,,,,1546869,,0,0,23.75
3115,富榮綱,2023Q4,tpex,209399,3574,212973,10147,0,10147,436976,,,-231001,-3149,,202826,,,,202826,,0,0,4.64
3118,進階,2023Q4,tpex,680499,142174,822673,252758,20443,273201,324529,0,56048,168895,0,,,0,0,,549472,0,0,0,16.93
3122,笙泉,2023Q4,tpex,526645,198039,724684,262294,3535,265829,397910,,50487,11628,-1170,,458855,,,0,458855,,50000,0,11.53
3128,昇銳,2023Q4,tpex,549762,676408,1226170,194552,380577,575129,420000,,113223,109450,0,-13028,629645,,,21396,651041,,0,560000,15.19
3131,弘塑,2023Q4,tpex,4944478,2747174,7691652,2885588,1091309,3976897,292160,,1177591,2071792,208424,-68963,3681004,,,33751,3714755,0,0,579520,128.54
3141,晶宏,2023Q4,tpex,2014439,1349144,3363583,824409,147810,972219,750740,,356529,1274154,-16156,-3544,2361723,,,29641,2391364,0,6150,124000,31.51
3147,大綜,2023Q4,tpex,2432763,580584,3013347,1724986,14154,1739140,390061,,237150,653321,-6325,,1274207,,,,1274207,0,0,0,32.67
3152,璟德,2023Q4,tpex,1714357,2472980,4187337,513615,84676,598291,690162,,573532,2325352,0,,,,,,3589046,,0,0,52.00
3158,嘉實,2023Q4,tpex,489091,360937,850028,242291,30659,272950,262979,,19957,298002,-3874,,577064,,,14,577078,,0,0,21.94
3162,精確,2023Q4,tpex,2948443,3764481,6712924,2896100,1135111,4031211,1306141,,1402588,-28338,-3518,,2676873,,,4840,2681713,0,0,0,20.49
3163,波若威,2023Q4,tpex,3072215,490685,3562900,895576,49428,945004,805407,,601382,1283885,-72778,,2617896,,,,2617896,0,0,0,32.50
3169,亞信,2023Q4,tpex,1786687,151399,1938086,185321,11154,196475,627770,,440113,695216,-21488,,1741611,,,,1741611,,0,0,27.74
3171,炎洲流通,2023Q4,tpex,1151826,351502,1503328,417952,16685,434637,713023,,175945,294779,-7869,-107187,1068691,,,,1068691,,0,5066000,16.13
3176,基亞,2023Q4,tpex,5708037,2819208,8527245,2779891,750225,3530116,1394748,,968142,-747509,-23738,,1591643,,,3405486,4997129,200000,83500,0,11.43
3178,公準,2023Q4,tpex,1115269,1745588,2860857,839575,740814,1580389,450500,,171083,654988,-739,,1275832,,,4636,1280468,0,0,0,28.32
3188,鑫龍騰,2023Q4,tpex,6853562,26321,6879883,2812352,1394504,4206856,1863099,,156762,653166,0,,2673027,,,,2673027,,0,0,14.35
