stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2019Q1,twse,2198979,1237855,5918,,,8021568,4941954,1032740,25656,128483,566,780756,,18374475,,1230179,13914,,,,,,,25126,11637122,,,214926,63930,78529,,13263726,2129600,0,2869617,87920,,5087137,,,23612,5110749,,0,0,23.89
2832,台產,2019Q1,twse,3432088,715594,,,,11239127,1951682,377214,78622,3288,27037,710775,,18535427,,874730,110434,,,,,,,85004,8256679,,,84783,274092,70007,,9755729,3622004,98962,5243694,-184962,,,,,,8779698,,0,0,24.24
2850,新產,2019Q1,twse,10437117,1574761,0,,,13947964,5647720,1017507,20259,34497,201662,807174,,33688661,,1742610,205589,,10186,,,,,20309,20294668,,,178918,20567,128771,,22601618,3159633,64777,7242917,619716,0,,,,,11087043,0,0,0,35.09
2851,中再保,2019Q1,twse,16767257,201089,,,,15398120,4816027,203862,122,5231,18570,1391896,,38802174,,481512,210763,,20892,,,,,122,26254918,,,18077,51114,52066,,27089464,5903888,300000,5460037,48785,,,,,,11712710,,0,0,19.84
2852,第一保,2019Q1,twse,1644191,484442,0,,,10201820,2823426,622640,2398,9100,50359,536252,,16374628,,856009,41655,,,,,,,2406,8614360,,,172633,93620,123029,,9903712,3011638,0,3305183,154095,,,,,,6470916,,0,0,21.49
