stock_id,name,period,market,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2015Q3,twse,91414488,40985245,132399733,93371155,5761838,99132993,16592823,1520625,6521631,730835,-377640,24988274,,8278466,33266740,0,0,40070487,15.43
1718,中纖,2015Q3,twse,540774795,58658367,599433162,529321328,20458878,549780206,13616932,1463781,7193610,-338536,-1062617,20873170,,28779786,49652956,,0,231918859,18.48
2514,龍邦,2015Q3,twse,83275277,456723617,539998894,6182788,520627805,526810593,5632143,304918,2282717,-2591601,-398159,5230018,,7958283,13188301,0,0,43929000,10.07
2905,三商,2015Q3,twse,139828620,718776584,858605204,11500289,820910735,832411024,6813489,963499,7129067,-3351001,-532672,11022382,0,15171798,26194180,0,0,39354000,17.17
