stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2021Q3,twse,121278943,61656150,182935093,119194073,19327970,138522043,16184093,,1918867,12831830,3292065,-29834,34197021,,10216029,44413050,,0,4680487,21.19
1718,中纖,2021Q3,twse,587702326,189718474,777420800,688902597,19458910,708361507,16862097,0,1663531,5234144,706665,-1136802,23329635,0,45729658,69059293,,0,331289968,18.08
2207,和泰車,2021Q3,twse,226461300,98019088,324480388,210578942,24649441,235228383,5461792,,2808181,58647180,2701098,,69618251,,19633754,89252005,0,0,0,127.46
2905,三商,2021Q3,twse,161850689,1250429905,1412280594,20770127,1345634003,1366404130,9131068,0,2225785,12402261,-4639380,-488279,18631455,0,27245009,45876464,0,3755792,48173000,21.54
