stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2025Q1,twse,200377899,10605491,210983390,175276579,230722,175507301,14558313,,88963,18359585,2309158,,35316019,,,160070,35476089,0,0,0,24.26
6005,群益證,2025Q1,twse,292896619,25894460,318791079,258031039,12947492,270978531,21709081,,2781095,15987715,2810742,,43288633,,,4523915,47812548,,0,0,19.94
6024,群益期,2025Q1,twse,65140028,963552,66103580,55877338,74560,55951898,2499376,,3358729,4165623,123707,,10147435,,,4247,10151682,0,0,0,40.60
