stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2017Q2,twse,79333009,182819081,262152090,63839647,52947040,116786687,36921759,13534162,44965824,10750464,,106172209,,,39193194,145365403,,0,0,28.76
1102,亞泥,2017Q2,twse,53104700,194722618,247827318,61225180,48981669,110206849,33614472,1167449,90411719,-4806460,,120387180,,,17233289,137620469,,0,0,35.81
1103,嘉泥,2017Q2,twse,8190702,19407872,27598574,1801802,7228444,9030246,7747805,617579,8079737,1448902,-1149426,16744597,,,1823731,18568328,,0,131226016,26.02
1104,環泥,2017Q2,twse,4208658,16512750,20721408,3311933,1350120,4662053,6536092,47112,9375756,-14923,,15944037,,,115318,16059355,,0,0,25.13
1108,幸福,2017Q2,twse,5097864,2275282,7373146,2092893,712780,2805673,4047380,8,482828,7618,0,4537834,,,29639,4567473,0,0,0,11.21
1109,信大,2017Q2,twse,2895785,5659644,8555429,1172102,929369,2101471,3789007,22299,1689826,-13456,0,5487676,,,966282,6453958,0,0,0,14.48
1110,東泥,2017Q2,twse,1932784,7376600,9309384,420726,315649,736375,5720008,185149,1941982,697270,-12185,8532224,,,40785,8573009,,0,2112865,14.97
1201,味全,2017Q2,twse,20079546,13935463,34015009,17943919,8969379,26913298,5060629,688,-313707,-162301,,4585309,,,2516402,7101711,0,0,0,9.06
1203,味王,2017Q2,twse,3950522,4766415,8716937,1948464,1576163,3524627,2400000,112965,1778030,57484,-38464,4310015,,,882295,5192310,0,0,2293865,18.13
1210,大成,2017Q2,twse,19494101,18219279,37713380,16128995,1505609,17634604,7363944,2471726,4164901,857006,-306199,14551378,,,5527398,20078776,,0,52894691,21.29
1213,大飲,2017Q2,twse,480274,452584,932858,207027,32059,239086,566226,21938,105764,-156,,693772,,,,693772,0,0,0,12.25
1215,卜蜂,2017Q2,twse,4961111,6755940,11717051,4453430,984250,5437680,2679910,967,2144533,1197909,,6023319,,,256052,6279371,0,0,0,22.48
1216,統一,2017Q2,twse,136657651,232776679,369434330,137972496,86177003,224149499,56820154,3880348,32751233,-3948208,,89503527,,,55781304,145284831,0,0,0,15.75
1217,愛之味,2017Q2,twse,2095830,9631281,11727111,3203556,2570291,5773847,4945134,256556,255678,-198635,0,5258733,,,694531,5953264,0,0,0,10.63
1218,泰山,2017Q2,twse,3249796,4778865,8028661,2460505,2088735,4549240,3533360,23770,146097,-25089,-203876,3474262,,,5159,3479421,0,0,13680042,10.23
1219,福壽,2017Q2,twse,4038547,4140150,8178697,2053733,2270475,4324208,3220139,32946,538219,-3844,,3787460,,,67029,3854489,0,0,0,11.88
1220,台榮,2017Q2,twse,1866840,1083223,2950063,410765,205280,616045,1770779,1413,442766,-45374,0,2169584,,,164434,2334018,,0,0,12.25
1225,福懋油,2017Q2,twse,3816386,2542805,6359191,1885074,977176,2862250,2187030,121015,850591,-65164,,3093472,,,403469,3496941,,0,0,14.14
1227,佳格,2017Q2,twse,14931754,7258474,22190228,8111486,490236,8601722,9150897,72397,4492736,-285256,-21182,13409592,,,178914,13588506,0,0,6412953,15.35
1229,聯華,2017Q2,twse,3765140,24663312,28428452,4484168,1172802,5656970,9564847,753138,8690320,3700419,-2393,22706331,,,65151,22771482,,0,100000,24.93
1231,聯華食,2017Q2,twse,3229515,3363906,6593421,2175063,1528886,3703949,1598858,72657,1186689,14218,,2872422,,,17050,2889472,,0,0,18.77
1232,大統益,2017Q2,twse,4625334,596610,5221944,1782289,62656,1844945,1599749,23784,1708217,,,3331750,,,45249,3376999,0,0,0,20.83
1233,天仁,2017Q2,twse,716562,1174998,1891560,427652,120259,547911,905919,45204,471851,-80601,-2754,1339619,,,4030,1343649,0,0,60000,14.80
1234,黑松,2017Q2,twse,8297692,15390852,23688544,4150490,2358968,6509458,4018711,184583,12983040,-7248,0,17179086,,,0,17179086,,0,0,42.75
1235,興泰,2017Q2,twse,3587366,1263140,4850506,1483426,55073,1538499,606623,41515,565380,2108036,-9953,3311601,,,406,3312007,,0,1978138,56.43
