stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2016Q2,twse,76472380,4769284,81241664,58507862,74566,58582428,13356658,142702,8951965,162005,0,22613330,,,22659236,0,0,0,17.46
6005,群益證,2016Q2,twse,87369536,13681440,101050976,67969823,1937377,69907200,22690730,2750386,4148429,333270,0,29922815,,,31143776,0,0,0,13.19
6024,群益期,2016Q2,twse,25546313,524562,26070875,23116652,13396,23130048,1223979,380185,1257010,53379,0,2914553,,,2940827,,0,0,23.81
