stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2019Q2,twse,46067603,145737909,89342073,194216360,469780366,,990508,44287205,303916,,,1605745661,4393154,157449,,29178630,10855968,32073244,2204528,768317,3277833,2571661,2681952385,150164916,,5200692,0,38520350,17402928,46222625,1623140,,2123265861,64590306,2846000,,20470886,12310656,2143518,6133334,8685285,2499580497,121727402,17758986,32872199,10011185,,,182369772,2116,182371888,,0,0,15.80
2881,富邦金,2019Q2,twse,216994924,232347634,1180300000,786590108,2607863646,3184270,62330060,198146050,729721,47437,,1955128034,21727886,28868292,,418338880,248002798,58111806,7226380,33546987,14906485,45343190,8119734588,167235316,451337,41778790,4081959,160675593,6398854,170489755,3813115,,2392579379,235720392,4645060,,3857320441,422976247,21885895,17251960,46972707,7554276800,115002640,137018762,287445182,14606095,,,554072679,11385109,565457788,0,0,0,48.18
2882,國泰金,2019Q2,twse,327504526,148924269,1512589693,1122648310,2917332569,258198,92401508,188568814,4932641,,,2103752021,8116282,48812932,,605139145,397886101,101736445,4053697,52826197,30366411,70460877,9738310636,100140913,,140826566,31843,35343325,46160506,88362798,861972,,2238002001,120400000,238942,,5523637446,671120046,12874914,45105971,16456709,9039563952,140965102,161689208,299033947,86883888,,,688572145,10174539,698746684,,0,0,48.85
2883,凱基金,2019Q2,twse,58345344,35083261,473929758,520172686,1031120710,,47482396,118620269,704103,,,388759451,658590,17959761,43875630,103757131,25329771,33192390,18991539,20751444,8313670,36258773,2983306677,22626550,,103305883,,121319108,17576808,112659253,604714,,437439646,33250000,17809353,,1662841427,123654195,5921944,10357315,31367697,2700733893,149659821,883080,26363939,7875127,-3379234,,181402733,101170051,282572784,,0,412227307,12.46
2884,玉山金,2019Q2,twse,48144379,82719066,477379407,210875416,11148329,,,111795167,10638,,,1384937918,,,,9934396,1954201,32808932,3166516,6111061,1174959,4177044,2386337429,78267243,,56308695,,8897706,3010252,42068681,2399415,,1952227791,39570000,372960,,910569,30228539,3112931,1274853,3246264,2221895899,116195000,24965734,21534768,1631251,,,164326753,114777,164441530,,0,0,15.17
2885,元大金,2019Q2,twse,64414664,47655107,488086000,241184081,364937536,,36248175,190749778,928674,702368,,759509328,776284,2062871,2687948,66136107,5020436,21931739,13609826,33298557,5550458,44394975,2389884912,15070378,,113119564,,205915020,53998787,182467651,5376607,,1041775921,72635911,65636672,,249403808,83602768,5739297,3633765,48923442,2147299591,116862325,37200474,60499753,10300563,-197606,,224665509,17919812,242585321,0,0,15621000,19.25
2886,兆豐金,2019Q2,twse,124115202,495536276,196084195,502172738,290028582,,2971956,89024761,495037,274280,,1853127972,4152408,3191136,,6357422,1382235,22081368,1754892,632468,6003577,5032092,3604418597,355824350,25576865,30247216,,279208021,8733300,89225140,9357360,,2421615873,12000000,2530520,,27337323,17283040,1761941,3020089,8334376,3292055414,135998240,68194233,94777937,13381070,0,,312351480,11703,312363183,0,0,0,22.97
2887,台新新光金,2019Q2,twse,21626249,59767899,124540172,386062156,10448219,,14042714,154423120,346046,,,1077215521,,40487617,,7880638,637928,19222465,2580633,2395832,2348629,8680669,1932706507,52857454,1553600,31609780,,79793246,13824763,41211295,2099194,,1384944822,61700000,11255283,,1738716,69367102,2617386,109423,4709008,1759391072,114558158,35956224,21126225,1541544,,,173182151,133284,173315435,,670000,0,15.41
2889,國票金,2019Q2,twse,2565308,124420,121724953,130534691,,,901305,21821974,447,123426,,,,1769677,,8719750,,2682918,220102,214887,73115,1007103,292484076,,27107265,944145,,196356438,13994834,9548204,233450,,,,,,1448513,3768134,217991,287160,605283,254511417,28480646,153610,3425870,1993399,0,,34053525,3919134,37972659,0,0,0,12.08
2890,永豐金,2019Q2,twse,28609669,116350613,89573353,228987184,113134428,,20389328,79228165,296198,,,1019302654,,519886,,41395232,2535901,12523300,3543284,2243004,2083931,16797147,1777513277,51638487,,21397682,,44618570,25596413,49080999,1108293,,1339585220,40221383,9192837,18437,3251892,35699451,2877472,1667116,8496370,1634450622,112710541,2228771,26522313,1597568,,,143059193,3462,143062655,,0,0,12.69
2891,中信金,2019Q2,twse,110660527,296352207,428132525,571204439,1728662996,189815,32729836,211193134,1808046,0,,2429439225,2135643,37096984,,89214726,74225967,54366291,17058834,24648156,9981020,46012167,6165112538,57672257,18503959,120343348,47038,118067677,43425226,120100339,2411509,,3325205899,98326412,,,1657985690,200718379,15690756,4837709,19044212,5802380410,199969796,58686089,102381203,1613582,0,,362650670,81458,362732128,0,0,0,18.14
2892,第一金,2019Q2,twse,54738973,199232057,152894836,288224672,444715131,,0,70599348,1481365,,,1715417081,23940,2666019,,21536963,9721847,26899312,2484437,428655,2966679,4164262,2998195577,265263531,61640,35118762,,21926026,11613948,90405177,3362193,,2209670567,47150000,200000,,34701641,51908582,2300310,7088495,6422656,2787193528,124619428,26107218,38786007,21489396,,,211002049,0,211002049,0,0,0,17.10
5880,合庫金,2019Q2,twse,58469470,261819876,90172254,342558451,555045868,,2110685,33871877,1894546,,,2126448053,50332,130210,,123341139,9960231,33652807,1649527,3666806,1669080,2976431,3649487643,237912659,,14196645,,43648466,25572421,60287848,1184141,,2825022404,60000000,2612535,,45347346,106632910,1564810,3839863,3239960,3431062008,129458482,57973141,17303355,8631124,,,213366102,5059533,218425635,,0,0,16.98
