stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1259,安心,2015Q1,tpex,1882853,556736,2439589,778559,33433,811992,323895,809816,450214,-10605,,1573320,,,54277,1627597,0,0,0,48.58
1264,德麥,2015Q1,tpex,1778652,686571,2465223,592202,44614,636816,330441,263411,940704,3792,,1538348,,,290059,1828407,0,262,0,54.91
1336,台翰,2015Q1,tpex,919497,1752516,2672013,637621,522554,1160175,627532,820577,20929,42800,0,1511838,,,,1511838,0,0,0,24.09
1565,精華,2015Q1,tpex,3606575,2811360,6417935,1124764,666059,1790823,504165,526000,3594499,2448,,4627112,,,,4627112,0,0,0,91.78
1569,濱川,2015Q1,tpex,2435130,2536566,4971696,1729106,1233171,2962277,837847,622865,421456,127251,,2009419,,,,2009419,0,0,0,23.98
1570,力肯,2015Q1,tpex,436646,267488,704134,148996,11421,160417,515008,0,28254,455,0,543717,,,0,543717,0,0,0,10.56
1580,新麥,2015Q1,tpex,2335685,766588,3102273,1072820,159688,1232508,475800,74811,1214059,50313,,1814983,,,54782,1869765,0,0,0,38.15
1584,精剛,2015Q1,tpex,858271,2377685,3235956,801632,1034159,1835791,1034705,636551,-232450,-21265,-17376,,,,,1400165,,0,1000000,13.66
1586,和勤,2015Q1,tpex,1423995,1000013,2424008,907898,429066,1336964,466433,236887,357868,45723,-19867,1087044,,,0,1087044,0,0,1179000,23.91
1591,駿吉-KY,2015Q1,tpex,302659,469303,771962,300683,115261,415944,269195,22159,123833,-59169,,356018,,,,356018,0,0,0,13.23
1593,祺驊,2015Q1,tpex,731633,340530,1072163,183565,70631,254196,303006,282451,195536,14876,0,795869,,,22098,817967,0,0,0,26.27
1595,川寶,2015Q1,tpex,1993506,778783,2772289,558478,301153,859631,386875,253563,1263988,8232,,1912658,,,,1912658,,0,0,49.44
1599,宏佳騰,2015Q1,tpex,1304007,414670,1718677,533167,23919,557086,449805,487161,204946,19679,,1161591,,,,1161591,0,0,0,25.82
1742,台蠟,2015Q1,tpex,614272,529111,1143383,350393,57062,407455,646906,,85434,3588,,735928,,,0,735928,0,0,0,11.38
1777,生泰,2015Q1,tpex,778763,352502,1131265,107095,73937,181032,300595,314322,338329,-3013,,,,,,950233,0,0,0,31.61
1781,合世,2015Q1,tpex,565717,244803,810520,209095,886,209981,474076,151307,-39904,15060,,600539,,,,600539,0,0,0,12.67
1784,訊聯,2015Q1,tpex,663425,1288059,1951484,156973,355464,512437,496889,621729,65542,-5383,0,1178777,,,260270,1439047,0,0,0,23.72
1785,光洋科,2015Q1,tpex,12688745,9812808,22501553,10134134,6374654,16508788,4085643,3048106,-1442369,147066,-97417,5741029,,,251736,5992765,0,0,3032000,14.16
1788,杏昌,2015Q1,tpex,1838748,575444,2414192,818291,11662,829953,350000,661626,547345,72,,1559043,,,25196,1584239,0,0,0,44.54
1799,易威,2015Q1,tpex,753504,353188,1106692,80457,2984,83441,654114,634165,-315082,-5440,,967757,,,55494,1023251,,0,0,14.79
1813,寶利徠,2015Q1,tpex,420810,665734,1086544,64612,29251,93863,466355,262855,273007,-9536,,992681,,,0,992681,0,0,0,21.29
1815,富喬,2015Q1,tpex,2637403,9656476,12293879,1209136,4554779,5763915,4096873,1718385,766176,4767,-56237,6529964,,,,6529964,,0,5000000,16.14
