stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2023Q2,twse,36176439,138072106,70679890,230520115,484786265,,,25636366,87550,,,1679635220,,,1517142,21059355,1881864,13842966,1081266,3386615,1170878,2709534037,66607161,,2859398,,1481268,32216972,1335161,,2355457500,52190030,,,871807,3191727,1714334,9642666,6236442,2533804466,108582930,,,66193606,953035,0,175729571,,,,175729571,,0,0,16.59
2812,台中銀,2023Q2,twse,11459273,40718791,33305930,47142956,114800626,,11692636,19357680,,,,518118265,173732,435532,270918,17327675,872290,603430,266540,699214,2251499,819496987,8132240,11450829,1282199,,0,8663978,556405,,691315072,16500000,,,6229100,1266864,915453,109486,1329357,747750983,52260953,,1528256,17365817,590978,0,71746004,,,0,71746004,0,0,0,14.31
2820,華票,2023Q2,twse,1110395,0,107136821,85718977,1685171,,2182640,1149365,141518,,,,,,82586,145737,25131,,,385899,573971,200338211,13833615,,159981,,160567243,1387738,0,,,,,,0,1390223,25380,,260573,177624753,13429600,,13515,11367621,-2097278,,,,,,22713458,,0,0,16.91
2834,臺企銀,2023Q2,twse,31575471,112564231,65283254,191703558,242622797,,2237378,11584923,349315,,,1404830556,0,,9250,14062203,1242140,,820034,1681177,9001254,2089567541,171901318,1212500,9591566,,2397309,16345749,671902,,1704474195,60250000,,,3224904,2623950,1272263,879056,1995556,1976840268,82224061,0,815900,30706207,-1018895,,112727273,,,,112727273,0,0,0,14.04
2836,高雄銀,2023Q2,twse,3503984,10618050,1954082,35563511,51073590,,2545137,1963019,0,,,179694801,,,224725,3031743,366777,,109075,132721,211701,290992916,10499275,0,21870,,13070723,3881880,96792,,239841745,5377000,,,,440133,367107,,139705,273736230,12742981,,1057133,4587735,-1131163,,,,,,17256686,,0,0,13.94
2838,聯邦銀,2023Q2,twse,7364785,30747073,53907131,64532607,82840985,,39595963,34341923,120636,,,550075876,1944603,,1637038,14380902,1551096,4654930,2166590,695706,8926715,899484559,12344341,1308601,675348,,57947165,7545495,478141,,727657213,5000000,921753,375000,11075596,411409,1538540,1945826,3585285,832809713,39821791,,8093466,15695758,1058300,,64669315,,,2005531,66674846,,0,0,17.04
2845,遠東銀,2023Q2,twse,7676337,32974456,46065594,78948692,117477310,,2267110,19135413,,,,468095569,1936206,,6996213,5097768,881345,,1584929,129532,387783,789654257,3918263,,9091859,,0,6861715,163891,,653538839,20901900,,,36943713,700677,889428,,535516,733545801,40694838,,302926,16047115,-936423,,56108456,,,,56108456,,0,0,13.79
2849,安泰銀,2023Q2,twse,2211581,13868516,13109710,41170731,42524176,,542985,3651804,,,,220626348,,,141724,708626,878860,,229791,821918,1535892,342022662,411957,,557844,,1915519,2821631,31469,,302255688,,,,492074,303414,873635,58459,127036,309848726,19576094,,402822,13795997,-1600977,0,,,,,32173936,0,0,0,16.44
2897,王道銀行,2023Q2,twse,7958646,20328940,145240730,160447332,26870632,,2182640,5817657,294367,,,218849687,6944807,,1102503,2401188,436864,,1737331,986018,1537634,603136976,30681675,,894063,,173441555,6019358,293104,,316788594,12250000,,,3410872,2023832,453834,699017,670888,547626792,30330063,,14897,10901257,-2556825,-16837,38672555,,,16837629,55510184,,2522000,0,12.76
5876,上海商銀,2023Q2,twse,42589176,379886923,9417061,396154215,270127381,,350000,21072533,228453,,,1254288444,2239112,,3235,22694248,1837922,7037601,1937403,4142131,10573899,2424579737,53205270,,7356554,,716763,40943820,1393762,,1984846436,76775506,,,7648200,2960440,1883787,11003166,3051144,2191784848,48616031,,27405763,101992075,-3946174,-83144,173984551,,,58810338,232794889,,11397439,0,35.87
