stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2023Q3,tpex,1146032,905640,2051672,676174,29452,705626,393702,,145207,510942,227236,,1277087,,,68959,1346046,,0,0,32.44
1259,安心,2023Q3,tpex,1529760,4360530,5890290,1836059,1608816,3444875,323895,,809816,921058,372810,,2427579,,,17836,2445415,0,0,0,74.95
1264,德麥,2023Q3,tpex,2905170,1767208,4672378,888591,64551,953142,370644,,673837,1993306,-18171,-2432,3017184,,,702052,3719236,,0,12000,81.43
1268,漢來美食,2023Q3,tpex,2339521,4507126,6846647,1958611,2822511,4781122,422237,,1123334,556225,-36271,0,2065525,,,,2065525,,0,0,48.92
1336,台翰,2023Q3,tpex,1265333,1435884,2701217,533540,342372,875912,788184,,682341,419877,-65097,,1825305,,,,1825305,0,0,0,23.16
1565,精華,2023Q3,tpex,3715841,3869973,7585814,1174339,384468,1558807,504165,,526000,4995770,1072,,6027007,,,,6027007,0,0,0,119.54
1569,濱川,2023Q3,tpex,3628757,3037162,6665919,2872924,358383,3231307,1214474,,1154878,1054485,-101699,,3322138,,,112474,3434612,,0,0,27.35
1570,力肯,2023Q3,tpex,700159,283124,983283,66173,27414,93587,515008,,0,379047,-4359,0,889696,,,0,889696,0,0,0,17.28
1580,新麥,2023Q3,tpex,2243310,1588458,3831768,816197,117931,934128,502302,,206827,2176033,-110988,,2774174,,,123466,2897640,,0,0,55.23
1584,精剛,2023Q3,tpex,3490420,1835182,5325602,838641,1013064,1851705,1924705,,1161769,290200,19359,,3396033,,,77864,3473897,0,0,0,17.64
1586,和勤,2023Q3,tpex,2038890,2077402,4116292,1380200,1268758,2648958,863030,,578254,325465,-95041,-204374,1467334,,,,1467334,0,0,5054000,18.15
1591,駿吉-KY,2023Q3,tpex,233429,282643,516072,40857,19988,60845,347980,,22159,240005,-154917,0,455227,,,0,455227,0,0,0,13.08
1593,祺驊,2023Q3,tpex,801298,1244202,2045500,385109,285418,670527,397829,,580378,359100,-16821,0,1320486,,,54487,1374973,0,0,0,33.19
1595,川寶,2023Q3,tpex,3220030,1295356,4515386,1532210,317701,1849911,475481,,570897,1610844,5498,0,2662720,,,2755,2665475,,0,0,56.00
1599,宏佳騰,2023Q3,tpex,1804413,1437563,3241976,930941,331224,1262165,745287,,418166,890054,-10316,-63380,1979811,,,,1979811,0,0,1500000,27.11
1742,台蠟,2023Q3,tpex,2944679,904664,3849343,2331084,126070,2457154,935593,,165098,291441,16837,-16780,1392189,,,,1392189,0,0,888000,15.02
1777,生泰,2023Q3,tpex,1503858,1463580,2967438,598553,77748,676301,445917,,983776,865673,-4229,,,,,,2291137,0,0,0,51.38
1781,合世,2023Q3,tpex,508487,215858,724345,325491,34982,360473,474076,,8,-65871,-44341,,363872,,,,363872,0,0,0,7.68
1784,訊聯,2023Q3,tpex,968257,1066903,2035160,312762,252579,565341,496269,,612885,106510,-6268,-79369,1130027,,,339792,1469819,0,0,2510000,23.98
1785,光洋科,2023Q3,tpex,16855499,8969455,25824954,5479794,7401287,12881081,5966072,,4127169,3059884,-221245,,12931880,,,11993,12943873,,0,0,21.68
1788,杏昌,2023Q3,tpex,2446231,2111479,4557710,1139709,512688,1652397,445210,,1601988,861919,-3804,,2905313,,,,2905313,0,0,0,65.26
1796,金穎生技,2023Q3,tpex,405061,824855,1229916,223085,127084,350169,414598,,294336,173210,-2397,,879747,,,,879747,0,0,0,21.22
1799,易威,2023Q3,tpex,423377,748694,1172071,113553,396149,509702,1143658,,0,-525365,22974,,641267,,,21102,662369,0,0,0,5.61
1813,寶利徠,2023Q3,tpex,472082,637310,1109392,272070,18471,290541,466355,,233801,137056,-16365,,820847,,,-1996,818851,0,0,0,17.60
1815,富喬,2023Q3,tpex,3935762,9749789,13685551,2282129,4507918,6790047,4502088,,1859806,455784,77826,,6895504,,,,6895504,,0,0,15.32
2035,唐榮公司,2023Q3,tpex,2849132,13953294,16802426,2435525,9332521,11768046,3500000,,46,1390776,143558,,,,,,5034380,,0,0,14.38
2061,風青,2023Q3,tpex,820118,251891,1072009,532942,29780,562722,471083,,35468,2015,721,0,509287,,,,509287,0,0,0,10.81
2063,世鎧精密,2023Q3,tpex,1311339,571703,1883042,625540,148761,774301,495995,,194678,418710,-642,0,1108741,,,,1108741,0,0,0,22.35
2064,晉椿,2023Q3,tpex,1114139,1405144,2519283,1367297,89084,1456381,696300,,101549,286486,-17944,-4104,1062287,,,615,1062902,0,0,300000,15.32
2065,世豐,2023Q3,tpex,1316508,1778743,3095251,1127192,293313,1420505,524339,,465877,605982,78548,0,1674746,,,,1674746,,0,0,31.94
2066,世德,2023Q3,tpex,2694840,814615,3509455,914988,783416,1698404,419317,,420093,1000609,-2873,-26095,1811051,,,0,1811051,0,0,500000,43.71
2067,嘉鋼,2023Q3,tpex,645786,1310766,1956552,848309,646975,1495284,451382,,0,-49386,-7995,,394001,,,67267,461268,,0,0,8.73
2070,精湛,2023Q3,tpex,657664,585869,1243533,264351,118816,383167,357828,,18833,504087,-20382,,860366,,,,860366,0,0,0,24.04
2073,雄順,2023Q3,tpex,227330,565447,792777,166579,191276,357855,275000,,63203,97511,-792,,,,,,434922,,0,0,15.82
2221,大甲,2023Q3,tpex,1187374,531277,1718651,494497,197982,692479,423250,0,51422,500443,-4249,0,970866,0,,55306,1026172,0,0,0,22.94
2230,泰茂,2023Q3,tpex,920494,318980,1239474,207949,223497,431446,486091,,144820,167423,-3398,,794936,,,13092,808028,,1031757,0,16.35
2235,謚源,2023Q3,tpex,665034,1033790,1698824,300871,103340,404211,358780,,497802,438031,,,,,,,1294613,,0,0,36.08
2596,綠意,2023Q3,tpex,4180229,134193,4314422,1955066,,1955066,1000000,,189208,805513,0,0,1994721,,,364635,2359356,,0,0,19.95
2640,大車隊,2023Q3,tpex,1252659,2022410,3275069,826952,558018,1384970,592650,,498623,695434,-587,,1786120,,,103979,1890099,,0,0,30.14
2641,正德,2023Q3,tpex,2228823,7392334,9621157,1320599,2290822,3611421,2700305,,1252114,1645296,412021,,6009736,,,,6009736,,0,0,22.26
2643,捷迅,2023Q3,tpex,2213879,377246,2591125,669255,257397,926652,450638,,171988,983018,58829,,1664473,,,,1664473,,2510637,0,51.20
2718,全心投控,2023Q3,tpex,3848896,652684,4501580,1995212,203319,2198531,875760,,726659,688798,11832,,2303049,,,,2303049,0,0,0,26.30
2719,燦星旅,2023Q3,tpex,540302,213629,753931,144273,87096,231369,687421,,6471,-171330,,,522562,,,,522562,0,0,0,7.60
2724,藝舍-KY,2023Q3,tpex,269014,387396,656410,123756,294459,418215,596564,,0,-292097,-66272,,238195,,,,238195,0,0,0,3.99
2726,雅茗-KY,2023Q3,tpex,454727,298888,753615,274106,248274,522380,250000,,97368,-63126,-61236,-20682,202324,,,28911,231235,,0,310000,8.19
2729,瓦城,2023Q3,tpex,1103729,3945624,5049353,1344187,1182242,2526429,359439,,1450565,799439,-10749,-86020,2512674,,,10250,2522924,0,0,373000,70.64
2732,六角,2023Q3,tpex,1961844,2646755,4608599,1541558,903126,2444684,464721,,1146323,342417,-21385,-96697,1835379,,,328536,2163915,,0,918000,40.29
2734,易飛網,2023Q3,tpex,939122,228512,1167634,546664,192753,739417,422598,,61344,-148327,-2768,,332847,,,95370,428217,0,0,0,7.88
2736,富野,2023Q3,tpex,428551,1711901,2140452,269928,656626,926554,499721,,464530,261651,-53887,,1172015,,,41883,1213898,0,0,0,23.45
2740,華軒,2023Q3,tpex,171456,59788,231244,47646,16785,64431,231855,,256510,-320772,-780,,166813,,,,166813,0,0,0,7.19
2743,山富,2023Q3,tpex,1861126,543317,2404443,1561021,42117,1603138,360117,,192090,249098,,0,801305,,,,801305,,0,0,22.25
2745,五福,2023Q3,tpex,1483624,209333,1692957,1095687,13123,1108810,338085,,95943,150119,,,584147,,,,584147,,0,0,17.28
2752,豆府,2023Q3,tpex,1208277,779979,1988256,534546,335568,870114,262674,,376727,466390,-14,,1105777,,,12365,1118142,,0,0,42.10
2754,亞洲藏壽司,2023Q3,tpex,525243,4474153,4999396,1091419,2273104,3364523,467190,,582937,585551,-805,,1634873,,,,1634873,,0,0,34.99
2755,揚秦,2023Q3,tpex,684068,849544,1533612,503511,308799,812310,301400,,155268,261756,2878,,721302,,,,721302,,0,0,23.93
2756,聯發國際,2023Q3,tpex,503796,404770,908566,229539,130125,359664,245428,,149431,142844,11199,,548902,,,,548902,,0,0,22.37
2916,滿心,2023Q3,tpex,1063504,404722,1468226,379476,51235,430711,546269,,127250,373776,-9780,,,,,,1037515,0,0,0,18.99
2924,宏太-KY,2023Q3,tpex,143234,113890,257124,85311,3980,89291,328051,,0,-115152,-45066,,167833,,,,167833,,0,0,5.12
2926,誠品生活,2023Q3,tpex,4227152,12719647,16946799,5509890,10905740,16415630,473897,,208533,-160375,1882,,523937,,,7232,531169,0,0,0,11.06
2937,集雅社,2023Q3,tpex,1955914,582721,2538635,1595992,46132,1642124,395836,,136138,364537,,,896511,,,,896511,0,0,0,22.65
2941,米斯特,2023Q3,tpex,331761,93893,425654,158658,27417,186075,139900,,42000,58050,-371,,,,,,239579,0,0,0,17.13
2947,振宇五金,2023Q3,tpex,766804,2109369,2876173,729699,1423294,2152993,192686,,314443,216051,,,723180,,,,723180,0,0,0,37.53
2948,寶陞,2023Q3,tpex,1389754,559428,1949182,774034,368952,1142986,248100,,185000,306418,66678,,806196,,,,806196,,0,0,32.49
2949,欣新網,2023Q3,tpex,2072079,227726,2299805,1449749,7773,1457522,220000,,216307,273958,-228,,710037,,,132246,842283,,0,0,32.27
3064,泰偉,2023Q3,tpex,129392,251492,380884,255351,14377,269728,433715,,774,-338040,6810,,103259,,,7897,111156,,0,0,2.38
3066,李洲,2023Q3,tpex,589491,1013623,1603114,331634,133857,465491,830706,,32689,-108034,321120,,1076481,,,61142,1137623,,0,0,12.96
3067,全域,2023Q3,tpex,196720,150916,347636,52869,30970,83839,200000,,18210,59323,-13736,,263797,,,,263797,,0,0,13.19
3071,協禧,2023Q3,tpex,2614692,1342829,3957521,1781201,297188,2078389,1100000,,58174,423223,-78398,0,1502999,,,376133,1879132,0,0,0,13.66
3073,天方能源,2023Q3,tpex,294676,1074642,1369318,174528,740153,914681,320996,,84481,29470,-9798,,425149,,,29488,454637,,0,0,13.24
3078,僑威,2023Q3,tpex,10001903,2187172,12189075,5062766,596207,5658973,2273911,,214286,4031882,10023,,6530102,,,,6530102,,0,0,28.72
