stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2026Q2,twse,195322468,400694063,596016531,108722932,187971533,296694465,77231817,,68922587,62929089,29325114,-979439,237429168,,,61892898,299322066,,0,30000000,30.86
1102,亞泥,2026Q2,twse,102312109,234955935,337268044,69583764,59320996,128904760,35465629,,8247989,125602305,15108397,,184424320,,,23938964,208363284,,0,0,52.00
1103,嘉泥,2026Q2,twse,9689726,24183310,33873036,3996922,11085514,15082436,8328746,,1676966,10099318,-173832,-1225259,18705939,,,84661,18790600,,0,131491726,26.67
1104,環泥,2026Q2,twse,7970447,23770514,31740961,4980332,1362077,6342409,6866818,,128916,14450405,3194814,,24640953,,,757599,25398552,,0,0,35.88
1108,幸福,2026Q2,twse,5793470,4483745,10277215,4404275,405012,4809287,4047380,,22,1420917,-453,,5467866,,,62,5467928,,0,0,13.51
1109,信大,2026Q2,twse,5528239,5970295,11498534,1210318,109392,1319710,3411589,,16134,4750573,65793,,8244089,,,1934735,10178824,0,0,0,24.16
1110,東泥,2026Q2,twse,3288026,10078383,13366409,2333399,1356283,3689682,5720008,,190941,2634692,967183,-8863,9503961,,,172766,9676727,,0,1536865,16.66
1201,味全,2026Q2,twse,7119755,11927689,19047444,6645576,4436680,11082256,5060629,,49394,2870495,-23142,,7957376,,,7812,7965188,0,0,0,15.72
1203,味王,2026Q2,twse,4864200,5848229,10712429,1995149,1361047,3356196,2400000,0,61371,3745309,328151,-38464,6496367,,,859866,7356233,0,0,2293865,27.33
1210,大成,2026Q2,twse,33847731,44737539,78585270,40000743,3834138,43834881,8947673,0,4274788,11394216,1649829,-734821,25531685,0,,9218704,34750389,,0,58059471,30.51
1213,大飲,2026Q2,twse,228166,512283,740449,67964,50808,118772,566226,,21938,32665,848,,621677,,,,621677,0,0,0,10.98
1215,卜蜂,2026Q2,twse,9291226,23493543,32784769,10709784,10711846,21421630,2947901,,36967,7116792,832263,,10933923,,,429216,11363139,0,0,0,37.09
1216,統一,2026Q2,twse,260285451,502575164,762860615,300597689,250522535,551120224,56820154,,2638446,76878798,-20681,,136316717,,,75423674,211740391,0,0,0,23.99
1217,愛之味,2026Q2,twse,2873199,12826934,15700133,3173113,4067061,7240174,4945134,,266157,1351666,1117879,,7680836,,,779123,8459959,0,0,0,15.53
1218,泰山,2026Q2,twse,5327686,9016448,14344134,2443606,371132,2814738,4999990,,1051284,5724910,-48608,-203876,11523700,,,5696,11529396,,0,13680042,23.70
1219,福壽,2026Q2,twse,5071684,4566116,9637800,3513868,2114144,5628012,3412384,,11935,556689,1956,0,3982964,,,26824,4009788,,0,0,11.67
1220,台榮,2026Q2,twse,2147838,1332364,3480202,823831,168041,991872,1770779,,25213,496934,-571,-10881,2281474,,,206856,2488330,,0,679000,12.93
1225,福懋油,2026Q2,twse,5263691,3327251,8590942,3495805,822868,4318673,2422683,,125619,1303157,-93810,,3757649,,,514620,4272269,,0,0,15.51
1227,佳格,2026Q2,twse,19844366,11170087,31014453,12034961,396362,12431323,9150897,,183259,8560485,425553,-21182,18299012,,,284118,18583130,0,0,6669471,20.14
1229,聯華,2026Q2,twse,17950855,93404798,111355653,20177972,2190858,22368830,18318799,,1020462,16497966,27178502,-183509,62832220,,,26154603,88986823,0,0,7238000,35.13
1231,聯華食,2026Q2,twse,6783779,9534107,16317886,4885903,3912830,8798733,3282999,,93840,4097695,26722,,7501256,,,17897,7519153,,0,0,25.13
1232,大統益,2026Q2,twse,7829900,2885579,10715479,3809801,1164464,4974265,1599749,,23784,3884176,7071,,5514780,,,226434,5741214,0,0,0,34.47
1233,天仁,2026Q2,twse,703592,1495164,2198756,539690,251512,791202,905919,,5501,547308,-52386,-1974,1404368,,,3186,1407554,0,0,43000,15.51
1234,黑松,2026Q2,twse,9508518,14850646,24359164,3563115,2359934,5923049,4018711,,186936,14123584,106884,,18436115,,,,18436115,,0,0,45.88
1235,興泰,2026Q2,twse,816890,4320160,5137050,1888034,385571,2273605,1980067,,365671,1044390,132930,-879488,2643570,,,219875,2863445,,0,143117570,58.15
