stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2017Q4,tpex,909639,678233,1587872,625142,43040,668182,300580,13794,249767,355549,0,,0,,,919690,,0,0,30.60
1259,安心,2017Q4,tpex,2388168,565671,2953839,1136696,36210,1172906,323895,809816,617583,-4897,-10123,1736274,,,44659,1780933,0,0,117000,53.80
1264,德麥,2017Q4,tpex,2198802,889899,3088701,450033,60275,510308,336960,706936,1173943,-31299,,2186540,,,391853,2578393,0,0,0,64.89
1268,漢來美食,2017Q4,tpex,2047324,1165884,3213208,1215225,90900,1306125,379910,999409,464873,62891,,1907083,,,,1907083,,0,0,50.20
1336,台翰,2017Q4,tpex,1179120,1242492,2421612,752559,69362,821921,831934,804865,19846,-56954,,1599691,,,,1599691,,0,0,19.23
1565,精華,2017Q4,tpex,4642709,3960237,8602946,2175802,1035455,3211257,504165,526000,4362760,-1236,,5391689,,,,5391689,0,0,0,106.94
1569,濱川,2017Q4,tpex,3090063,2737475,5827538,2665153,754064,3419217,1027133,790669,599434,-111344,,2305892,,,102429,2408321,0,589283,0,22.45
1570,力肯,2017Q4,tpex,651732,246612,898344,193470,10987,204457,515008,,180679,-1800,,693887,,,0,693887,0,0,0,13.47
1580,新麥,2017Q4,tpex,2426043,878888,3304931,1055361,204918,1260279,485316,74943,1512331,-84646,,1987944,,,56708,2044652,0,0,0,40.96
1584,精剛,2017Q4,tpex,871420,1494513,2365933,684184,677470,1361654,824705,286822,-77992,-72683,,960852,,,43427,1004279,,0,0,11.65
1586,和勤,2017Q4,tpex,1865618,1107394,2973012,1335551,140606,1476157,757315,512309,287381,-60150,0,1496855,,,,1496855,,0,0,20.50
1591,駿吉-KY,2017Q4,tpex,268876,357110,625986,240962,16127,257089,331648,22159,144439,-129349,,368897,,,0,368897,0,0,0,11.12
1593,祺驊,2017Q4,tpex,720793,332101,1052894,239486,7807,247293,304320,263239,271194,-38964,0,799789,,,5812,805601,0,0,0,26.28
1595,川寶,2017Q4,tpex,2695462,1181480,3876942,1052744,436745,1489489,466218,515474,1413913,-8152,,2387453,,,,2387453,,0,0,51.21
1599,宏佳騰,2017Q4,tpex,1312607,775854,2088461,638000,28476,666476,620025,487161,410884,-41605,-54480,1421985,,,,1421985,0,0,1205000,23.39
1742,台蠟,2017Q4,tpex,452053,407657,859710,235185,52143,287328,463000,4530,98151,6701,,572382,,,0,572382,0,0,0,12.36
