stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2023Q1,tpex,4908283,1731840,6640123,1789591,29612,1819203,2668442,,119609,1715367,317502,,,,,,4820920,0,0,0,18.07
6015,宏遠證,2023Q1,tpex,9548917,1719074,11267991,5759634,922824,6682458,3512516,,355872,604418,112727,,4585533,,,,4585533,,0,0,13.05
6016,康和證,2023Q1,tpex,29725742,6530720,36256462,26836530,1119572,27956102,5944550,,175331,1746660,373955,,8240496,,,59864,8300360,,0,0,13.86
6020,大展證,2023Q1,tpex,5252449,1042400,6294849,2023428,2354,2025782,2523532,,461,1390064,354556,,4268613,,,454,4269067,0,0,0,16.92
6021,美好證,2023Q1,tpex,11742551,1317948,13060499,6885828,1071998,7957826,3112659,,40066,1716600,233348,,5102673,,,,5102673,0,0,0,16.39
6023,元大期貨,2023Q1,tpex,102512019,3797306,106309325,91304048,1678638,92982686,2899763,,3070484,5571776,1784616,,13326639,,,,13326639,0,0,0,45.96
6026,福邦證,2023Q1,tpex,11169529,667617,11837146,6289712,48721,6338433,3961619,,151241,923649,151923,,5188432,,,310281,5498713,0,0,0,13.10
