stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2025Q2,twse,38213463,243087255,120888909,335824216,526856341,,,23218485,285609,,,1974251527,,,436474,21474350,1851657,14023753,1043944,2529624,6957783,3310943390,352807735,,14944616,,14804264,54209194,1884853,,2611315760,41795293,,,1561104,2402980,1715835,8629433,2838409,3108909476,117660462,,24,77793983,6579445,0,202033914,,,,202033914,,0,0,18.03
2812,台中銀,2025Q2,twse,14203089,50833568,39199138,96705131,108797542,,13898215,24069127,2925,,,628344689,182928,206775,11870,20304538,999430,542159,574875,263697,5531029,1004670725,11049930,12897665,7745352,,5743626,10907339,96898,,846087321,13500000,,,8314587,1299443,1030867,109486,1334994,920117508,59216258,,1528256,22878163,930540,0,84553217,,,0,84553217,0,0,0,15.32
2820,華票,2025Q2,twse,326739,0,153792576,97700116,2690071,,4147773,1378004,331173,,,,,,114895,155395,33367,,,130715,594673,261395497,22308101,,22518,,209190625,2008870,93671,,,,,,,1414077,33573,50750,356994,235479179,13429600,,16791,12298826,171101,,,,,,25916318,,0,0,19.30
2834,臺企銀,2025Q2,twse,24864323,124167118,93601720,197687210,270758891,,15310170,13182810,361580,,,1634533756,,,9923,13845456,1106062,,1250741,2414385,10267175,2403361320,244133403,1690022,9000666,,1241536,25855208,1029105,,1907881438,53210000,,,1930742,2427165,1143347,895336,16860454,2267298422,97180618,,816129,37766448,299703,,136062898,,,,136062898,0,0,0,14.84
2836,高雄銀,2025Q2,twse,4635875,26688171,3483998,32437773,56691008,,4511505,1634133,0,,,226734724,,,216895,3394029,334106,,112212,125048,410220,361409697,14369050,0,161229,,7506507,4716066,176904,,302896951,5077000,,,,371307,330701,0,130190,335735905,18799170,,1436134,4677930,760558,,,,,,25673792,,0,0,14.06
2838,聯邦銀,2025Q2,twse,8295242,44956174,68729283,63213955,78129371,,64281898,40719403,187855,,,612984106,455103,,1588487,16394938,1665320,4521741,2166893,1464449,14491670,1024245888,9696469,1482367,3645791,,71513920,12080519,611770,,814484673,5000000,877700,375000,13497250,524526,1667964,3168107,3706984,942333040,45450499,,8192011,18624700,7450635,,79717845,,,2195003,81912848,,0,0,18.76
2845,遠東銀,2025Q2,twse,4392893,53581749,61995413,50910314,167548257,,0,18119442,,,,496651600,2786435,,9770279,5203361,915500,,1538210,189884,339044,873942381,2049448,2889000,8719353,,1946275,11319931,208922,,715732388,22901720,,,44873604,635877,926439,,643224,812846181,43822847,,302926,16830034,140393,,61096200,,,,61096200,,0,0,14.29
2849,安泰銀,2025Q2,twse,2716420,14837654,25207656,41147988,42591607,,497697,3756031,0,,,240155683,,,0,731492,895566,0,275828,550937,1903887,375268446,2588763,,755158,,446285,2822610,25468,,328904116,,,,3645230,218590,887666,40422,132610,340466918,19576094,,406342,15352780,-533688,0,,,,,34801528,0,0,0,17.78
2897,王道銀行,2025Q2,twse,7070303,15648020,183323995,167303488,27285899,,13225921,4700342,347911,,,253853580,6438543,,431460,2606782,361095,,1623163,748374,2113540,687082416,47968203,,1677362,,222997825,8986360,362300,,312979972,13450000,,,13335644,2003762,379230,868621,654537,625663816,30553579,,572019,12685288,-1346390,-221695,42242801,,,19175799,61418600,,22939000,0,13.93
5876,上海商銀,2025Q2,twse,38705938,383632017,8374294,468812161,212375654,,17213801,31140572,468523,917944,,1149464781,1493350,,5686,23378731,1664319,5277506,1932728,5123756,13120330,2363102091,44051680,,6924579,,3955500,44913832,1892351,,1925518369,57483838,,,11427196,3042189,1676268,7155162,3619108,2111660072,48616031,,27705927,106919638,4152940,-83144,187311392,,,64130627,251442019,0,11397439,0,38.62
