stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2023Q1,twse,104236030,9559066,113795096,83249335,104321,83353656,14558313,,91261,14243303,1458437,,30351314,,,90126,30441440,0,0,0,20.85
6005,群益證,2023Q1,twse,183367022,22172192,205539214,163220378,2020153,165240531,21709081,,2743256,11036754,1761152,,37250243,,,3048440,40298683,,0,0,17.16
6024,群益期,2023Q1,twse,48610212,563203,49173415,42102195,53508,42155703,2104376,,1663251,3285499,-37799,,7015327,,,2385,7017712,0,0,0,33.34
