stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2021Q4,twse,108685040,9002859,117687899,85708967,212302,85921269,14558313,,91261,15724509,1309501,,31683584,,,83046,31766630,0,0,0,21.76
6005,群益證,2021Q4,twse,185983038,17710901,203693939,159485189,2735166,162220355,21709081,,2743465,12155572,2126692,0,38734810,,,2738774,41473584,,0,0,17.84
6024,群益期,2021Q4,twse,46090407,517129,46607536,40294097,39341,40333438,2104376,,1663621,2596173,-115806,,6248364,,,25734,6274098,,0,0,29.69
