stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2023Q3,twse,163318027,309599435,472917462,94338554,133852417,228190971,73561817,,65939406,68806743,14822862,-732459,222398369,,,22328122,244726491,,0,20000000,30.32
1102,亞泥,2023Q3,twse,121392947,214564807,335957754,84451777,59799527,144251304,35465629,,6818504,116564985,9294095,,168143213,,,23563237,191706450,,0,0,47.41
1103,嘉泥,2023Q3,twse,10641592,25438470,36080062,3638594,10448346,14086940,7902474,,1273309,10315233,2859400,-1077950,21272466,,,720656,21993122,,0,131352726,32.29
1104,環泥,2023Q3,twse,6529436,21798756,28328192,3891311,1658900,5550211,6732175,,123499,13746034,1384300,,21986008,,,791973,22777981,,0,0,32.66
1108,幸福,2023Q3,twse,6005588,3798958,9804546,3119415,1680821,4800236,4047380,,18,1061365,-104523,,5004240,,,70,5004310,,0,0,12.36
1109,信大,2023Q3,twse,6398519,4881130,11279649,1247205,185350,1432555,3411589,,15697,4665202,-128791,0,7963697,,,1883397,9847094,0,0,0,23.34
1110,東泥,2023Q3,twse,2300255,9162401,11462656,1446110,1032355,2478465,5720008,,188688,2312462,696469,-12185,8905442,,,78749,8984191,,0,2112865,15.63
1201,味全,2023Q3,twse,7445031,11488872,18933903,7739745,3793488,11533233,5060629,,36115,2438124,-142083,,7392785,,,7885,7400670,0,0,0,14.61
1203,味王,2023Q3,twse,4612695,5521031,10133726,2129822,1475808,3605630,2400000,,46016,3094973,119011,-38464,5621536,,,906560,6528096,0,0,2293865,23.65
1210,大成,2023Q3,twse,30066408,34670988,64737396,29763954,3526412,33290366,8947673,,3484292,9225370,1451570,-219132,22889773,,,8557257,31447030,,0,49059471,27.07
1213,大飲,2023Q3,twse,117804,800318,918122,330794,318323,649117,566226,,21938,-319001,-158,,269005,,,,269005,0,0,0,4.75
1215,卜蜂,2023Q3,twse,7829069,17986123,25815192,8599256,7518552,16117808,2947901,,10599,5534282,733757,,9226539,,,470845,9697384,0,0,0,31.30
