stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2015Q3,twse,61675983,4908902,66584885,43799431,41607,43841038,13231191,256116,9024104,209861,-22152,22699120,,,22743847,0,0,1740000,17.18
6005,群益證,2015Q3,twse,80305704,14076217,94381921,60915598,1639286,62554884,23690730,2713221,4084193,173461,-38960,30622645,,,31827037,0,0,4438000,12.95
6024,群益期,2015Q3,twse,18684963,507540,19192503,16282786,14073,16296859,1223979,380185,1187943,73957,0,2866064,,,2895644,0,0,0,23.42
