stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2023Q4,twse,125941330,69102198,195043528,123432958,24765491,148198449,16184093,,1963101,13667565,4566158,-29834,36351083,,10493996,46845079,,0,4680487,22.53
1718,中纖,2023Q4,twse,683292033,218897888,902189921,793421493,29282353,822703846,16859057,0,1712776,2474857,1044894,-1135056,20956528,0,58529547,79486075,,0,344225645,15.62
2207,和泰車,2023Q4,twse,352416400,133463950,485880350,339244897,46197106,385442003,5571028,,2897372,53729882,4028202,,66226484,,34211863,100438347,0,0,0,118.88
2905,三商,2023Q4,twse,157897394,1394621759,1552519153,18277578,1485930104,1504207682,11224957,0,4730938,3078543,-1542701,-592930,16898807,0,31412664,48311471,0,0,57093000,15.86
