stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2018Q4,tpex,3237348,1416600,4653948,1021393,57068,1078461,2240475,119608,1226746,-11342,,,,,,3575487,0,0,0,15.96
6015,宏遠證,2018Q4,tpex,10760056,815894,11575950,7716792,8288,7725080,3625008,266816,-72432,45876,-14398,3850870,,,,3850870,0,0,2308000,10.69
6016,康和證,2018Q4,tpex,17313061,3366455,20679516,13207710,390144,13597854,6260803,259269,556882,143478,-184101,7036331,,,45331,7081662,0,0,26612000,11.74
6020,大展證,2018Q4,tpex,3972530,758696,4731226,872218,8962,881180,2523532,461,1205333,120242,,3849568,,,478,3850046,0,0,0,15.25
6021,美好證,2018Q4,tpex,6148140,803642,6951782,1941893,52340,1994233,3067559,12157,1831545,46288,,4957549,,,,4957549,0,0,0,16.16
6023,元大期貨,2018Q4,tpex,70417004,2874850,73291854,64988102,83202,65071304,2322763,940976,3776318,1180493,,8220550,,,,8220550,0,0,0,35.39
6026,福邦證,2018Q4,tpex,4257742,569517,4827259,1539209,64,1539273,2427447,24314,443177,433,,2895371,,,392615,3287986,,315500,0,11.92
