stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2015Q1,twse,81910404,4792672,86703076,63018277,74932,63093209,13231191,256116,9989232,89084,,23565623,,,23609867,0,0,0,17.81
6005,群益證,2015Q1,twse,80971278,14015816,94987094,59324510,2883853,62208363,23690730,2711760,5166048,80940,0,31649478,,,32778731,0,0,0,13.36
6024,群益期,2015Q1,twse,14438572,497551,14936123,12172774,10378,12183152,1199979,377709,1120534,53400,,2751622,,,2752971,0,0,0,22.93
