stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2023Q3,twse,39642395,239830446,133396419,378435011,692470021,,2449154,62724085,312303,,,2159752429,7868797,353802,,18453752,14431595,31790619,2185907,939575,3860658,6290760,3795187728,185791317,,5098289,,112051981,35622195,49218114,3004968,,2997347970,79586346,2350206,,25776650,77046230,2244676,6168207,18198609,3599505758,136427459,17758986,59086761,-17593443,,,195679763,2207,195681970,,0,0,14.34
2881,富邦金,2023Q3,twse,291155379,394697006,1498955737,662945550,3852305863,23035130,145178206,292002798,3259864,0,,2736696256,39689962,58948577,,524857155,312634937,66075205,8752046,33621753,61851100,75639763,11082302287,164181426,2310484,120141601,13548912,115413752,67995137,169523453,3651903,,3805374515,306401315,18396478,,4759869364,625427149,20351091,50671302,88672141,10331930023,146149632,165051911,527779585,-101546379,,,737434749,12937515,750372264,0,0,0,50.46
2882,國泰金,2023Q3,twse,309038429,429038758,1907776389,909146207,4803998449,1750,36799852,237017722,5285015,,,2653305958,16367985,34512366,,726362169,453345231,109414585,5563649,50994886,109164037,100693125,12897826562,142938408,,265212124,5675255,40816187,77867315,101266006,838599,,3468942419,169846284,12649530,,7008140409,796096952,20054417,78178856,23851917,12212374678,162025102,202839654,509024258,-202099251,0,0,671789763,13662121,685451884,,0,0,41.46
2883,凱基金,2023Q3,twse,65654409,37891645,557825480,252903153,1704659083,2356619,66791169,141309673,137575,,,430997759,1167552,21577622,,172714153,59112149,32030274,12134751,17888303,25333111,108338055,3710822535,7770686,,106763190,838437,147012927,35699235,98274863,225789,,520001310,101281435,27684109,,2119496501,214997143,4267276,22628706,68515616,3475457223,184167230,33506036,83004041,-65435269,0,,235242038,123274,235365312,4708000,0,0,12.77
2884,玉山金,2023Q3,twse,55196811,175383873,321221235,358002255,442706623,44316,4547401,144754579,15676,,,2006332479,,,,7438331,1791864,34796576,6980412,6327267,3619361,21603170,3590762229,41016586,,106786090,,23396386,8051629,45194633,1971267,,2967067682,44250000,650021,,1047332,111857075,4199715,2438604,4140173,3362067193,156640000,34800497,40897541,-3807311,,,228530727,164309,228695036,,0,0,14.59
2885,元大金,2023Q3,twse,76414702,75583339,514605127,325664281,532691730,,81131279,258746988,2624070,80998,,1049855988,1215470,3346992,3239418,108200863,10689960,26396596,11429298,30823679,6641175,69320461,3188702414,14402244,,146639977,,215213013,87444402,169075296,4339970,,1504819310,98328614,51022688,,379569361,129867651,4678984,6951848,77063460,2889416818,126890824,38173889,114634062,-1392730,,,278306045,20979551,299285596,0,0,0,21.93
2886,兆豐金,2023Q3,twse,72566790,434847329,231594363,562101980,643696014,,500000,107240916,341897,0,,2121879428,14946282,4985996,,6404738,1981469,21572230,1941480,1245524,7413111,8730957,4243990504,504353012,3143497,25098070,,281982039,39686566,95340707,10919651,,2844393892,30500000,10940276,,29171861,24477585,2007482,2467652,21137221,3925619511,140513382,68194233,117024154,-7360776,0,0,318370993,0,318370993,,0,0,22.66
2887,台新新光金,2023Q3,twse,37234576,97191256,211875561,133270249,730800581,,16306160,172154031,0,,,1486436069,557784,494023,,35961458,3867626,25689222,2366706,3586004,6704760,24766958,2989263024,16768302,,69805976,,85223603,28612616,45896502,2425046,,2053251743,68113250,10782084,,240898394,145286824,2478590,1797088,8285528,2779625546,135770618,38197778,40894227,-5253037,,,209609586,27892,209637478,,0,0,15.44
2889,國票金,2023Q3,twse,3523308,484,153567520,128267525,699366,,271881,37542313,1069,,,,,5813223,,11739408,406379,7048319,129578,255428,746434,4643643,354655878,,36475248,1901609,,218218078,20506236,16140012,433845,,,,,,1727727,9030751,128126,32028,4585579,309179239,34473840,234217,6100197,-1492332,0,,39315922,6160717,45476639,0,0,0,11.40
2890,永豐金,2023Q3,twse,31804498,174154417,154122048,345622025,302058548,,68655912,124550173,581456,,,1436103087,,1130676,,46182444,2271836,13179873,3838766,2390818,2049981,26995339,2735691897,88617358,,80082439,,81349564,47760111,65060888,1825462,,2004085525,73246278,6728474,18437,2955411,84289803,3358274,1750130,16340401,2557468555,123764399,6129361,59492107,-11162525,,,178223342,,178223342,,0,0,14.40
2891,中信金,2023Q3,twse,89408319,495949397,774971789,489797613,2110662667,86119,8627658,259996517,2036279,,,3477799708,4614658,17944791,,156630292,106586542,48493111,17913564,39092464,22644950,64929573,8188186011,88102087,33142547,112623266,257311,234100344,35606804,114111581,3268621,,4824169901,145378470,,,1875380652,216327966,17563932,17032653,34781230,7751847365,200832871,59397478,211095532,-57770136,,,413555745,22782901,436338646,0,0,0,20.59
2892,第一金,2023Q3,twse,58843247,302796124,191292981,362299015,916176501,,1000000,62511941,1657921,,,2395313167,57403,3230796,,17940141,12244390,27406977,2505086,946547,4005889,5342051,4365570177,273418101,1742740,16361075,,30067840,30893234,67192819,5100639,,3441148197,62350000,3650000,,72552074,92746109,2372189,8255863,15710206,4123561086,136201455,26107218,65695444,14004974,,,242009091,0,242009091,0,0,0,17.77
5880,合庫金,2023Q3,twse,69666722,320953697,133252809,500341072,684839156,,593055,53474390,3209987,,,2736694603,268024,150227,,98016352,10403141,32613951,1575565,4239310,1868926,3613017,4655774004,334587037,,3493362,,68725341,36294490,70857917,407988,,3683312934,81840000,8686372,,34422824,89430524,1556066,6499443,1034727,4421149025,147093822,45650994,52211684,-15833872,,,229122628,5502351,234624979,,0,0,15.58
