stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2025Q2,twse,187743684,10065801,197809485,163272915,278364,163551279,16014144,,88963,15890126,2111714,,34104947,,,153259,34258206,0,0,0,23.43
6005,群益證,2025Q2,twse,281494268,24642031,306136299,248359528,12548306,260907834,21709081,,2781067,13809549,2646473,,40946170,,,4282295,45228465,,0,0,18.86
6024,群益期,2025Q2,twse,70497120,883577,71380697,61726914,42873,61769787,2499376,,3358679,3779020,-29041,,9608034,,,2876,9610910,,0,0,38.44
