stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2020Q1,tpex,1053379,805270,1858649,668626,25796,694422,339900,143072,443035,114533,,1040540,,,123687,1164227,,0,0,30.61
1259,安心,2020Q1,tpex,1985468,2516666,4502134,1398704,1259887,2658591,323895,809816,714580,-26718,-10123,1811450,,,32093,1843543,0,0,117000,56.13
1264,德麥,2020Q1,tpex,2521938,1022585,3544523,456388,81904,538292,336960,707332,1480095,-58558,,2465829,,,540402,3006231,0,0,0,73.18
1268,漢來美食,2020Q1,tpex,1721820,2083131,3804951,1067207,1146241,2213448,377237,800315,369948,109813,-65810,1591503,,,,1591503,,0,500000,42.76
1336,台翰,2020Q1,tpex,1002897,1256491,2259388,672289,36852,709141,770984,705906,152970,-79613,0,1550247,,,,1550247,,0,0,20.11
1565,精華,2020Q1,tpex,4002021,4374144,8376165,1453237,906500,2359737,504165,526000,4987127,-864,,6016428,,,,6016428,0,0,0,119.33
1569,濱川,2020Q1,tpex,3319180,3135566,6454746,2474486,1248328,3722814,1134437,1061618,673215,-232626,,2636644,,,95288,2731932,,0,0,23.24
1570,力肯,2020Q1,tpex,702825,229536,932361,138028,9771,147799,515008,0,272884,-3330,0,784562,,,0,784562,0,0,0,15.23
1580,新麥,2020Q1,tpex,1787466,1263051,3050517,614140,191430,805570,502302,75738,1790160,-182827,,2185373,,,59574,2244947,,0,0,43.51
1584,精剛,2020Q1,tpex,682800,1300524,1983324,492589,728937,1221526,824705,286822,-179632,-171119,,760776,,,1022,761798,,0,0,9.22
1586,和勤,2020Q1,tpex,1761614,1860701,3622315,1541666,703537,2245203,801512,514186,318221,-146069,-110738,1377112,,,,1377112,0,0,3033000,17.86
1591,駿吉-KY,2020Q1,tpex,256188,377833,634021,237915,24487,262402,331648,22159,163693,-145881,,371619,,,,371619,0,0,0,11.21
1593,祺驊,2020Q1,tpex,685353,362289,1047642,152735,6157,158892,319484,285787,316996,-40940,0,881327,,,7423,888750,0,0,0,27.59
1595,川寶,2020Q1,tpex,2724286,1100025,3824311,1172232,254044,1426276,471481,545756,1403375,-12097,-10480,2398035,,,,2398035,,0,222000,51.10
1599,宏佳騰,2020Q1,tpex,1218103,1044461,2262564,594448,39699,634147,734588,473351,541859,-17471,-103910,1628417,,,,1628417,0,0,2603000,22.98
1742,台蠟,2020Q1,tpex,911680,462955,1374635,405514,93965,499479,715500,107236,63429,6473,-17482,875156,,,,875156,0,0,946000,12.40
1777,生泰,2020Q1,tpex,1094073,768757,1862830,572019,83666,655685,300595,314353,594800,-2603,,,,,,1207145,0,0,0,40.16
1781,合世,2020Q1,tpex,429683,185087,614770,291733,68465,360198,474076,,-195286,-24218,,254572,,,,254572,0,0,0,5.37
1784,訊聯,2020Q1,tpex,810332,927550,1737882,179047,247589,426636,496269,614102,28104,-6228,-59832,1072415,,,238831,1311246,0,0,2144000,22.59
1785,光洋科,2020Q1,tpex,12916115,8377002,21293117,4791299,8350267,13141566,4984312,1484543,1679550,-242570,,7905835,,,245716,8151551,0,0,0,15.86
1788,杏昌,2020Q1,tpex,2239985,1480551,3720536,930179,936569,1866748,360000,766319,727601,-132,,1853788,,,,1853788,0,0,0,51.49
1796,金穎生技,2020Q1,tpex,568593,409630,978223,113650,480102,593752,278934,122202,-12946,-3719,,384471,,,,384471,0,0,0,13.78
1799,易威,2020Q1,tpex,207042,854589,1061631,79825,314158,393983,1258427,11596,-639137,2232,,633118,,,34530,667648,0,0,0,5.03
1813,寶利徠,2020Q1,tpex,475355,753424,1228779,253169,29255,282424,466355,263187,188177,-8932,,908787,,,37568,946355,0,0,0,19.49
1815,富喬,2020Q1,tpex,3751602,10915392,14666994,1814495,6205817,8020312,4229465,1780001,908692,-252282,-19194,6646682,,,,6646682,,0,2226000,15.80
2035,唐榮公司,2020Q1,tpex,3224953,14401609,17626562,3580840,9779605,13360445,3500000,46,640845,125226,0,,,,,4266117,0,0,0,12.19
2061,風青,2020Q1,tpex,570870,153590,724460,140054,26784,166838,586609,926,-9254,-6498,-14161,557622,,,,557622,0,0,1425000,9.74
2063,世鎧精密,2020Q1,tpex,957052,628083,1585135,484014,416240,900254,450000,38485,199062,-2666,,684881,,,,684881,0,0,0,15.22
2064,晉椿,2020Q1,tpex,1415229,1480716,2895945,1505866,234554,1740420,700000,101974,380683,-18608,-9165,1154884,,,641,1155525,0,0,670000,16.66
2065,世豐,2020Q1,tpex,921902,1030052,1951954,599967,425252,1025219,329196,243103,350992,3444,,926735,,,,926735,,0,0,28.15
2066,世德,2020Q1,tpex,1941178,1002097,2943275,1207289,543476,1750765,365029,38699,774736,-1393,-21392,1155679,,,36831,1192510,0,0,292000,31.92
2067,嘉鋼,2020Q1,tpex,549329,945221,1494550,688351,273380,961731,451382,40188,-31184,-8539,,451847,,,80972,532819,,0,0,10.01
2070,精湛,2020Q1,tpex,896719,993923,1890642,466147,573377,1039524,357828,108289,406722,-21721,0,851118,,,,851118,0,0,0,23.79
2221,大甲,2020Q1,tpex,982227,532728,1514955,420155,257205,677360,423250,51408,329243,-6656,0,797245,0,,40350,837595,0,0,0,18.84
2230,泰茂,2020Q1,tpex,492337,378556,870893,340168,32934,373102,399132,49792,39562,-25754,,462732,,,35059,497791,,0,0,11.59
2235,謚源,2020Q1,tpex,427662,1161643,1589305,165807,99258,265065,358780,497802,467658,,,,,,,1324240,,0,0,36.91
2596,綠意,2020Q1,tpex,3190385,213140,3403525,1102203,,1102203,1000000,189208,739067,0,,1928275,,,373047,2301322,,0,0,19.28
2640,大車隊,2020Q1,tpex,840878,1609856,2450734,872860,258899,1131759,537551,451275,328307,-258,,1316875,,,2100,1318975,0,0,0,24.50
2641,正德,2020Q1,tpex,116930,4216497,4333427,1135656,1560541,2696197,1511246,6153,187299,-67468,,1637230,,,,1637230,0,0,0,10.83
2643,捷迅,2020Q1,tpex,1295503,249339,1544842,557670,124809,682479,300000,167621,404878,-10136,,862363,,,,862363,,0,0,28.75
2718,全心投控,2020Q1,tpex,1379344,419430,1798774,854471,114268,968739,425760,221446,181803,1026,,,,,,830035,0,0,0,19.50
2719,燦星旅,2020Q1,tpex,134240,62033,196273,131991,16253,148244,182721,10,-134702,0,0,48029,,,,48029,0,0,0,2.63
2724,藝舍-KY,2020Q1,tpex,65678,930303,995981,374958,611496,986454,681723,227859,-830957,-69098,0,9527,0,,0,9527,,0,0,0.14
2726,雅茗-KY,2020Q1,tpex,962406,621246,1583652,669042,332717,1001759,349085,234600,125511,-81028,-57279,570889,,,11004,581893,,0,720000,16.70
2729,瓦城,2020Q1,tpex,1692225,4012113,5704338,844950,2709959,3554909,232660,1291937,638498,-23304,,2139791,0,,9638,2149429,0,0,0,91.97
2732,六角,2020Q1,tpex,1787921,2344408,4132329,1626574,489384,2115958,406339,743358,527478,-58135,,1619040,,,397331,2016371,,0,0,39.84
2734,易飛網,2020Q1,tpex,279746,224173,503919,203304,51325,254629,302598,18486,-70648,-1551,,248885,,,405,249290,0,0,0,8.22
2736,富野,2020Q1,tpex,286919,2144274,2431193,270130,918138,1188268,489923,464530,281092,7380,,1242925,,,,1242925,0,0,0,25.37
2740,華軒,2020Q1,tpex,51324,81540,132864,42405,27449,69854,123980,112377,-170198,-3149,,63010,,,,63010,0,0,0,5.08
2743,山富,2020Q1,tpex,890635,356220,1246855,634842,34772,669614,320317,96090,161155,,-321,,,,,577241,,0,20000,18.03
2745,五福,2020Q1,tpex,815570,242782,1058352,439418,46912,486330,293085,148157,130780,,,,,,,572022,,0,0,19.52
2752,豆府,2020Q1,tpex,861332,271567,1132899,317110,95119,412229,218728,357903,142218,-211,,718638,,,2032,720670,,0,0,32.86
2754,亞洲藏壽司,2020Q1,tpex,318742,1522716,1841458,354581,758866,1113447,378730,140581,208699,1,,728011,,,,728011,,0,0,19.22
2916,滿心,2020Q1,tpex,830591,343760,1174351,231096,38099,269195,546269,127250,244233,-12596,,,,,,905156,0,0,0,16.57
2924,宏太-KY,2020Q1,tpex,346103,276349,622452,278787,10476,289263,328051,138262,-76490,-56634,,333189,,,,333189,,0,0,10.16
2926,誠品生活,2020Q1,tpex,2432043,12650876,15082919,3510087,10274431,13784518,473897,616351,203770,-16481,,1277537,,,20864,1298401,0,0,0,26.96
2937,集雅社,2020Q1,tpex,943487,223317,1166804,520525,30020,550545,328600,55041,232618,,,616259,,,,616259,0,0,0,18.75
3064,泰偉,2020Q1,tpex,134124,374506,508630,253900,167182,421082,841051,168000,-974042,19457,,54466,,,33082,87548,,0,0,0.65
3066,李洲,2020Q1,tpex,327311,908331,1235642,459567,150023,609590,830706,26387,-544258,163899,,476734,,,149318,626052,,0,0,5.74
3067,全域,2020Q1,tpex,81343,97734,179077,21038,2961,23999,290252,1860,-122824,-14210,0,155078,0,,0,155078,0,0,0,5.34
3071,協禧,2020Q1,tpex,1802893,901250,2704143,1073388,127229,1200617,1100000,33039,408952,-138191,-3636,1400164,,,103362,1503526,0,0,243000,12.76
3073,天方能源,2020Q1,tpex,120346,628734,749080,267531,281956,549487,247440,1867,-79922,-3809,,165576,,,34017,199593,,0,0,6.69
3078,僑威,2020Q1,tpex,5429745,1536961,6966706,1972020,351964,2323984,2273911,214286,2335747,-181222,,4642722,,,,4642722,,0,0,20.42
3081,聯亞,2020Q1,tpex,2109564,2798687,4908251,407987,327005,734992,909327,1741690,1536999,-14757,,,,,,4173259,,0,0,45.89
3083,網龍,2020Q1,tpex,981177,351082,1332259,153676,20803,174479,857044,334391,-34485,-55303,0,1101647,,,56133,1157780,0,0,0,12.85
3085,新零售,2020Q1,tpex,85425,351094,436519,409148,21076,430224,1180817,253672,-1414812,1762,,21439,,,-15144,6295,,0,0,0.18
3086,華義*,2020Q1,tpex,172657,123181,295838,142506,32240,174746,134174,1217,-14299,,,121092,,,,121092,,0,0,9.02
3088,艾訊,2020Q1,tpex,2652471,1605638,4258109,984994,588282,1573276,825112,305619,1580586,-26484,,2684833,,,0,2684833,0,141053,0,32.73
3093,港建*,2020Q1,tpex,893994,311143,1205137,324925,35171,360096,362888,46759,478545,-43784,,844408,,,633,845041,,0,0,23.27
3095,及成,2020Q1,tpex,376225,540159,916384,648043,114785,762828,1092763,,-929983,-9224,,153556,,,0,153556,0,0,0,1.41
3105,穩懋,2020Q1,tpex,13054756,29941242,42995998,9177710,5354992,14532702,4240564,9244674,12022465,2791107,,28298810,,,164486,28463296,,0,0,66.73
3114,好德,2020Q1,tpex,2096203,333131,2429334,1332418,14325,1346743,560000,52062,441823,28706,,1082591,,,,1082591,,0,0,19.33
3115,富榮綱,2020Q1,tpex,408707,76238,484945,159684,20297,179981,436976,,-127549,-4463,,304964,,,,304964,,0,0,6.98
3118,進階,2020Q1,tpex,546699,174916,721615,179971,20050,200021,324529,55945,141120,0,,,0,0,,521594,0,0,0,16.07
3122,笙泉,2020Q1,tpex,283827,183102,466929,67420,3198,70618,392999,47614,-27206,-1314,-15782,396311,,,,396311,,0,1000000,10.35
3128,昇銳,2020Q1,tpex,491002,474156,965158,243852,135415,379267,420000,91461,67281,270,-7324,571688,,,14203,585891,,0,503000,13.78
3131,弘塑,2020Q1,tpex,2779532,2067158,4846690,1748881,396277,2145158,292160,1096802,1223507,138437,-82648,2668258,,,33274,2701532,0,0,694520,93.55
3141,晶宏,2020Q1,tpex,962700,389444,1352144,253101,4638,257739,639175,62053,426131,-12660,-20294,1094405,,,,1094405,,0,1142000,17.43
3147,大綜,2020Q1,tpex,1188737,251696,1440433,743210,8871,752081,340061,46871,304157,-2737,,688352,,,,688352,0,0,0,20.24
3152,璟德,2020Q1,tpex,2431162,1619446,4050608,551927,14741,566668,690162,573532,2220246,0,0,,0,0,,3483940,0,0,0,50.48
3162,精確,2020Q1,tpex,563955,505992,1069947,518298,114930,633228,1265313,314,-812395,-19155,,434077,,,2642,436719,,0,0,3.43
3163,波若威,2020Q1,tpex,1785150,751444,2536594,977411,117329,1094740,752869,322381,600517,-90332,-143581,1441854,,,,1441854,0,0,3782000,20.16
3169,亞信,2020Q1,tpex,909025,151848,1060873,100115,11421,111536,550906,84435,331200,-17204,,949337,,,,949337,,0,0,17.44
3171,炎洲流通,2020Q1,tpex,789575,728167,1517742,525560,229797,755357,592035,53302,137700,-12186,-8466,762385,,,,762385,0,0,590000,13.01
3176,基亞,2020Q1,tpex,1556944,3476103,5033047,960685,1179785,2140470,1389856,379972,-371483,-33676,,1364669,,,1527908,2892577,0,0,0,9.82
3178,公準,2020Q1,tpex,704671,1608217,2312888,664962,708087,1373049,450500,162627,293398,-986,,905539,,,34300,939839,0,0,0,20.10
3188,鑫龍騰,2020Q1,tpex,4209842,336845,4546687,1667972,1390640,3058612,1202951,154597,130527,,,,,,,1488075,,0,0,12.37
3191,雲嘉南,2020Q1,tpex,346563,284743,631306,123603,173380,296983,571948,115885,-349933,-3577,0,334323,,,0,334323,,0,0,5.85
3205,佰研,2020Q1,tpex,581415,215267,796682,105006,28649,133655,327726,403633,-35217,-33224,-292,662626,,,401,663027,,0,10000,20.23
3206,志豐,2020Q1,tpex,1273508,474147,1747655,676509,82874,759383,539167,133437,377307,-61639,0,988272,,,0,988272,,0,0,18.33
3207,耀勝,2020Q1,tpex,361970,168091,530061,289407,23428,312835,437704,79841,-262057,-28706,,226782,,,-9556,217226,,0,0,5.18
3211,順達,2020Q1,tpex,10673256,6109177,16782433,5179212,4552315,9731527,1474805,1994507,4091790,-510196,,7050906,,,0,7050906,0,0,0,47.81
3213,茂訊,2020Q1,tpex,1736235,480968,2217203,577746,112418,690164,586855,72650,914897,-57866,,1516536,,,10503,1527039,0,0,0,25.84
3217,優群,2020Q1,tpex,1750923,1160008,2910931,682919,61012,743931,821042,149030,831518,364259,,2165849,,,1151,2167000,0,0,0,26.38
3218,大學光,2020Q1,tpex,1325517,1419567,2745084,717885,405873,1123758,761230,381924,399405,-15017,,1527542,,,93784,1621326,,0,0,20.07
3219,倚強科,2020Q1,tpex,365843,2022,367865,19131,0,19131,349840,96766,-97872,0,,348734,,,0,348734,,20200000,0,9.97
3221,台嘉碩,2020Q1,tpex,1601310,1132746,2734056,862243,154150,1016393,1023301,673069,158200,-114900,-22172,1717498,,,165,1717663,,18000,1129000,16.97
3224,三顧,2020Q1,tpex,802439,733675,1536114,274635,275170,549805,580160,653457,-232040,-15268,,986309,,,,986309,0,0,0,17.00
3226,龍鋒,2020Q1,tpex,1422136,399753,1821889,748863,2789,751652,644306,14705,416311,-5085,,,,,,1070237,,0,0,16.61
3227,原相,2020Q1,tpex,6985147,2310016,9295163,1586489,662678,2249167,1398995,2077543,4118276,-587213,0,7007601,,,38395,7045996,0,92507,0,50.26
3228,金麗科,2020Q1,tpex,281489,247196,528685,99712,10806,110518,677927,,-237064,-22696,,,,,,418167,0,0,0,6.17
3230,錦明,2020Q1,tpex,654944,568244,1223188,380201,116750,496951,1077465,241075,-489764,-102539,0,726237,0,,0,726237,0,0,0,6.74
3232,昱捷,2020Q1,tpex,633980,191707,825687,213170,117893,331063,365679,57375,50104,-6662,,466496,,,28128,494624,0,0,0,12.76
3234,光環,2020Q1,tpex,974107,1358079,2332186,1158706,285059,1443765,759887,471197,-320968,-34907,0,875209,,,13212,888421,0,0,0,11.52
3236,千如,2020Q1,tpex,1275706,1149560,2425266,713557,473285,1186842,929209,181063,275335,-147183,0,1238424,0,,0,1238424,0,0,0,13.33
3252,海灣,2020Q1,tpex,424622,3347933,3772555,381910,1337904,1719814,501958,403523,1093866,28500,,2027847,,,24894,2052741,,0,0,40.40
3259,鑫創,2020Q1,tpex,316809,261494,578303,163702,1611,165313,808596,0,-395606,0,,412990,,,,412990,,0,0,5.11
3260,威剛,2020Q1,tpex,16271474,11472964,27744438,10657694,8425050,19082744,2275184,3984890,3272602,-1258733,-232736,8041207,,,620487,8661694,0,0,3728000,35.93
3264,欣銓,2020Q1,tpex,5441421,13684015,19125436,3768170,3774767,7542937,4902592,1310224,5636639,-140184,-126772,11582499,,,,11582499,0,0,16250750,24.44
3265,台星科,2020Q1,tpex,4178450,2098636,6277086,996402,565370,1561772,1362617,366243,3003610,-17156,,4715314,,,,4715314,0,0,0,34.60
3268,海德威,2020Q1,tpex,483872,405441,889313,254815,201141,455956,334263,29064,31468,38562,,433357,,,,433357,,0,0,12.96
3272,東碩,2020Q1,tpex,2632178,1141291,3773469,2131948,115939,2247887,522649,546961,632419,-115084,-61363,1525582,,,,1525582,0,0,1726000,30.19
3276,宇環,2020Q1,tpex,972513,1140200,2112713,1157332,275066,1432398,697127,28787,-44585,-63930,,617399,,,62916,680315,0,0,0,8.86
3284,太普高,2020Q1,tpex,786664,529829,1316493,372810,239497,612307,559618,107135,96343,-25894,-33016,704186,,,,704186,0,0,2000000,13.05
3285,微端,2020Q1,tpex,655351,139612,794963,180039,52369,232408,441093,40554,127539,-24636,-25646,558904,,,3651,562555,,0,1374000,13.08
3287,廣寰科,2020Q1,tpex,398273,121358,519631,96804,3692,100496,439705,15203,-65479,294,,389723,,,29412,419135,,0,0,8.86
3288,點晶,2020Q1,tpex,215011,90949,305960,93818,76119,169937,226601,8028,-110843,13482,,137268,,,-1245,136023,,0,0,6.06
3289,宜特,2020Q1,tpex,3228578,5470540,8699118,3008743,1496224,4504967,935751,2626453,664121,-92566,,4133759,,,60392,4194151,,0,0,44.18
3290,東浦,2020Q1,tpex,1796014,788933,2584947,1190269,44111,1234380,995489,236794,354001,-235717,,1350567,,,0,1350567,,0,0,13.57
3293,鈊象,2020Q1,tpex,6135676,1549304,7684980,1762944,120550,1883494,704504,317283,4764199,3458,,5789444,,,12042,5801486,,0,0,82.18
3294,英濟,2020Q1,tpex,3300238,1614480,4914718,1931316,856475,2787791,1320159,830450,105507,-139936,,2116180,,,10747,2126927,0,0,0,16.03
3297,杭特,2020Q1,tpex,330087,537153,867240,189608,8806,198414,368394,133044,179264,0,-11876,668826,,,0,668826,0,0,790000,18.55
3303,岱稜,2020Q1,tpex,1400916,1633677,3034593,867973,488650,1356623,960896,480112,339760,-53404,-58272,1669092,,,8878,1677970,,0,3009000,17.93
3306,鼎天,2020Q1,tpex,809284,776467,1585751,229283,8907,238190,506077,506734,163003,171747,0,1347561,,,,1347561,,0,0,26.63
3310,佳穎,2020Q1,tpex,2477381,394206,2871587,1524856,71532,1596388,502253,272796,543944,-43794,0,1275199,,,0,1275199,0,0,0,25.39
3313,斐成,2020Q1,tpex,746378,89609,835987,7291,300,7591,837708,622396,-628237,-3471,,828396,,,,828396,0,0,0,9.89
