stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2020Q2,twse,105185547,55759036,160944583,110876579,10455316,121331895,16184093,,1955990,10052777,1865530,-29834,30028556,,9584132,39612688,,0,4680487,18.61
1718,中纖,2020Q2,twse,556416977,185184364,741601341,661855826,18955135,680810961,16213672,0,1704538,4265430,261962,-1136802,21308800,0,39481580,60790380,,0,331289968,16.52
2207,和泰車,2020Q2,twse,183552874,84747897,268300771,174734661,20234606,194969267,5461792,,2818004,48161558,120718,,56562072,,16769432,73331504,0,0,0,103.56
2905,三商,2020Q2,twse,250002220,1071325601,1321327821,20341016,1255558064,1275899080,9093510,0,1924692,11987449,-3134840,-532672,19338139,0,26090602,45428741,0,0,47752000,24.83
