stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2018Q2,twse,2640691,1270188,16224,,7514591,5293779,828539,119310,1460,824454,,18509236,,1495116,14216,,,,,,,,11949204,0,,244657,63920,76556,,13843669,2129600,0,2462742,49866,,4642208,,,23359,4665567,,0,0,21.80
2832,台產,2018Q2,twse,3762307,910269,,,10340332,2180277,373819,3439,30320,815660,,18416423,,1279342,71207,,,,,,,,8245689,,,83440,274092,114813,,10068583,3622004,98962,4853805,-226931,,,,,,8347840,,0,0,23.05
2850,新產,2018Q2,twse,9722022,1817763,23923,,14113619,6017794,1030470,36970,228662,817923,,33809146,,2960879,99925,,69680,,,,,,20036504,,,216933,67279,140951,,23592151,3159633,64777,6148204,844381,0,,,,,10216995,0,0,0,32.34
2851,中再保,2018Q2,twse,16766593,339431,,,14240582,4903459,206820,2067,52209,1502925,,38014086,,1060474,181317,,85505,,,,,,25373496,,,19591,86610,72331,,26879324,5903888,300000,4657400,273474,,,,,,11134762,,0,0,19.80
2852,第一保,2018Q2,twse,1384422,836459,0,,9808499,2768961,623082,8939,50398,542338,,16023098,,1009362,12157,,,,,,,,8756528,,,187900,92934,92287,,10151168,3011638,0,2820929,39363,,,,,,5871930,,0,0,19.50
