stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2020Q4,tpex,983703,910955,1894658,582434,50990,633424,350097,,145207,489429,142709,,1127442,,,133792,1261234,,0,0,32.20
1259,安心,2020Q4,tpex,2164441,2498584,4663025,1518754,1204780,2723534,323895,,809816,764172,15818,-10123,1903578,,,35913,1939491,0,0,117000,58.98
1264,德麥,2020Q4,tpex,2391262,1630511,4021773,781753,79241,860994,336960,,707332,1540522,-55125,-2432,2527257,,,633522,3160779,0,0,12000,75.03
1268,漢來美食,2020Q4,tpex,2054856,2472318,4527174,1431800,1364053,2795853,377237,,722815,652090,44989,-65810,1731321,,,,1731321,,0,500000,46.51
1294,漢田生技,2020Q4,tpex,141664,168610,310274,79532,83242,162774,78055,,8098,56579,,,142732,,,4768,147500,,0,0,18.29
1336,台翰,2020Q4,tpex,1216682,1236713,2453395,575424,247061,822485,770984,,668899,283358,-92331,0,1630910,,,,1630910,,0,0,21.15
1565,精華,2020Q4,tpex,3802748,4241970,8044718,1648889,769850,2418739,504165,,526000,4601667,-5853,,5625979,,,,5625979,0,0,0,111.59
1569,濱川,2020Q4,tpex,3783512,3287278,7070790,2950841,877207,3828048,1202263,,1140835,1016471,-219988,,3139581,,,103161,3242742,,743463,0,26.11
1570,力肯,2020Q4,tpex,722632,227359,949991,165878,10744,176622,515008,,,261298,-2937,,773369,,,0,773369,0,0,0,15.02
1580,新麥,2020Q4,tpex,1939183,1507552,3446735,1014838,99872,1114710,502302,,75738,1850503,-159572,,2268971,,,63054,2332025,0,0,0,45.17
1584,精剛,2020Q4,tpex,765603,1313882,2079485,609065,643075,1252140,824705,,286822,-141404,-142778,,827345,,,0,827345,,0,0,10.03
1586,和勤,2020Q4,tpex,2018378,2068718,4087096,1236218,1282947,2519165,838841,,528557,405553,-124488,-80532,1567931,,,,1567931,0,0,2255000,19.21
1591,駿吉-KY,2020Q4,tpex,376419,361010,737429,321142,12964,334106,331648,,22159,203388,-148970,-4902,403323,,,0,403323,0,0,246000,12.25
1593,祺驊,2020Q4,tpex,953466,386765,1340231,237958,101424,339382,339484,,370411,337042,-53682,0,993255,,,7594,1000849,0,0,0,29.26
1595,川寶,2020Q4,tpex,2780105,1194099,3974204,1369071,262508,1631579,471481,,547395,1344929,-10700,-10480,2342625,,,,2342625,,0,222000,49.92
1599,宏佳騰,2020Q4,tpex,1457293,1158986,2616279,759922,47975,807897,762797,,444731,692053,-24429,-66770,1808382,,,,1808382,0,0,1751000,24.26
1742,台蠟,2020Q4,tpex,985000,591044,1576044,591470,126822,718292,715500,,107236,55667,7457,-28108,857752,,,0,857752,0,0,1488000,12.24
1777,生泰,2020Q4,tpex,1020170,761841,1782011,462778,78678,541456,300595,,314353,630291,-4684,,,,,,1240555,0,0,0,41.27
1780,立弘,2020Q4,tpex,1585521,675033,2260554,971366,143904,1115270,951518,,3885,189978,-97,,1145284,,,,1145284,0,0,0,12.04
1781,合世,2020Q4,tpex,804916,204098,1009014,466857,101309,568166,474076,,,19402,-52630,,440848,,,,440848,0,0,0,9.30
1784,訊聯,2020Q4,tpex,757270,977337,1734607,222856,222587,445443,496269,,606382,35982,-6430,-55414,1076789,,,212375,1289164,0,0,1976000,22.60
1785,光洋科,2020Q4,tpex,13144315,8114342,21258657,2478144,10274230,12752374,4984312,,1539724,1885905,-189674,,8220267,,,286016,8506283,0,0,0,16.49
1788,杏昌,2020Q4,tpex,2224919,1978108,4203027,1325345,864552,2189897,376097,,896872,745095,-4934,,2013130,,,,2013130,0,0,0,53.53
1796,金穎生技,2020Q4,tpex,535576,447000,982576,115846,470536,586382,278934,,102014,18243,-2997,,396194,,,,396194,0,0,0,14.20
1799,易威,2020Q4,tpex,302921,804794,1107715,48094,296101,344195,1393797,,77054,-766758,-101,,703992,,,59528,763520,0,0,0,5.05
1813,寶利徠,2020Q4,tpex,524815,747661,1272476,360324,28351,388675,466355,,263278,128260,-11249,,846644,,,37157,883801,0,0,0,18.15
1815,富喬,2020Q4,tpex,3480656,10970318,14450974,2540753,5291132,7831885,4178965,,1782078,617289,40757,0,6619089,,,,6619089,,0,0,15.84
2035,唐榮公司,2020Q4,tpex,3180884,14335795,17516679,2439749,10860375,13300124,3500000,,46,582132,134377,,,,,,4216555,,0,0,12.05
2061,風青,2020Q4,tpex,799358,215494,1014852,480319,66306,546625,469288,,944,11404,-2080,-11329,468227,,,,468227,0,0,1140000,10.23
2063,世鎧精密,2020Q4,tpex,1051003,622110,1673113,775813,140248,916061,450000,,38485,270130,-1563,,757052,,,,757052,0,0,0,16.82
2064,晉椿,2020Q4,tpex,1060481,1783484,2843965,1657028,87873,1744901,696300,,101521,319782,-15169,-4104,1098330,,,734,1099064,0,0,300000,15.84
2065,世豐,2020Q4,tpex,1611988,994288,2606276,1032814,321397,1354211,449893,,371881,391337,38954,,1252065,,,,1252065,,0,0,27.83
2066,世德,2020Q4,tpex,1491104,963668,2454772,830309,450898,1281207,365029,,38699,752651,2420,-45530,1113269,,,60296,1173565,0,0,747000,31.14
2067,嘉鋼,2020Q4,tpex,528040,969156,1497196,643603,347606,991209,451382,,29875,-39735,-15210,,426312,,,79675,505987,,0,0,9.44
2070,精湛,2020Q4,tpex,840823,707741,1548564,465376,290700,756076,357828,,90398,362889,-18627,0,792488,,,,792488,0,0,0,22.15
2073,雄順,2020Q4,tpex,159929,523583,683512,125965,191662,317627,240000,,12000,113325,560,,,,,,365885,0,0,0,15.25
2221,大甲,2020Q4,tpex,874336,516978,1391314,353213,211771,564984,423250,0,51408,315706,-4859,0,785505,0,,40825,826330,0,0,0,18.56
2230,泰茂,2020Q4,tpex,546450,379903,926353,407639,27153,434792,399132,,49792,24321,-19870,,453375,,,38186,491561,,0,0,11.36
2235,謚源,2020Q4,tpex,540884,1130685,1671569,307963,97070,405033,358780,,497802,409954,,,,,,,1266536,,0,0,35.30
2596,綠意,2020Q4,tpex,3356298,224794,3581092,1187045,,1187045,1000000,,189208,788403,0,,1977611,,,416436,2394047,,0,0,19.78
2640,大車隊,2020Q4,tpex,822455,1752646,2575101,709410,306521,1015931,564429,,451275,541834,-509,,1557029,,,2141,1559170,0,0,0,27.59
2641,正德,2020Q4,tpex,164141,4453352,4617493,757484,2295701,3053185,1526358,,5677,226588,-194315,,1564308,,,,1564308,0,0,0,10.25
2643,捷迅,2020Q4,tpex,1371841,218961,1590802,534679,100563,635242,300000,,167621,526377,-38438,,955560,,,,955560,,0,0,31.85
2718,全心投控,2020Q4,tpex,1565918,418010,1983928,1050158,111412,1161570,440739,,232424,138770,10425,,822358,,,,822358,0,1497901,0,18.66
2719,燦星旅,2020Q4,tpex,42977,171637,214614,33036,112715,145751,310721,,22,-241880,0,0,68863,,,,68863,,0,0,2.22
2724,藝舍-KY,2020Q4,tpex,82033,634951,716984,164317,547066,711383,681723,,334248,-943788,-66582,0,5601,0,,0,5601,,0,0,0.08
2726,雅茗-KY,2020Q4,tpex,963641,813053,1776694,710308,377892,1088200,365544,,235182,200750,-82929,-64037,654510,,,33984,688494,,0,831000,18.32
2729,瓦城,2020Q4,tpex,2084315,3586209,5670524,1924594,1581350,3505944,232663,,1292030,745526,-19619,-86020,2164580,0,,0,2164580,0,0,373000,94.55
2732,六角,2020Q4,tpex,2074160,2420438,4494598,1703847,723473,2427320,432397,,878335,321582,-33506,0,1598808,,,468470,2067278,,0,0,36.98
2734,易飛網,2020Q4,tpex,265152,209658,474810,106453,168690,275143,302598,,18486,-117619,-2490,,200975,,,-1308,199667,0,0,0,6.64
2736,富野,2020Q4,tpex,475994,1994519,2470513,316712,892372,1209084,489923,,464530,301685,5291,,1261429,,,,1261429,0,0,0,25.75
2740,華軒,2020Q4,tpex,57160,81934,139094,40181,43488,83669,131855,,122583,-195433,-3580,,55425,,,,55425,0,0,0,4.20
2743,山富,2020Q4,tpex,462369,287975,750344,172163,55720,227883,320317,,96090,106375,,-321,522461,,,,522461,,0,20000,16.32
2745,五福,2020Q4,tpex,402732,194146,596878,108324,25259,133583,293085,,148157,22053,,,,,,,463295,,0,0,15.81
2751,王座,2020Q4,tpex,210193,291971,502164,226497,58602,285099,170000,,82061,-34536,-460,,217065,,,,217065,,0,0,12.77
2752,豆府,2020Q4,tpex,975283,463605,1438888,310228,213256,523484,225290,,358493,329923,-270,,913436,,,1968,915404,,0,0,40.54
2754,亞洲藏壽司,2020Q4,tpex,759407,2340375,3099782,516664,1321406,1838070,451670,,579387,230659,-4,,1261712,,,,1261712,,170000,0,27.94
2755,揚秦,2020Q4,tpex,412732,746552,1159284,317133,296266,613399,200000,,155268,190827,-210,,545885,,,,545885,,0,0,27.29
2756,聯發國際,2020Q4,tpex,355195,422444,777639,247620,339375,586995,131250,,7736,56905,-5247,,190644,,,,190644,,0,0,14.53
2916,滿心,2020Q4,tpex,841924,351838,1193762,186669,68578,255247,546269,,127250,275907,-10911,,,,,,938515,0,0,0,17.18
2924,宏太-KY,2020Q4,tpex,303918,202874,506792,260473,10060,270533,328051,,54867,-95581,-51078,,236259,,,,236259,,0,0,7.20
2926,誠品生活,2020Q4,tpex,3041135,11454504,14495639,4281976,9081791,13363767,473897,,417314,251747,-28703,,1114255,,,17617,1131872,0,0,0,23.51
2937,集雅社,2020Q4,tpex,1512705,384438,1897143,965138,286428,1251566,328600,,58650,258327,,,645577,,,,645577,0,0,0,19.65
2941,米斯特,2020Q4,tpex,156130,42775,198905,96658,3997,100655,127900,,0,-29022,-1602,,97276,,,974,98250,0,0,0,7.61
2947,振宇五金,2020Q4,tpex,533140,1382091,1915231,501680,909188,1410868,172686,,137885,193792,,,504363,,,,504363,0,0,0,29.21
