stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2021Q1,twse,119985775,58589019,178574794,120120693,17262729,137383422,16184093,,1951710,10358466,2211377,-29834,30675812,0,10515560,41191372,0,0,4680487,19.01
1718,中纖,2021Q1,twse,584517645,190167648,774685293,688199577,18754883,706954460,16213672,0,1663531,6063883,417407,-1136802,23221691,0,44509142,67730833,,0,331289968,18.00
2207,和泰車,2021Q1,twse,213007986,93049370,306057356,202304756,22884808,225189564,5461792,,2818336,50983300,2075099,,61338527,,19529265,80867792,0,0,0,112.30
2905,三商,2021Q1,twse,221609501,1172617149,1394226650,17640176,1328691526,1346331702,9093510,0,2100718,13018656,-3461891,-532672,20218321,0,27676627,47894948,0,0,52528000,23.60
