stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2023Q2,tpex,6245751,1705704,7951455,2317048,29302,2346350,2721811,,55566,2534925,292803,,,,,,5605105,,0,0,20.59
6015,宏遠證,2023Q2,tpex,12077844,1691913,13769757,8881125,245308,9126433,3512516,,355783,667096,107929,,4643324,,,,4643324,0,0,0,13.22
6016,康和證,2023Q2,tpex,35626141,6632795,42258936,32074027,1245015,33319042,5944550,,175331,2379902,382657,,8882440,,,57454,8939894,0,0,0,14.94
6020,大展證,2023Q2,tpex,5963127,1184365,7147492,2629652,3256,2632908,2523532,,461,1494149,495987,,4514129,,,455,4514584,0,0,0,17.89
6021,美好證,2023Q2,tpex,12659444,1318547,13977991,7396045,1086473,8482518,3109659,,43066,1876482,466266,,5495473,,,,5495473,300000,0,0,17.67
6023,元大期貨,2023Q2,tpex,103630790,3719040,107349830,92443501,1671113,94114614,2899763,,3070484,5502169,1762800,,13235216,,,,13235216,0,0,0,45.64
6026,福邦證,2023Q2,tpex,11055165,694840,11750005,6293267,41904,6335171,3961619,,151241,1051258,116605,,5280723,,,134111,5414834,,0,0,13.33
