stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2022Q1,twse,28692563,216088890,87639414,198358217,419118658,0,,21023890,356231,,,1625462772,,,2398366,21061852,1914219,13850455,1099441,4144517,1600347,2642809832,133300118,30276920,5889189,,1563384,26200819,567093,,2195619513,51263617,,,922482,4621019,1746795,9642154,8131450,2469744553,104885708,,,64080802,4098769,0,173065279,,,,173065279,,0,0,16.50
2812,台中銀,2022Q1,twse,14287370,41734407,34128834,49998783,109314388,,11392750,14434145,0,,,487907936,169612,367771,437502,14030500,811961,20019,210922,891766,2361833,782500499,3453700,10952264,1003490,,1206045,5667207,697818,,671447375,16500000,,,3561045,1330697,850552,109486,1153070,717932749,45385205,,1054006,16989087,1139452,0,64567750,,,0,64567750,0,0,0,14.23
2820,華票,2022Q1,twse,290685,500000,108520693,100656867,,,4214167,788646,110702,,,,,,63791,151829,38502,,,233318,572918,216142118,12188622,,83464,,172201409,325833,196609,,,,,,4498316,1431635,38596,0,660410,191624894,13429600,,11747,11779840,-703963,,,,,,24517224,0,0,0,18.26
2834,臺企銀,2022Q1,twse,27640735,146057016,40299039,168342848,282491269,,19176457,8102224,351118,,,1308272958,2000,,30516,14297349,1128040,,716278,1878386,7314813,2026101046,114298313,50371139,8701659,,2094646,11290070,439932,,1673451821,52250000,,,3587701,3267933,1140500,879056,1810585,1923583355,77431952,,815900,23230161,1039678,0,102517691,0,,0,102517691,0,0,0,13.24
2836,高雄銀,2022Q1,twse,3821173,9698761,400811,33198422,50820356,,8026610,1062515,0,,,162846809,,,669443,3100029,290302,,115624,258079,211909,274520843,9741511,4016640,393964,,106198,3151228,219247,,234327884,4557000,,,0,360199,289149,,79418,257242438,12034444,,1610519,4070139,-436697,,,,,,17278405,0,0,0,14.36
2838,聯邦銀,2022Q1,twse,8001887,25924703,57865453,70394890,80679368,,32442005,25209772,46069,,,512827587,1991232,,1623776,11402123,1929605,4851210,2166053,1138957,9725758,848220448,8123165,7485365,473997,,62620588,5171786,768831,,673450419,7200000,1021491,367000,9995385,382473,1918480,1924348,3390480,784293808,34952187,,8051984,17073112,3004742,,63082025,,,844615,63926640,,0,0,18.05
2845,遠東銀,2022Q1,twse,4486164,39843279,43378449,106134927,68136263,,2600390,19414935,,,,430600738,1935816,,6360047,2992792,1105059,,1616783,227485,277646,729110773,3026023,90040,8366911,,0,4173438,259670,,608351864,23901900,,,28628613,958278,1104547,,525917,679387201,35139632,,456426,14747763,-620249,,49723572,,,,49723572,,0,0,14.15
2849,安泰銀,2022Q1,twse,1869396,12995742,14893600,43917490,37552296,,2514296,3316508,,,,215427180,,,206089,670878,490627,,207977,576248,1342801,335981128,5004337,32950,521009,,1643648,1691069,352240,,290468912,,,,554645,408830,496672,25215,71682,301271209,19579101,,404990,15489329,-758326,-5175,,,,,34709919,300701,300701,0,17.73
2897,王道銀行,2022Q1,twse,8493631,12104523,149466133,185663075,,,4214167,20084459,272463,,,182030373,992387,,344241,2536968,307201,,1918278,1050492,1430283,570908674,28805508,,662588,,178014092,2312106,324847,,265793248,15000000,,,19855675,2065373,324311,833309,2866956,516858013,30330063,,13032,7158418,-1488428,-16837,35996248,,,18054413,54050661,,2522000,0,11.88
5876,上海商銀,2022Q1,twse,60994662,275978795,8433721,522759443,136479322,,287750,14693220,7180,,,1142636680,1980801,,26023,20751564,1685906,6164303,1707679,2334393,9351936,2206273378,53156098,19090466,4700827,,24989355,28709960,1646514,,1760286337,82597937,,,4150761,2869085,1739104,8954875,4006890,1996898209,44816031,,16666144,99083232,-2797688,-83144,157684575,,,51690594,209375169,,11397439,0,35.27
