stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2024Q4,twse,41389706,187983867,82798865,310155769,512721202,,,24807709,282646,,,1967920024,,,324530,21413108,1966622,13932767,985194,4510535,1528587,3172721131,234310750,,2881955,,11403907,28023911,1841194,,2630356510,40805410,,,1290231,2616244,1837221,11089598,4866812,2971323743,112057583,,24,79363693,9976088,0,201397388,,,,201397388,,0,0,17.97
2812,台中銀,2024Q4,twse,16133833,49941583,36861393,99646519,107749552,,8241776,24363126,0,,,603477297,192853,106011,3517,19411366,1108080,544436,308591,917916,3071253,972079102,19651215,13369774,2821648,,12844223,7899390,823140,,806665136,13500000,,,8555462,1297832,1137781,109486,1312631,889987718,55187566,,1528256,24836981,538581,0,82091384,,,0,82091384,0,0,0,14.87
2820,華票,2024Q4,twse,547603,330000,150478933,94715735,2190041,,1955700,988667,436938,,,,,,79745,155425,2840,,,246561,598721,252726909,21105772,,23796,,204003192,617981,,,,,,,,1401077,2886,49002,301039,227504745,13429600,,15222,12464477,-687135,,,,,,25222164,,0,0,18.78
2834,臺企銀,2024Q4,twse,35663893,167755748,82805785,185020961,230242408,,10252365,13180282,356852,,,1619036334,,,6837,13883808,1267030,,1203010,1900656,12180081,2374756050,240697672,1443506,10213236,,2011108,20092502,865240,,1903841852,53460000,,,2528132,2384421,1307295,933342,3543962,2243322268,91679828,,816129,38600383,337442,,131433782,,,,131433782,0,0,0,14.34
2836,高雄銀,2024Q4,twse,4837717,17004114,3434712,34944963,58571833,,8645942,1735972,,,,217145089,,,234759,3296175,339192,,109407,110946,239617,350650438,14202790,,5334,,12562802,3867930,122090,,288418948,5377000,,,,369930,340434,49369,307593,325624220,18263271,,1436134,5160305,166508,,,,,,25026218,,0,0,13.70
2838,聯邦銀,2024Q4,twse,10828862,41848692,56021935,62897886,81725126,,59118321,40464033,8019,,,606021210,360711,,1562805,16106731,1745478,4563187,2200029,759038,9225403,995457466,15232374,1405281,468953,,58563701,8504262,209587,,803449537,5000000,885881,375000,13244765,510926,1747230,2749178,3658193,916004868,42500729,,8168291,20708534,5857262,,77234816,,,2217782,79452598,,0,0,18.17
2845,遠東銀,2024Q4,twse,20587193,43705701,53134114,59536214,146215199,,3434968,18553830,,,,488805319,2783101,,8636128,5195387,903588,,1546704,71137,354467,853463050,2851990,1163333,8729116,,2643625,15328617,138082,,698869200,16901900,,,43576818,629812,924169,,456599,792213261,42753997,,302926,18271198,-78332,,61249789,,,,61249789,,0,0,14.33
2849,安泰銀,2024Q4,twse,3340404,15696811,21662432,42448442,41232726,,1207189,4385449,264913,,,229539917,,,0,745889,772568,0,288002,600675,1730812,363916229,2041889,,514577,,839838,2637179,11178,,319597158,,,,2860881,233363,762088,71215,88507,329657873,19576094,,402822,15405447,-1126007,0,,,,,34258356,0,0,0,17.50
2897,王道銀行,2024Q4,twse,9401107,19486537,184911881,167848261,25955538,,7932028,4088068,710461,,,247488056,6975022,,1098205,2379140,409387,,1743557,848532,1809374,683085154,38651705,,1364632,,215304631,5996974,157788,,331170002,13450000,,,11393737,2006251,428616,968320,672105,621564761,30553579,,568184,13220088,-1450123,-87267,42804461,,,18715932,61520393,,9357000,0,14.05
5876,上海商銀,2024Q4,twse,38522816,432246360,5569510,475245104,235146758,,8408560,24748669,185113,1039030,,1221016517,1559287,,1872,24190840,1854237,7978542,2194494,4936259,11218943,2496062911,44597026,,5825908,,4783153,36432169,956186,,2046220040,59591987,,,9981110,3242924,1878459,9973427,5695512,2229177901,48616031,,27705927,111979268,9710581,-83144,197928663,,,68956347,266885010,0,11397439,0,40.81
