stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2019Q1,tpex,3349527,1438068,4787595,1058936,78134,1137070,2240475,119608,1304776,-14334,,,,,,3650525,0,0,0,16.29
6015,宏遠證,2019Q1,tpex,11031183,1040307,12071490,8015938,131166,8147104,3580008,283632,31119,44642,-15015,3924386,,,,3924386,0,0,2253000,11.03
6016,康和證,2019Q1,tpex,23852420,3444286,27296706,19745723,444709,20190432,6060803,307997,611674,197876,-118906,7059444,,,46830,7106274,0,0,18000000,12.00
6020,大展證,2019Q1,tpex,3979108,773186,4752294,813415,12016,825431,2523532,461,1269098,133291,,3926382,,,481,3926863,0,0,0,15.56
6021,美好證,2019Q1,tpex,6234886,867697,7102583,2065105,81207,2146312,3067559,12157,1830251,46304,,4956271,,,,4956271,0,0,0,16.16
6023,元大期貨,2019Q1,tpex,73397446,2874733,76272179,67607095,126813,67733908,2322763,940976,4032613,1241919,,8538271,,,,8538271,,0,0,36.76
6026,福邦證,2019Q1,tpex,4664898,644925,5309823,1891978,23593,1915571,2436475,21991,536019,1567,,2996052,,,398200,3394252,0,0,0,12.30
