stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2018Q2,tpex,4222216,1435333,5657549,2010408,54981,2065389,2240475,119608,1227593,4484,,,,,,3592160,0,0,0,16.03
6015,宏遠證,2018Q2,tpex,10951490,808374,11759864,7392495,11640,7404135,3682328,245066,383388,44947,0,4355729,,,,4355729,,0,0,11.83
6016,康和證,2018Q2,tpex,27552413,3386365,30938778,23117634,304190,23421824,6460803,209155,779924,144261,-118906,7475237,,,41717,7516954,0,0,18000000,12.56
6020,大展證,2018Q2,tpex,4220774,776865,4997639,1104110,7714,1111824,2523532,461,1279480,81864,,3885337,,,478,3885815,0,0,0,15.40
6021,美好證,2018Q2,tpex,7968419,1438597,9407016,4469385,52583,4521968,3067559,12157,1561564,243768,,4885048,,,,4885048,0,0,0,15.92
6023,元大期貨,2018Q2,tpex,57486691,2664980,60151671,52508514,70498,52579012,2322763,940976,3287567,1021353,,7572659,,,,7572659,,0,0,32.60
6026,福邦證,2018Q2,tpex,6444951,703087,7148038,3790028,0,3790028,2417000,23657,516425,601,0,2957683,,,400327,3358010,0,0,0,12.24
