stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2025Q3,twse,40341683,256563508,124133394,332656318,517000245,,,24631461,282043,,,2014382480,,,17486,21778911,1982926,14020609,958051,4721616,1652504,3355123235,359734803,,3101259,,1420182,38493654,1157540,,2676985245,41790234,,,1369723,2427151,1852943,10779883,3525029,3142637646,117660462,,24,82881493,11943610,0,212485589,,,,212485589,,0,0,18.06
2812,台中銀,2025Q3,twse,11286668,47411661,38336166,99226956,103534593,,14634862,23510381,390467,,,628606758,185458,217870,7752,20934220,951869,541020,548462,270671,3590891,994186725,10683318,12105609,3173876,,3570450,9410860,59326,,839251597,14650000,,,9826923,1309809,984690,109486,1286770,906422714,59216258,,1528256,25517983,1501514,0,87764011,,,0,87764011,0,0,0,14.82
2820,華票,2025Q3,twse,305981,0,147999057,99936588,2691011,,3628615,1105910,331173,,,,,,117074,155098,29466,,,68364,619930,256988267,35442119,,19725,,191830859,570364,150208,,,,,,,1492500,29720,51104,248454,229835053,13429600,,16737,12724715,982162,,,,,,27153214,,0,0,20.22
2834,臺企銀,2025Q3,twse,25323207,175994433,99883628,194015926,240738125,,29769682,13048872,503731,,,1655139894,0,,6189,13769475,1015865,,1300738,2084136,7758264,2460352165,222446774,1583053,9527144,,1321195,30430960,85704,,1985408984,51910000,,,1667065,2440693,1044497,895136,8333306,2317094511,97180618,,816129,41339303,3921604,,143257654,,,,143257654,0,0,0,14.74
2836,高雄銀,2025Q3,twse,3458647,21418795,3647432,32232454,54365219,,10193164,1588782,,,,228220604,,,225745,3496407,314659,,128188,97473,398567,359786136,10621373,,47424,,5820131,7442077,60116,,302200896,6327000,,,,393313,312077,8845,169905,333403157,18799170,,1436134,5016752,1130923,,,,,,26382979,,,,14.03
2838,聯邦銀,2025Q3,twse,8213879,42353978,80214577,66501070,77772733,,59563995,49233439,702668,,,623168360,445892,,1643033,16623624,2140511,4495530,2153189,874070,9712337,1045812885,12276563,1530200,279812,,77027548,11499987,909592,,827761751,6000000,867589,375000,13772163,524696,2141167,2579989,3708185,961254242,45405518,,8236992,20463200,8360184,,82465894,,,2092749,84558643,,0,0,18.16
2845,遠東銀,2025Q3,twse,11571371,47649758,50956359,58434569,163262073,,1742456,20007283,,,,504607641,2919092,,9065087,5185020,1451240,,1538210,140730,687371,879218260,3367837,2907667,7129162,,962005,9125993,191391,,715493072,25301720,,,43693444,654390,1466148,,645164,810937993,48652847,,830560,18035471,761389,,68280267,,,,68280267,,0,0,14.03
2849,安泰銀,2025Q3,twse,2345398,17674126,27311789,43739093,33215768,,1075248,5655722,0,,,249338673,,,4510,736662,907035,,281662,605211,1530738,384421635,6838401,,847331,,0,2366189,60548,,333438893,,,,4007026,218216,901677,47001,163042,348888324,19576094,,406342,15806065,-255190,0,,,,,35533311,,0,0,18.15
2897,王道銀行,2025Q3,twse,8885037,14924886,179486198,164152575,28696492,,14306940,3666348,356743,,,258521746,6367839,,1048976,2601764,397187,,1651976,623573,1673417,687361697,60861016,,676025,,210519743,5636623,285646,,312653452,14660000,,,14583573,2101515,414655,883926,473223,623749397,30553579,,573641,13213496,-591095,-221695,43527926,,,20084374,63612300,,22939000,0,14.35
5876,上海商銀,2025Q3,twse,39461087,400492940,6017645,498064775,210376697,,18323502,24604786,590056,963196,,1158079633,1655271,,17841,23643214,1656862,5246234,2049308,5805368,12777378,2409825793,36689793,,4001905,,6861913,41879901,1998475,,1959418938,64546295,,,13439005,3330400,1682084,8401611,3637912,2145888232,48616031,,27867109,112770666,8016353,-83144,197187015,,,66750546,263937561,0,11397439,0,40.66
