stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2018Q2,twse,90030216,57139575,147169791,102726745,8146039,110872784,16184093,1575732,7721637,2844995,-29834,28296623,,8000384,36297007,,0,4680487,17.53
1718,中纖,2018Q2,twse,554368410,158485663,712854073,630322229,27139978,657462207,15224105,1677818,6559933,-100237,-1227909,22133710,,33258156,55391866,,0,291816145,19.46
2207,和泰車,2018Q2,twse,157999240,65091052,223090292,131880792,37154945,169035737,5461792,263060,38971196,735895,,45431943,,8622612,54054555,0,0,0,83.18
2905,三商,2018Q2,twse,160787437,981644614,1142432051,13203650,1089921170,1103124820,8266916,2034960,7748270,-1169071,-532672,16348403,0,22958828,39307231,0,0,44215000,22.67
