stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2016Q1,twse,76427703,4938119,81365822,58463150,74303,58537453,13037961,171320,9497898,187238,-114098,22780319,,,22828369,0,0,8548000,17.59
6005,群益證,2016Q1,twse,83929303,13738123,97667426,63948147,1883722,65831869,22690730,2750386,4858890,242180,0,30542186,,,31835557,0,0,0,13.46
6024,群益期,2016Q1,twse,22646131,500460,23146591,20015834,13351,20029185,1223979,380185,1434774,52144,,3091082,,,3117406,0,0,0,25.25
