stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2021Q4,twse,42752408,237798118,111925660,327146365,609544831,,2449190,60275356,222141,,,1985934147,5381961,360138,,21025010,12117002,32390449,1960405,942413,3571080,5157244,3460953918,121391552,34478600,3427549,,26305596,19305630,44198933,2517810,,2835359989,67891382,2340340,,22986431,56902334,1984400,6100474,15056091,3260247111,131941450,17758986,44723567,6280718,,,200704721,2086,200706807,,0,0,15.21
2881,富邦金,2021Q4,twse,284688160,369864008,1608926656,1079516442,3171801140,3074240,73886321,255321792,1739474,,,2503882694,29309719,35937490,,562842570,303052029,65372933,10051706,33848605,32087405,74529942,10499733326,187098187,13578776,45082336,9956216,166010990,29441270,196749294,18076996,,3356054476,266168615,1270866,,4485442224,609441656,21477286,27306911,82734730,9515890829,134049544,173363019,478692234,163464512,0,,949569309,34273188,983842497,0,0,0,70.84
2882,國泰金,2021Q4,twse,467635057,234546475,1929395229,1626821625,3266686240,500642,77243060,205480862,4164103,283087,,2287115449,12260483,32614572,,741107026,432525464,97852266,4362776,51543583,63746198,58477264,11594361461,74605174,1076000,79934187,20956,39827873,63469166,76870285,7528389,,2871960053,141800000,1670185,,6448259356,763908198,14721170,52976726,41695016,10680322734,147025102,177244388,477986919,99781737,0,0,902038146,12000581,914038727,,0,0,61.35
2883,凱基金,2021Q4,twse,167862826,48914268,554548173,507374321,1220278781,259267,28315799,130448138,123419,,,407601578,891059,20227991,,154951789,35299898,34051875,12590590,18742494,14003281,102154401,3458639948,20823546,129490,57698157,73006,101884810,21214240,102849601,3789560,,483502457,92441122,22557523,,1993971267,171923171,4455216,9007624,79208406,3165529196,190858209,36147480,62355858,12490292,-9071501,,292780338,330414,293110752,,3117500,651614892,15.88
2884,玉山金,2021Q4,twse,85237301,125370528,411389536,333399699,308219235,,0,124412124,80677,,,1768641241,,,,9090476,1855043,33881468,6933260,6176279,2329213,13892197,3230908277,83481158,14021010,61199462,,16648639,4788871,32756248,2122898,,2695062791,41370000,958817,,1089345,66130391,3998061,1348359,11547585,3036523635,133546000,25662214,36091761,-1074086,,,194225889,158753,194384642,,0,0,14.54
2885,元大金,2021Q4,twse,80735621,80343357,529242141,338490662,508638932,,46454964,263703360,48001,194563,,884291862,1329521,3115594,2472029,110953592,10693522,24468584,12443951,31046281,7484946,86867819,3023019302,25624124,839700,158685739,,183865849,49983502,214482994,7892094,,1375002383,82539085,59998200,,336342258,126619428,5720785,3825466,102517990,2733939597,121374360,37885949,101364961,8410191,,,269035461,20044244,289079705,0,0,0,22.17
2886,兆豐金,2021Q4,twse,140618308,441542195,202834657,543790346,648132418,,949170,96630962,331977,15813,,2037354980,4990018,5449161,,6095575,1341321,21670526,1854439,1017030,6505527,7140436,4168264859,385049995,46890696,19344092,,225056762,32917848,84963858,12298301,,2959789704,6000000,1260000,,29941604,12453364,1903356,2635979,19360417,3839865976,135998240,68194233,113046484,11159926,0,,328398883,0,328398883,0,0,0,24.15
2887,台新新光金,2021Q4,twse,27561283,86817297,150375077,176881749,461273302,,10859842,180655171,291168,,,1327126117,503918,351147,,36450354,2858617,22469854,2573461,3284761,8325121,13902250,2512560489,57075272,3984460,31940397,,86210606,22963111,34536010,2360788,,1681331592,70100000,12867620,,200846734,92423614,2653717,1087573,14077667,2314459161,122093832,35921647,38701004,1350795,,,198067278,34050,198101328,,0,0,16.22
2889,國票金,2021Q4,twse,2277534,5,163784100,111293647,,,1550000,34115876,54,,,,,6415079,,14440256,44734,7576526,155561,246351,125110,7860931,349885764,,26564505,2750157,,216339953,22337911,17323653,702814,,,,,,2015991,9041140,151627,231006,8243197,305701954,29975086,158167,6525545,2314646,-106346,,38867098,5316712,44183810,,0,10000000,13.01
2890,永豐金,2021Q4,twse,48521295,217618752,88016347,398688696,167247985,,50591537,110085509,87225,,,1191113031,,788932,,45766820,2422645,13378256,3698819,2212500,2274593,40161920,2382674862,70265085,205030,23184543,,37796918,39765669,55718911,2409322,,1835735239,62972832,7605593,18437,3627279,47672030,3129982,978239,28785901,2219871010,112710541,2228764,45906514,1958033,,,162803852,0,162803852,,0,0,14.44
