stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2020Q1,twse,43603520,158554567,87107510,203350608,472636131,,1179425,39508841,634729,,,1683143206,4750788,161581,,23188667,11177607,31790833,1963018,939384,3247537,3198961,2770136913,111268952,,6171169,,31635409,17974897,33904142,1815808,,2265089309,66387222,2545975,,21706207,20599718,1889145,6109624,3719410,2590816987,121727402,17758986,37312335,2518997,,,179317720,2206,179319926,,0,0,14.73
2881,富邦金,2020Q1,twse,214157088,288731061,1282542748,798962028,2763087671,4061442,54206867,223800939,962653,46536,,2043643746,27941172,30487981,,404691583,245640162,57097013,6698322,32061224,30097574,62288662,8571206472,186898589,0,45106871,15190521,179031797,33638113,161917026,8102006,,2586917248,239604311,3672108,,4096176625,407913886,21638514,18564775,52209404,8056581794,115002640,137060737,333657000,-82355358,,,503365019,11259659,514624678,0,0,0,43.77
2882,國泰金,2020Q1,twse,321229598,157221939,1709967441,1176111042,3129777159,1297567,49363416,192117626,4883309,,,2038406629,8952855,47966691,,524242723,407461008,101555464,3906709,50663821,44958196,68041454,10038124647,87131752,,150262539,67834,52251310,51349599,80742011,9299830,,2350051515,118900000,615488,,5820174198,578638827,12683498,36664448,19739508,9368572357,147025102,177257514,349468241,-14302616,0,0,659448241,10104049,669552290,,0,0,44.85
2883,凱基金,2020Q1,twse,94123171,35412446,530787595,535406837,1041795869,2663,53104017,118071805,769484,,,390920929,794404,14663097,26088276,114064009,25281666,36185120,17832313,20155550,9990529,48718522,3114168302,22116450,,130299886,824087,116298535,12983936,99628034,1431146,,439845904,42442639,28750816,,1785092531,138969973,4970630,7143634,41340238,2872138439,149710526,1115029,30346568,-13420745,-3071470,,164679908,77349955,242029863,,2614573,369318307,11.28
2884,玉山金,2020Q1,twse,48680498,89547754,573113895,215770622,13793554,,1764881,107951099,6912,0,,1483178801,,,,12611909,1818178,33219870,3182207,6119504,1532089,6477276,2598769049,82772558,,68908014,,9217870,2477574,27705602,2922044,,2124348135,45070000,544437,,719856,49200012,3228660,1165542,3670723,2421951027,116411000,25350214,35607824,-676318,,,176692720,125302,176818022,,0,0,15.21
2885,元大金,2020Q1,twse,69751240,46620956,521877607,248777005,396124944,,51537318,167175106,1000489,171593,,777119332,988011,2407393,2801889,93073149,11432625,23100595,13514526,33028377,5745075,37954638,2504201868,15879516,,143495589,,190129652,49770189,185602556,6411038,,1120953751,68854087,57866578,,282549926,91699197,6552502,3692294,34247318,2257704193,116706115,37682879,73799905,798588,0,,228987487,17510188,246497675,0,0,0,19.62
2886,兆豐金,2020Q1,twse,111841437,419457354,206641805,550411301,344695179,,3967786,79386972,458804,0,,1875088594,4494649,5521121,,6514192,1023508,21998402,1911070,582807,6231677,8286973,3648513631,405397910,7334738,23069647,,289112079,21885692,72836607,9084696,,2420317334,13000000,3679248,,28711861,14897246,1939549,2913108,9535847,3323715562,135998240,68194233,108941180,11664416,0,,324798069,0,324798069,0,0,0,23.88
2887,台新新光金,2020Q1,twse,24102285,68267111,137208221,271271478,158507756,,13411455,146070825,354973,,,1190394491,,41392774,,8461225,998272,19021828,2767694,2488552,2864787,14860876,2102444603,73956702,907620,40331896,,102250172,21614009,34960761,3068367,,1490827483,60100000,10222039,,1748858,74733819,2846867,69658,5379927,1923018178,114593732,35950427,29782401,-1027116,,,179299444,126981,179426425,,1541000,0,15.65
2889,國票金,2020Q1,twse,3315118,1496,113986555,126496822,,,861555,19322983,0,,,,,1773188,,14996976,,3111085,192186,210633,125614,2649738,287043949,,27587381,993834,,186315004,13340068,10425775,323965,,,,,,1663816,6010140,192382,83631,1255520,248191516,28480646,153610,5111312,1044623,0,,34790191,4062242,38852433,0,0,0,12.22
2890,永豐金,2020Q1,twse,23602833,129975368,96648754,269960756,143132047,,27236739,75219893,296875,,,1072433453,,506265,,34305437,2489019,12904564,3209945,2195010,2186463,19206213,1915509634,59910408,,26065040,,31790464,28278401,45683801,1206550,,1455456076,46133626,9302321,18437,3517973,52202087,2570456,1602051,5797580,1769535271,112710541,2228764,34158673,-3126993,,,145970985,3378,145974363,,0,0,12.95
2891,中信金,2020Q1,twse,135734758,309297298,583661908,523081207,1762694897,125217,7728013,174331880,1903733,,,2512648359,2403903,29462894,,86477745,83246535,50367524,15994381,24415680,16851207,46103777,6366530916,96352596,20575057,162298300,169434,112225987,42929271,99765898,3728266,,3426525648,98178651,,,1745185671,168751064,14681997,6610912,26579547,6024558299,199969796,58754923,136149136,-52972711,,,341901144,71473,341972617,0,0,0,17.10
2892,第一金,2020Q1,twse,46004574,209754207,185038524,277901854,524270575,,270037,97370083,1336662,,,1800228182,30515,2628171,,18166624,10826780,26527910,2845207,614288,2869918,5303361,3211987472,300938109,63611,13828713,,25421707,15413823,100099166,3251213,,2371497479,38950000,1460000,,43410349,66190148,2632589,6920275,6710248,2996787430,124619428,26107218,50978580,13494816,,,215200042,0,215200042,0,0,0,17.27
