stock_id,name,period,market,現金及約當現金,應收款項,當期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2017Q4,twse,2588349,716976,16690,,7014517,4175055,817865,75045,1196,882810,,16288503,,1271877,,,,,,,,,10307142,0,,254539,63920,51815,,11949293,2129600,0,2171062,13744,,4314406,,,24804,4339210,0,0,0,20.26
2832,台產,2017Q4,twse,3338629,710462,,,10690130,2127414,379724,4718,22563,697980,,17971620,,867408,40133,,,,,,,,8082318,,,83571,274092,108176,,9455698,3622004,98962,4807126,-12170,,,,,,8515922,,0,0,23.51
2850,新產,2017Q4,twse,6913037,1570955,23923,,15507796,5920627,1027667,45324,208380,832967,,32050676,,2515929,160791,,0,,,,,,19111627,,,249638,58703,140253,,22236941,3159633,64777,5685966,903359,0,,,,,9813735,0,0,0,31.06
2851,中再保,2017Q4,twse,16772180,281681,,,14417155,3726066,206745,922,70832,1034840,,36510421,,409870,217574,,13290,,,,,,24430514,,,21013,130378,36310,,25258949,5622750,300000,4943231,385491,,,,,,11251472,0,0,0,20.01
2852,第一保,2017Q4,twse,1157174,593893,,,9525773,2473583,626390,12611,57683,542462,,14989569,,764602,17114,,,,,,,,8111392,,,206010,92934,99039,,9291091,3011638,0,2660677,26163,,,,,,5698478,,0,0,18.92
