stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1259,安心,2015Q2,tpex,2034032,508807,2542839,943360,31682,975042,323895,809816,410251,-13373,,1530589,,,37208,1567797,0,0,0,47.26
1264,德麥,2015Q2,tpex,1946788,714588,2661376,560882,41394,602276,306327,737569,728357,-1432,,1770821,,,288279,2059100,0,0,0,57.81
1268,漢來美食,2015Q2,tpex,861702,1012129,1873831,1124818,154475,1279293,290000,150825,161373,-7660,,594538,,,,594538,,0,0,20.50
1336,台翰,2015Q2,tpex,957895,1697237,2655132,659314,567765,1227079,627532,821710,-39429,18240,0,1428053,,,,1428053,,0,0,22.76
1565,精華,2015Q2,tpex,3973109,2741398,6714507,2359000,644642,3003642,504165,526000,2679659,1041,,3710865,,,,3710865,0,0,0,73.60
1569,濱川,2015Q2,tpex,2017153,2526514,4543667,2178437,377410,2555847,937847,681949,269027,98997,,1987820,,,,1987820,0,0,0,21.20
1570,力肯,2015Q2,tpex,471599,261431,733030,157835,11289,169124,515008,0,48602,296,,563906,,,0,563906,0,0,0,10.95
1580,新麥,2015Q2,tpex,2420086,763192,3183278,1471042,171156,1642198,485316,74811,896603,26872,,1483602,,,57478,1541080,,0,0,31.18
1584,精剛,2015Q2,tpex,933945,2341332,3275277,789479,1080563,1870042,1034705,409421,-1215,-20300,-17376,,,,,1405235,,0,1000000,13.71
1586,和勤,2015Q2,tpex,1432307,1057189,2489496,1070971,405798,1476769,466433,236887,296151,33123,-19867,1012727,,,0,1012727,0,0,1179000,22.28
1591,駿吉-KY,2015Q2,tpex,269438,447767,717205,261572,106677,368249,301498,22159,98411,-73112,,348956,,,0,348956,0,0,0,12.96
