stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2017Q1,twse,35729065,206705416,24968955,176553,,18784879,55337,,,1342762347,76981030,212711679,,,19644915,20736980,13752337,411172,2894396,2313775,1978628836,115919496,0,19187401,,3237819,30026673,888133,,1610400285,41667657,,,3560048,4418500,7016589,2711176,1839033777,89647626,,50642443,-695010,0,,,,,139595059,,0,0,15.57
2812,台中銀,2017Q1,twse,11519897,27743063,31407277,0,7281602,10369024,6323,0,,427799008,35862346,73870463,129689,266892,1128443,9430920,78208,150894,688156,2198565,639930770,14136635,4316272,378963,0,3682635,7166319,223843,0,551305782,13400000,0,0,1147167,1296684,111021,641126,597806447,32381307,684156,9180530,-121670,0,42124323,,,0,42124323,0,0,0,13.01
2820,華票,2017Q1,twse,412314,0,107551872,,1100240,1298344,116397,,,,94957991,0,,,177924,157993,,,116340,3125172,209014587,21178035,,16204,,158092275,617989,,,,,,,4498893,1530697,4831,208361,186147285,13429600,2474,9084346,350882,,,,,,22867302,0,0,0,17.03
2834,臺企銀,2017Q1,twse,41812050,98981795,1321142,,15617825,25647667,116062,,,1039966896,68277427,197040851,,,2126799,14135086,,202134,1332323,5051609,1511629666,84084793,,174436,,1843187,32307064,475382,,1256876593,45700000,,,11345556,3593943,881667,1997436,1439280057,59688949,0,13696371,-1035711,0,72349609,0,,0,72349609,0,0,0,12.12
2836,高雄銀,2017Q1,twse,3916588,10521171,795055,,4500821,1003117,57129,,,169891062,30491625,22566315,,,1192148,2905299,,117404,185860,193557,248337151,7910161,,10782,,1149802,3286590,9959,,217048027,4000000,,,11925,324010,1211,140467,233892934,10032238,1872395,2591427,-51843,,14444217,,,0,14444217,0,0,0,14.40
2838,聯邦銀,2017Q1,twse,9538990,53302859,22472534,,31961217,16990854,201826,,,283780393,36476768,7787334,53293,,56199505,8111397,5364521,2173913,1447080,7744882,543607366,5892540,,59484,,40496709,4666445,123337,,434458723,11700000,1117929,,4216806,238455,829593,2895326,506695347,26051524,32413,9334973,1214361,,36633271,,,278748,36912019,,0,0,14.06
2845,遠東銀,2017Q1,twse,5185235,33546210,44716078,,29910628,21108937,76,,,349486895,93778386,2470804,1726544,,11349606,2914163,,1744197,642326,263998,598844083,5845429,,10543698,,12918266,5422010,470082,,489186065,24215647,,,6847743,1218683,,426403,557094026,31113672,456426,10341013,-161054,,41750057,,,,41750057,,0,0,13.42
2849,安泰銀,2017Q1,twse,3745786,22833423,29349816,,1549557,3897222,97722,89967,,180099623,30191663,31793910,,,142625,780099,,217540,1989021,1331752,308109726,5580468,,1018149,,3050000,2421293,121038,,250065905,10000000,,1414865,2861100,431736,30759,132812,277128125,16796775,1461505,12756821,-33500,0,,,,,30981601,0,0,0,18.44
2897,王道銀行,2017Q1,twse,7193791,14101688,142413961,,1298392,18338536,202941,,,159122077,132126879,899732,0,101746,1452406,3911374,0,1422682,654898,4744679,487985782,50484360,,2028307,,160874496,3638046,186068,,181762067,17450000,,,21331923,1810024,192270,1866170,441623731,23905063,3193,5655294,26803,0,29590353,,,16771698,46362051,,0,0,12.38
