stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2016Q4,twse,2098878,666050,10163,,6436732,4411133,838814,101790,1700,853360,,15418620,,1197316,,,,,,,,,10229033,44087,,242989,63922,10346,,11787693,2129600,0,1523643,-47600,,3605643,,,25284,3630927,0,0,0,16.93
2832,台產,2016Q4,twse,3080891,631102,,,10620842,2223841,371611,3400,18784,699144,,17649615,,865597,44398,,,,,,,,8292437,,,79318,274092,241885,,9797727,3622004,98962,4285173,-154251,,,,,,7851888,,0,0,21.68
2850,新產,2016Q4,twse,6620446,1383606,23485,,13922380,7313283,1034837,44618,191211,796513,,31330379,,2023682,0,,14659,,,,,,20313797,,,274232,56099,136398,,22818867,3159633,64826,4813669,490232,-16848,,,,,8511512,0,725000,0,27.00
2851,中再保,2016Q4,twse,15588709,116044,0,,12908694,3624254,208193,2480,61140,1078718,,33588232,,317140,81327,,25879,,,,,,23594638,,,3142,41555,25342,,24089023,5622750,300000,3834455,-257996,,,,,,9499209,,0,0,16.89
2852,第一保,2016Q4,twse,1231822,584878,,,9181743,2758745,622106,15747,50389,531228,,14976658,,682912,47745,,,,,,,,8496674,,,215027,92934,67504,,9602796,3011638,0,2402882,-40658,,,,,,5373862,,0,0,17.84
