stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2024Q4,tpex,1176509,964729,2141238,576703,70562,647265,413387,,145207,743136,144492,,1446222,,,47751,1493973,,0,0,34.98
1259,安心,2024Q4,tpex,1312755,5101581,6414336,1965946,1943568,3909514,323895,,809816,958901,398468,,2491080,,,13742,2504822,0,0,0,76.91
1264,德麥,2024Q4,tpex,3261840,2344684,5606524,1252760,94773,1347533,370644,,673837,2400277,10640,-2432,3452966,,,806025,4258991,,0,12000,93.19
1268,漢來美食,2024Q4,tpex,2417071,4615755,7032826,2074384,2690164,4764548,422237,,1123334,655987,66720,0,2268278,,,,2268278,,0,0,53.72
1294,漢田生技,2024Q4,tpex,534630,584369,1118999,192214,105969,298183,276008,,296210,245561,,,817779,,,3037,820816,,0,0,29.63
1295,生合,2024Q4,tpex,765733,1578771,2344504,411213,853866,1265079,313548,,250659,513478,1740,,1079425,,,,1079425,0,0,0,34.43
1336,台翰,2024Q4,tpex,1234647,1863270,3097917,845172,303358,1148530,782864,,670151,577638,-81266,,1949387,,,,1949387,0,0,0,24.90
1565,精華,2024Q4,tpex,4277064,3823822,8100886,1246175,296801,1542976,504165,,526000,5526299,1446,,6557910,,,,6557910,0,0,0,130.07
1569,濱川,2024Q4,tpex,3324559,3076095,6400654,2689493,688723,3378216,1214474,,1033431,678287,-45381,,2880811,,,141627,3022438,,0,0,23.72
1570,力肯,2024Q4,tpex,909131,297506,1206637,174148,8609,182757,515008,,,461434,47438,,1023880,,,0,1023880,0,0,0,19.88
1580,新麥,2024Q4,tpex,2706442,1760399,4466841,991894,161247,1153141,502302,,206827,2533440,-70829,,3171740,,,141960,3313700,0,0,0,63.14
1584,精剛,2024Q4,tpex,3916939,3943227,7860166,1701518,1083892,2785410,2324705,,2044435,602675,27887,,4999702,,,75054,5074756,0,0,0,21.51
1586,和勤,2024Q4,tpex,1953318,1905838,3859156,1204748,1123578,2328326,868495,,584685,371034,-73060,-220324,1530830,,,,1530830,0,0,5554000,18.83
1591,駿吉-KY,2024Q4,tpex,280235,275502,555737,43054,18843,61897,360480,,83121,179247,-129008,0,493840,,,,493840,,0,0,13.70
1593,祺驊,2024Q4,tpex,856931,1200111,2057042,385103,258060,643163,397848,,580678,387120,-33721,0,1331925,,,81954,1413879,0,0,0,33.48
1595,川寶,2024Q4,tpex,3047990,1387670,4435660,1220834,348089,1568923,540372,,778442,1539068,7960,,2865842,,,895,2866737,,0,0,53.03
1599,宏佳騰,2024Q4,tpex,1281392,1491336,2772728,634272,116415,750687,745287,,418166,924170,-21142,-63380,2003101,,,18940,2022041,0,0,1500000,27.43
1742,台蠟,2024Q4,tpex,795314,1051586,1846900,333728,124848,458576,935593,,165098,289902,14511,-16780,1388324,,,0,1388324,0,0,888000,14.98
1777,生泰,2024Q4,tpex,1333320,1518545,2851865,219471,72179,291650,445917,,983776,1133825,-3303,,,,,,2560215,0,0,0,57.41
1780,立弘,2024Q4,tpex,1663096,593759,2256855,996249,65075,1061324,960241,,9654,231310,-5674,,1195531,,,,1195531,0,0,0,12.45
