stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2024Q2,twse,171878544,411621736,583500280,92784347,193528227,286312574,77511817,,74091938,66776398,21714962,-732459,239362656,,,57825050,297187706,,0,20000000,30.96
1102,亞泥,2024Q2,twse,124423684,217626419,342050103,84680479,56375010,141055489,35465629,,8356437,117970303,15992040,,177784409,,,23210205,200994614,,0,0,50.13
1103,嘉泥,2024Q2,twse,10827742,25474246,36301988,3473125,10758395,14231520,7902474,,1319108,9897470,3300917,-1077950,21342019,,,728449,22070468,,0,131352726,32.39
1104,環泥,2024Q2,twse,7415382,21814261,29229643,4558247,1398487,5956734,6866818,,123719,13490412,2021512,,22502461,,,770448,23272909,,0,0,33.43
1108,幸福,2024Q2,twse,5854257,4181007,10035264,3958201,1150623,5108824,4047380,,18,886391,-7416,,4926373,,,67,4926440,,0,0,12.17
1109,信大,2024Q2,twse,6749081,4835835,11584916,1520339,119365,1639704,3411589,,15724,4782879,-109483,,8100709,,,1844503,9945212,0,0,0,23.74
1110,東泥,2024Q2,twse,2736307,9668617,12404924,2066813,1116406,3183219,5720008,,188688,2277183,920192,-12185,9093886,,,127819,9221705,,0,2112865,15.96
1201,味全,2024Q2,twse,6729345,11307999,18037344,7186689,3309862,10496551,5060629,,36115,2561531,-124985,,7533290,,,7503,7540793,0,0,0,14.89
1203,味王,2024Q2,twse,4339632,5606067,9945699,2050285,1326561,3376846,2400000,0,48539,3254029,115627,-38464,5779731,,,789122,6568853,0,0,2293865,24.31
1210,大成,2024Q2,twse,28575712,37696759,66272471,30421785,3593912,34015697,8947673,,3804783,9845224,1546170,-734822,23409028,,,8847746,32256774,,0,49059471,27.68
1213,大飲,2024Q2,twse,60911,750308,811219,181355,427262,608617,566226,,21938,-385405,-157,,202602,,,,202602,0,0,0,3.58
1215,卜蜂,2024Q2,twse,8162588,20286937,28449525,9826600,8907279,18733879,2947901,,10436,5250085,1044295,,9252717,,,462929,9715646,0,0,0,31.39
1216,統一,2024Q2,twse,232730909,455923899,688654808,249683347,246618996,496302343,56820154,,2841892,65611626,-1134335,,124139337,,,68213128,192352465,0,0,0,21.85
1217,愛之味,2024Q2,twse,2922518,12051524,14974042,3143010,3574319,6717329,4945134,,268144,1248241,1012851,,7474370,,,782343,8256713,0,0,0,15.11
1218,泰山,2024Q2,twse,5889837,8176072,14065909,1360375,236034,1596409,4999990,,1014497,6718150,-64650,-203876,12464111,,,5389,12469500,,0,13680042,25.63
1219,福壽,2024Q2,twse,5718306,4518818,10237124,3810818,1851059,5661877,3416024,,15030,1060601,-4205,-6735,4480715,,,94532,4575247,,0,364000,13.52
1220,台榮,2024Q2,twse,1910689,1312036,3222725,400343,244212,644555,1770779,,23843,591752,0,-10881,2375493,,,202677,2578170,,0,679000,13.47
1225,福懋油,2024Q2,twse,4728673,3759402,8488075,3321836,1346088,4667924,2296382,,123661,1081152,-95996,,3405199,,,414952,3820151,,0,0,14.83
1227,佳格,2024Q2,twse,18503992,8357994,26861986,8900353,357539,9257892,9150897,,165585,8100677,-74560,-21182,17321417,,,282677,17604094,0,0,6669471,19.07
1229,聯華,2024Q2,twse,18788009,69850237,88638246,16948711,4023612,20972323,17104388,,1147246,14435686,14783439,-136868,47333891,,,20332032,67665923,0,0,6383000,30.01
1231,聯華食,2024Q2,twse,5930556,8289286,14219842,4460181,3862690,8322871,2713222,,93840,3059182,12230,,5878474,,,18497,5896971,,0,0,23.83
1232,大統益,2024Q2,twse,6652385,2513953,9166338,2665946,1302181,3968127,1599749,,23784,3425134,2847,,5051514,,,146697,5198211,0,0,0,31.58
1233,天仁,2024Q2,twse,698815,1636524,2335339,580217,295165,875382,905919,,18184,463729,70309,-1974,1456167,,,3790,1459957,0,0,43000,16.08
1234,黑松,2024Q2,twse,8693440,14790443,23483883,2791089,2379751,5170840,4018711,,187082,13989150,118100,0,18313043,,,0,18313043,,0,0,45.57
1235,興泰,2024Q2,twse,2135442,4199473,6334915,2193037,427655,2620692,1571480,,282135,849373,1240605,-842458,3101135,,,613088,3714223,,0,113245948,85.15
1236,宏亞,2024Q2,twse,639427,3096546,3735973,749491,473670,1223161,866740,,34205,1135276,476591,,2512812,,,,2512812,,0,0,28.99
1256,鮮活果汁-KY,2024Q2,twse,2010516,2327911,4338427,999264,66930,1066194,338422,,1145562,1810185,-42654,,3251515,,,20718,3272233,,0,0,96.08
1301,台塑,2024Q2,twse,161187164,388093668,549280832,116055055,92134617,208189672,63657408,0,11804561,206051474,59577717,0,341091160,0,,0,341091160,,0,0,53.58
1303,南亞,2024Q2,twse,210109249,447777056,657886305,130671010,141404101,272075111,79308216,,27697423,228258052,34548177,,369811868,,,15999326,385811194,0,0,0,46.63
1304,台聚,2024Q2,twse,28776004,44319689,73095693,13218568,13527944,26746512,11887635,,490125,10465515,289030,-475606,22656699,,,23692482,46349181,,0,116465574,21.13
1305,華夏,2024Q2,twse,7090061,10953294,18043355,4384043,3607761,7991804,5810505,,17959,3572183,46970,,9447617,,,603934,10051551,,0,0,16.26
1307,三芳,2024Q2,twse,10222654,6606181,16828835,4319871,3052690,7372561,3978181,,149299,5017035,311759,,9456274,,,,9456274,,0,0,23.77
1308,亞聚,2024Q2,twse,3468521,11256716,14725237,1517275,571587,2088862,5937438,,37557,6168937,492443,,12636375,,,,12636375,,0,0,21.28
1309,台達化,2024Q2,twse,6198200,3346237,9544437,2763888,358822,3122710,3975868,,3200,2295600,147059,,6421727,,,,6421727,,0,0,16.15
1310,台苯,2024Q2,twse,3212375,6994854,10207229,2666978,270836,2937814,5278698,,75728,832437,861986,,7048849,,,220566,7269415,,0,0,13.35
1312,國喬,2024Q2,twse,17381414,48404207,65785621,13755953,14990484,28746437,11266203,,1071733,21308886,74936,-49858,33671900,,,3367284,37039184,,0,1776000,29.93
1313,聯成,2024Q2,twse,23034099,36015557,59049656,11316201,17766343,29082544,13672334,,1375712,3243478,12114529,-438941,29967112,,,,29967112,,1191500,38665000,22.55
1314,中石化,2024Q2,twse,68001628,77831662,145833290,27898738,38261171,66159909,37848502,,1582006,40791630,-641777,,79580361,,,93020,79673381,0,0,0,21.03
1315,達新,2024Q2,twse,7161358,3838418,10999776,481720,264771,746491,990990,,231069,7580337,1506779,-83230,10225945,,,27340,10253285,0,0,3572068,107.05
1316,上曜,2024Q2,twse,11528498,2754518,14283016,6264103,138828,6402931,3002543,,636928,-163351,-43,-47948,3428129,,,4451956,7880085,0,0,19983058,12.23
1319,東陽,2024Q2,twse,14016188,22527988,36544176,8736049,1894019,10630068,5914771,,4151122,15063817,241395,,25371105,,,543003,25914108,,0,0,42.89
1321,大洋,2024Q2,twse,2341890,9649303,11991193,1100374,4687261,5787635,2272283,,21532,3703429,242503,-36189,6203558,,,,6203558,0,0,6542716,28.11
1323,永裕,2024Q2,twse,2528710,2924442,5453152,648037,1878581,2526618,912745,,60648,1502647,-22178,-2813,2451049,,,475485,2926534,0,0,1200017,27.21
1324,地球,2024Q2,twse,781837,411317,1193154,207822,22186,230008,751219,,867,230328,-19268,0,963146,,,0,963146,0,0,0,12.82
1325,恆大,2024Q2,twse,1776927,1207461,2984388,91894,57999,149893,852812,,3563,1859913,23324,,2739612,,,94883,2834495,0,0,0,32.12
1326,台化,2024Q2,twse,209415664,358768614,568184278,130208725,72034099,202242824,58611863,,9278429,187157156,71211587,-323952,325935083,,,40006371,365941454,0,0,12169610,55.72
1337,再生-KY,2024Q2,twse,1608121,3909647,5517768,728952,458847,1187799,2689547,,1984504,-11073,-333009,,4329969,,,,4329969,,0,0,16.10
