stock_id,name,period,market,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2016Q4,twse,79370624,51650287,131020911,86993893,10342598,97336491,16184093,1575533,6762547,1128785,-29834,25621124,,8063296,33684420,,0,4680487,15.88
1718,中纖,2016Q4,twse,571675943,83426873,655102816,582502077,21680026,604182103,14294934,1681992,5621967,-310286,-1273586,20015021,,30905692,50920713,0,0,297505145,17.68
2905,三商,2016Q4,twse,149832739,818956188,968788927,13941747,921284469,935226216,7153989,1032182,7816486,-1350612,-532672,14119373,0,19443338,33562711,0,0,41322000,20.95
