stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2021Q3,tpex,1156712,922939,2079651,730423,37037,767460,367602,,145207,497300,186395,,1196504,,,115687,1312191,,0,0,32.55
1259,安心,2021Q3,tpex,1883799,3086601,4970400,1558165,1376823,2934988,323895,,809816,739548,133359,0,2006618,,,28794,2035412,0,0,0,61.95
1264,德麥,2021Q3,tpex,2338635,1735263,4073898,843337,80951,924288,370644,,673648,1555529,-73449,-2432,2523940,,,625670,3149610,0,0,12000,68.12
1268,漢來美食,2021Q3,tpex,1608234,2349485,3957719,1353232,1241993,2595225,377237,,722815,351953,-23701,-65810,1362494,,,,1362494,,0,500000,36.60
1336,台翰,2021Q3,tpex,1190482,1108997,2299479,578620,206910,785530,770984,,668899,206062,-131996,0,1513949,,,,1513949,0,0,0,19.64
1565,精華,2021Q3,tpex,4098116,4125700,8223816,1850675,634104,2484779,504165,,526000,4717639,-8767,,5739037,,,,5739037,0,0,0,113.83
1569,濱川,2021Q3,tpex,3839611,3260703,7100314,3485306,429110,3914416,1206871,,1146324,1016856,-277748,,3092303,,,93595,3185898,,8694,0,25.62
1570,力肯,2021Q3,tpex,838945,214396,1053341,186704,28680,215384,515008,,0,326584,-3635,0,837957,,,0,837957,0,0,0,16.27
1580,新麥,2021Q3,tpex,1862082,1607117,3469199,1185176,54103,1239279,502302,,77765,1831407,-203055,,2208419,,,21501,2229920,,0,0,43.97
1584,精剛,2021Q3,tpex,1511597,1212500,2724097,670781,707570,1378351,1224705,,109818,17531,-6308,,1345746,,,0,1345746,,0,0,10.99
1586,和勤,2021Q3,tpex,2141502,2169648,4311150,1327721,1385689,2713410,858419,,553362,420165,-132409,-101797,1597740,,,,1597740,0,0,2373000,19.52
1591,駿吉-KY,2021Q3,tpex,339074,313547,652621,226441,21709,248150,331648,,22159,230142,-169717,-9761,404471,,,,404471,0,0,500000,12.38
1593,祺驊,2021Q3,tpex,875566,803843,1679409,312175,297187,609362,352275,,436141,337050,-62843,0,1062623,,,7424,1070047,0,0,0,30.16
1595,川寶,2021Q3,tpex,3328109,1180041,4508150,1902523,146701,2049224,471481,,552126,1448891,-7667,-10480,2454351,,,4575,2458926,,0,222000,52.30
1599,宏佳騰,2021Q3,tpex,1783354,1201148,2984502,1049168,47222,1096390,754997,,422431,822511,-11777,-100050,1888112,,,,1888112,0,0,2471000,25.85
1742,台蠟,2021Q3,tpex,1058614,778538,1837152,840830,117339,958169,715500,,107236,81163,3192,-28108,878983,,,,878983,0,0,1488000,12.55
1777,生泰,2021Q3,tpex,1329499,645777,1975276,679018,73791,752809,300595,,314353,612476,-4957,,,,,,1222467,0,0,0,40.67
1781,合世,2021Q3,tpex,751099,192618,943717,483617,49509,533126,474076,,8,-9987,-53506,,410591,,,,410591,0,0,0,8.66
1784,訊聯,2021Q3,tpex,695131,1079968,1775099,257320,208022,465342,496269,,606729,55895,-6517,-62077,1090299,,,219458,1309757,0,0,2152000,22.97
1785,光洋科,2021Q3,tpex,16282318,8343323,24625641,3304905,9246139,12551044,5919312,,3963821,2111268,-225728,,11768673,,,305924,12074597,0,0,0,19.88
1788,杏昌,2021Q3,tpex,2351272,1972643,4323915,1591619,523872,2115491,398317,,1076072,739705,-5670,,2208424,,,,2208424,0,0,0,55.44
1796,金穎生技,2021Q3,tpex,769245,525225,1294470,415307,149175,564482,407894,,270690,54809,-3405,,729988,,,,729988,0,0,0,17.90
1799,易威,2021Q3,tpex,555280,772666,1327946,49064,320086,369150,1633797,,90871,-797634,-8667,,918367,,,40429,958796,0,0,0,5.62
1813,寶利徠,2021Q3,tpex,596113,663193,1259306,367280,25789,393069,466355,,263318,131469,-25885,,835257,,,30980,866237,0,0,0,17.91
1815,富喬,2021Q3,tpex,3948821,10578023,14526844,2136638,5203764,7340402,4284777,,1859628,1048655,-6618,0,7186442,,,,7186442,,0,0,16.77
2035,唐榮公司,2021Q3,tpex,5069666,14169690,19239356,3692232,10201829,13894061,3500000,,46,1685997,159252,,,,,,5345295,,0,0,15.27
2061,風青,2021Q3,tpex,841760,237697,1079457,451154,52927,504081,469288,,6947,111167,-6295,-5731,575376,,,,575376,0,0,560000,12.41
2063,世鎧精密,2021Q3,tpex,1363796,596747,1960543,983960,187306,1171266,450000,,38485,303332,-2540,,789277,,,,789277,0,0,0,17.54
