stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2020Q3,twse,114131353,61325033,175456386,116246857,18513368,134760225,16184093,,1950264,10780607,1542906,-29834,30428036,,10268125,40696161,,0,4680487,18.86
1718,中纖,2020Q3,twse,553991994,188037751,742029745,659227803,18447647,677675450,16213672,,1704538,6777934,266490,-1136802,23825832,,40528463,64354295,,0,331289968,18.47
2207,和泰車,2020Q3,twse,185278092,86120037,271398129,172148394,21148416,193296810,5461792,,2819392,51777548,431952,,60490684,,17610635,78101319,0,0,0,110.75
2905,三商,2020Q3,twse,214081042,1125266605,1339347647,21756005,1274495588,1296251593,9093510,0,1972290,11714540,-3990929,-532672,18256739,0,24839315,43096054,0,0,52528000,21.31
