stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2019Q2,tpex,3198260,1430957,4629217,1004223,78530,1082753,2374904,119608,1069577,-17625,,,,,,3546464,0,0,0,14.93
6015,宏遠證,2019Q2,tpex,13462951,1010709,14473660,10494461,120861,10615322,3550008,221217,54272,44126,-11285,3858338,,,,3858338,0,0,1772000,10.92
6016,康和證,2019Q2,tpex,21618899,3975926,25594825,17986196,455639,18441835,6237227,131573,625756,229886,-118906,7105536,,,47454,7152990,0,0,18000000,12.08
6020,大展證,2019Q2,tpex,4415122,835311,5250433,1341518,12267,1353785,2523532,461,1194423,177752,,3896168,,,480,3896648,0,0,0,15.44
6021,美好證,2019Q2,tpex,6145562,830371,6975933,2254462,75558,2330020,3067559,12157,1527998,38199,,4645913,,,,4645913,0,0,0,15.15
6023,元大期貨,2019Q2,tpex,75766280,2967330,78733610,70370523,94579,70465102,2322763,940976,3726308,1278461,,8268508,,,,8268508,,0,0,35.60
6026,福邦證,2019Q2,tpex,4829549,625565,5455114,2106374,17780,2124154,2436475,23201,492620,2380,,2954676,,,376284,3330960,,0,0,12.13
