stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2017Q1,twse,76640360,182905418,259545778,55787736,56209721,111997457,36921759,13534162,48169768,9135908,,107761597,,,39786724,147548321,,0,0,29.19
1102,亞泥,2017Q1,twse,44074607,198481250,242555857,49363721,54818688,104182409,33614472,1167882,91831621,-5393600,,121220375,0,,17153073,138373448,,0,0,36.06
1103,嘉泥,2017Q1,twse,8299482,17456338,25755820,1534639,7487697,9022336,7747805,617579,8224103,-454395,-1149426,14985666,,,1747818,16733484,,0,131226000,23.29
1104,環泥,2017Q1,twse,3710344,16609903,20320247,2573433,1349611,3923044,6345720,47112,9933913,-56440,,16270305,,,126898,16397203,,0,0,25.64
1108,幸福,2017Q1,twse,5288809,2315224,7604033,2230857,565313,2796170,4047380,8,715673,14786,0,4777847,,,30016,4807863,,0,0,11.80
1109,信大,2017Q1,twse,2576155,5698234,8274389,1061584,937209,1998793,3789007,22299,1601275,-35390,0,5377191,,,898405,6275596,0,0,0,14.19
1110,東泥,2017Q1,twse,1945925,7368546,9314471,264311,314845,579156,5720008,185044,2032478,678637,-12185,8603982,,,131333,8735315,,0,2112865,15.10
1201,味全,2017Q1,twse,19955974,13824032,33780006,19170412,7541172,26711584,5060629,688,-316269,-222732,,4522316,,,2546106,7068422,0,0,0,8.94
1203,味王,2017Q1,twse,3886358,4763423,8649781,1699079,1588555,3287634,2400000,112965,1904894,26663,-38464,4406058,,,956089,5362147,0,0,2293865,18.54
1210,大成,2017Q1,twse,20184033,17803871,37987904,15883874,1706911,17590785,7363944,2471529,4888564,657728,-306199,15075566,,,5321553,20397119,,0,52894691,22.06
1213,大飲,2017Q1,twse,382554,448801,831355,100139,31801,131940,566226,21938,111374,-123,,699415,,,,699415,0,0,0,12.35
1215,卜蜂,2017Q1,twse,4905028,6592140,11497168,3594768,994399,4589167,2679910,967,2633857,1337076,,6651810,,,256191,6908001,0,0,0,24.82
1216,統一,2017Q1,twse,121662493,232301580,353964073,127952285,71354961,199307246,56820154,3901709,39977343,-5004944,,95694262,,,58962565,154656827,0,0,0,16.84
1217,愛之味,2017Q1,twse,1969735,9532264,11501999,2805411,2741198,5546609,4945134,256837,290166,-228812,0,5263325,,,692065,5955390,0,0,0,10.64
1218,泰山,2017Q1,twse,2517376,4742760,7260136,1921385,1854549,3775934,3533360,23770,150756,-25355,-203876,3478655,,,5547,3484202,0,0,13680042,10.24
1219,福壽,2017Q1,twse,3978422,4130628,8109050,2130445,2103450,4233895,3188256,32946,671309,-4961,,3887550,,,-12395,3875155,0,0,0,12.19
1220,台榮,2017Q1,twse,1861534,1070635,2932169,300123,206897,507020,1770779,1413,534786,-47019,0,2259959,,,165190,2425149,,0,0,12.76
1225,福懋油,2017Q1,twse,3851370,2571744,6423114,1633702,1048837,2682539,2187030,121015,1051383,-78709,,3280719,,,459856,3740575,,0,0,15.00
1227,佳格,2017Q1,twse,14965172,6813174,21778346,6577030,531927,7108957,8798939,72397,6039754,-422564,-21182,14467344,,,202045,14669389,,0,6412953,16.56
1229,聯華,2017Q1,twse,2185345,24523446,26708791,2814991,1174721,3989712,9109378,753539,9984270,2796853,-2393,22641647,,,77432,22719079,,0,100000,24.86
1231,聯華食,2017Q1,twse,3182289,3367145,6549434,1892478,1574710,3467188,1530008,72657,1452647,10310,,3065622,,,16624,3082246,,0,0,20.04
1232,大統益,2017Q1,twse,4380970,588450,4969420,926858,62937,989795,1599749,23784,2306176,,,3929709,,,49916,3979625,0,0,0,24.56
1233,天仁,2017Q1,twse,723883,1166562,1890445,342542,120892,463434,905919,54263,567573,-102577,-2754,1422424,,,4587,1427011,0,0,60000,15.71
1234,黑松,2017Q1,twse,7459534,15201600,22661134,2401312,2359103,4760415,4018711,184583,13715933,-18508,0,17900719,,,0,17900719,,0,0,44.54
1235,興泰,2017Q1,twse,3531331,1098959,4630290,1452209,55140,1507349,606623,41515,500754,1983597,-9953,3122536,,,405,3122941,,0,1978138,53.21
1236,宏亞,2017Q1,twse,616993,2265603,2882596,349668,717523,1067191,1083425,33396,420159,278425,0,1815405,,,0,1815405,0,0,0,16.76
1256,鮮活果汁-KY,2017Q1,twse,1082516,591582,1674098,626226,123336,749562,271656,60109,663954,-74696,,921023,,,3513,924536,,0,0,33.90
1301,台塑,2017Q1,twse,177433640,282038875,459472515,83042810,59197964,142240774,63657408,11428970,172540526,69604837,,317231741,,,,317231741,0,0,0,49.83
1303,南亞,2017Q1,twse,214230640,320702198,534932838,76977571,102350283,179327854,79308216,23193559,202163695,38865858,,343531328,,,12073656,355604984,0,0,0,43.32
1304,台聚,2017Q1,twse,34735174,28129016,62864190,14728665,14766596,29495261,11426024,216269,6770055,-82789,-475606,17853953,,,15514976,33368929,0,0,111943075,17.32
1305,華夏,2017Q1,twse,7290793,6106634,13397427,2298840,2953793,5252633,4776695,8220,2927541,10037,,7722493,0,,422301,8144794,0,0,0,16.17
1307,三芳,2017Q1,twse,8403599,6203205,14606804,3158569,2668364,5826933,3978181,137866,4795403,-131579,,8779871,,,,8779871,,0,0,22.07
1308,亞聚,2017Q1,twse,5470723,9160148,14630871,2247703,2738162,4985865,5030240,14461,4302425,297880,0,9645006,0,,,9645006,0,0,0,19.17
1309,台達化,2017Q1,twse,5068600,3490278,8558878,3330005,1814008,5144013,3276518,469,109313,28565,,3414865,,,,3414865,0,0,0,10.42
1310,台苯,2017Q1,twse,4433093,7181088,11614181,2192539,1179814,3372353,5278698,70339,2420429,120377,,7889843,,,351985,8241828,,0,0,14.95
1312,國喬,2017Q1,twse,8018917,16832426,24851343,2379990,1263710,3643700,9266203,123604,8971550,504766,-199604,18666519,,,2541124,21207643,0,0,8254473,20.33
1313,聯成,2017Q1,twse,17072504,20778013,37850517,11526213,8102358,19628571,11712366,1111644,4969994,795494,-367552,18221946,,,,18221946,,0,38417000,16.09
1314,中石化,2017Q1,twse,17315176,59912920,77228096,9367228,15164609,24531837,23552590,77207,30453587,-1630666,,52452718,,,243541,52696259,0,0,0,22.27
1315,達新,2017Q1,twse,4329318,5126256,9455574,1199899,971634,2171533,1980000,78348,3748063,1582206,-118879,7269738,0,,14303,7284041,0,0,7137000,38.09
