stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之金融資產,避險之金融資產,採用權益法之投資－淨額,其他金融資產－淨額,投資性不動產,放款,保險合約資產,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,負債準備,遞延所得稅負債,其他負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2026Q1,twse,3180641,551304,0,,,2303878,2908102,3870638,,,3827000,856341,,2571,5401712,1483301,17653,162058,,559831,,25125030,,354461,197117,,,,,,,17807,41786,62700,2275790,16643189,2236080,,0,6252834,-7073,,,,,,8481841,,0,0,37.93
2832,台產,2026Q1,twse,3713301,306012,,,,1951123,4306371,3306892,,315330,2858900,2155962,,52076,3724988,2376970,45289,4783,8571,714497,,25841065,,573376,274620,,,,,,,46977,40590,276000,3055314,13610551,2535403,,98964,9147922,448225,,,,,,12230514,,0,0,48.24
2850,新產,2026Q1,twse,14722947,816561,,,,3697959,10177899,13166264,,,0,2473831,,,10456518,1048598,297538,45120,283926,912122,,58099283,,1371232,753940,,129879,,,,,304083,0,41871,5048795,36260125,3159633,,64839,17860194,754492,,,,,,21839158,,0,0,69.12
2851,中再保,2026Q1,twse,16387176,1202460,0,47009,,10105969,2827470,23303911,,,596000,340419,,4285,1658101,268856,356,14937,40750,2406959,,59204658,,1345142,770082,,737145,,,,,371,,216019,3206476,35668047,8003888,,1560000,13877492,95231,,,,,,23536611,0,0,0,29.41
2852,第一保,2026Q1,twse,2155671,219775,,,,2329935,2573086,4676450,,,4246460,899359,,1577,1582646,613364,3972,16619,4599,587018,,19910531,,172601,195121,,,,,,,4021,,93751,3144717,10498172,3011638,,,6091543,309178,,,,,,9412359,,0,0,31.25
