stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2021Q1,twse,27123386,222464106,59372937,146741221,363688272,202941,,23572043,520888,,,1499268577,,,21654348,20871146,1653639,13857172,636009,3739489,1897047,2407263221,105031910,16966890,3011478,,1554675,27279544,1003486,,2003174798,60224275,,,1483022,5123360,1480861,8835162,4676892,2239846353,103847236,,,59291742,4277890,0,167416868,,,,167416868,,0,0,16.12
2812,台中銀,2021Q1,twse,10339924,36047138,33050393,43422707,110488113,,13924003,15290437,3426,,,467164584,168245,418899,0,12415292,1013823,17991,215902,884822,2470304,747336003,7238615,9681398,716971,,6095540,7256869,412170,,639883008,11500000,,,2238046,1464292,1044568,111021,950679,688593177,41516943,,803606,14843146,1579131,0,58742826,0,,0,58742826,0,0,0,14.15
2820,華票,2021Q1,twse,271722,0,104551612,100942849,,,5984029,702032,268510,,,,,,55876,151489,2354,,,73883,575672,213580028,4499745,,56214,,176316535,406102,250674,,,,,,4499360,1434206,2383,63978,370722,187899919,13429600,,10256,11092599,1147654,,,,,,25680109,0,0,0,19.12
2834,臺企銀,2021Q1,twse,30163017,119675834,16108474,132195292,227793397,,2498838,17599955,353331,,,1216612085,,,13416,14470310,1064117,,465063,1865673,5066686,1785945488,107917606,35463090,8694208,,4101987,21633272,182753,,1442786095,52250000,,,5367107,3318086,1044499,898593,2151396,1685808692,74885834,,815900,20347615,4087447,0,100136796,0,,0,100136796,0,0,0,13.37
2836,高雄銀,2021Q1,twse,2911109,9843301,872504,27344204,46154994,,5585560,1282474,0,,,175278282,,,190250,3139221,351845,,123713,175480,229686,273482623,10033357,1778560,27712,,6812278,3303178,59615,,228990977,4300000,,,0,386728,348894,,238960,256280259,11695577,,1746066,3488570,272151,,,,,,17202364,0,0,0,14.71
2838,聯邦銀,2021Q1,twse,7914677,25798935,58380907,65609059,90151650,,42197940,25324592,87840,,,440544052,1532566,,4266510,7866820,1716810,5100449,2192046,828791,9739407,789253051,15159088,4570140,221968,,63466157,5184160,237044,,612297085,10200000,1362143,524000,8093854,344945,1701478,1660906,3390540,728413508,32933688,,8040035,14393094,5471108,,60837925,,,1618,60839543,,0,0,18.47
2845,遠東銀,2021Q1,twse,7953001,27551312,30719766,172956759,1079378,,4576603,21231801,,,,399378692,1927485,,6424495,2984193,1058893,,1642265,183030,313318,679980991,621953,24140,4091990,,3402084,6112255,245488,,568807056,22601900,,,21929436,1009678,1065412,,622494,630533886,34481044,,456426,13611303,898332,,49447105,,,,49447105,,0,0,14.34
2849,安泰銀,2021Q1,twse,2085488,12194546,16969718,41761737,34042745,,1728605,4174023,0,,,202211437,,,36327,669950,546749,,194967,443100,1257668,318317060,6088590,30700,510140,,2416141,2084596,149020,,269307481,,,0,1652142,471088,558836,23519,80991,283373244,19579101,,404990,14478024,481701,0,,,,,34943816,0,0,0,17.85
2897,王道銀行,2021Q1,twse,8702657,19777779,150247912,176817433,,,5984029,15419104,347218,,,177431625,785323,,910524,2634581,391304,,2139728,872075,1452187,563913479,24164498,,440044,,178306779,3560001,296737,,263057413,15100000,,,18388194,2135747,408683,719507,2377538,508955141,30330063,,6749,5739129,52650,-38304,36090287,,,18868051,54958338,,5737000,0,11.92
5876,上海商銀,2021Q1,twse,85535518,182430013,14219249,514247550,141292379,,178726,15827742,87345,0,,1125730937,2053082,,1308480,20690084,2008951,6004203,1711302,877962,4537514,2118741037,48000356,7447550,5312526,,32846295,30771697,1163884,,1678038344,80848686,,,4431403,2675716,2070071,9805999,3599326,1907011853,44816031,,16550661,92702717,5622090,-83144,159608355,,,52120829,211729184,,11397439,0,35.70
