stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2026Q2,tpex,1285947,1029176,2315123,702217,51327,753544,464440,,144279,795286,95998,,1500003,,,61576,1561579,,0,0,33.91
1259,安心,2026Q2,tpex,1743835,5435597,7179432,2086650,2279302,4365952,323895,,809816,1064487,606599,,2804797,,,8683,2813480,0,0,0,86.60
1264,德麥,2026Q2,tpex,3396657,2789114,6185771,1690983,94156,1785139,370524,,673219,2470077,37649,0,3551469,,,849163,4400632,,0,0,95.85
1268,漢來美食,2026Q2,tpex,2360830,5143168,7503998,2448996,2653768,5102764,422237,,1123334,837322,18341,,2401234,,,,2401234,,0,0,56.87
1294,漢田生技,2026Q2,tpex,632919,594131,1227050,316249,88513,404762,366259,,313785,167526,,-28362,819208,,,3080,822288,,0,300000,27.06
1295,生合,2026Q2,tpex,911192,2314828,3226020,836734,1078610,1915344,344748,,402588,544313,19027,,1310676,,,,1310676,0,0,0,38.02
1336,台翰,2026Q2,tpex,1421203,1973502,3394705,1174952,320560,1495512,776144,,676871,568976,-122798,,1899193,,,,1899193,0,0,0,24.47
1565,精華,2026Q2,tpex,4110234,3617036,7727270,1183403,133369,1316772,504165,,526000,5378133,2200,,6410498,,,,6410498,0,0,0,127.15
1569,濱川,2026Q2,tpex,4010131,2982886,6993017,3098257,748626,3846883,1442474,,1809696,-262910,-18439,,2970821,,,175313,3146134,,0,0,20.60
1570,力肯,2026Q2,tpex,878316,316555,1194871,148929,8833,157762,515008,,,427118,94983,,1037109,,,,1037109,0,0,0,20.14
1580,新麥,2026Q2,tpex,2946410,1816461,4762871,1236101,239264,1475365,493392,,212373,2394243,14570,0,3114578,,,172928,3287506,,0,0,63.13
1584,精剛,2026Q2,tpex,2992632,4686582,7679214,547276,2402110,2949386,2324705,,2044435,520231,-54777,-177757,4656837,,,72991,4729828,0,0,7518000,20.70
1586,和勤,2026Q2,tpex,1919000,1787309,3706309,1231062,466660,1697722,1068495,,832685,339400,-11669,-220324,2008587,,,,2008587,0,0,5554000,19.83
1591,駿吉-KY,2026Q2,tpex,406764,345670,752434,277967,26079,304046,380480,,149153,37518,-118763,,448388,,,,448388,0,0,0,11.78
1593,祺驊,2026Q2,tpex,1183649,701906,1885555,382092,34654,416746,397848,,586226,436763,-54592,,1366245,,,102564,1468809,,0,0,34.34
