stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2024Q1,twse,136144671,67995348,204140019,132246229,25693737,157939966,16184093,,1958429,13279223,4265934,-29834,35657845,,10542208,46200053,,0,4680487,22.10
1718,中纖,2024Q1,twse,686093621,228992425,915086046,804017823,29579602,833597425,16859057,0,1712776,2561618,1137197,-1135056,21135592,0,60353029,81488621,,0,344225645,15.75
2207,和泰車,2024Q1,twse,354715775,141384602,496100377,358315320,37823898,396139218,5571028,,2897372,48472934,8778944,,65720278,,34240881,99961159,0,0,0,117.97
2905,三商,2024Q1,twse,136338213,1465490295,1601828508,18777269,1529622261,1548399530,11224957,0,4736923,4432429,-945742,-592930,18855637,0,34573341,53428978,0,0,57093000,17.70
