stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2019Q3,twse,113084223,245338024,358422247,69707934,90314401,160022335,56656192,48305425,58857987,20220735,-348959,183691380,,,14708532,198399912,,0,8000000,32.47
1102,亞泥,2019Q3,twse,86685200,203707469,290392669,64962584,59751391,124713975,33614472,1445214,103897262,4243580,,143200528,,,22478166,165678694,,0,0,42.60
1103,嘉泥,2019Q3,twse,10609246,25389351,35998597,2942882,10356227,13299109,7747805,846032,10847305,3535723,-1096783,21880082,,,819406,22699488,,0,130370320,33.95
1104,環泥,2019Q3,twse,4044272,18937417,22981689,3647506,1483232,5130738,6536092,41265,10597933,558306,,17733596,,,117355,17850951,,0,0,27.13
1108,幸福,2019Q3,twse,5050732,2346751,7397483,1932652,1198031,3130683,4047380,8,214678,4656,,4266722,,,78,4266800,,0,0,10.54
1109,信大,2019Q3,twse,4879636,5518493,10398129,1963205,280695,2243900,3419579,22551,3285705,-199912,,6527923,,,1626306,8154229,,0,0,19.09
1110,東泥,2019Q3,twse,1904508,7735919,9640427,561589,521357,1082946,5720008,188162,2118616,496052,-12185,8510653,,,46828,8557481,,0,2112865,14.93
1201,味全,2019Q3,twse,7193872,12672786,19866658,10541608,2305897,12847505,5060629,31936,2121090,-202262,,7011393,,,7760,7019153,,0,0,13.85
1203,味王,2019Q3,twse,4303114,5087119,9390233,1866590,1453439,3320029,2400000,112965,2217277,225986,-38464,4917764,,,1152440,6070204,0,0,2293865,20.69
1210,大成,2019Q3,twse,22157370,25447562,47604932,20393670,3404048,23797718,8273391,3013661,5773597,1018894,-219132,17860411,,,5946803,23807214,,0,45362433,22.84
1213,大飲,2019Q3,twse,269476,1034277,1303753,336056,396875,732931,566226,21938,-17211,-131,,570822,,,,570822,0,0,0,10.08
1215,卜蜂,2019Q3,twse,6863531,11170366,18033897,7586954,2769078,10356032,2679910,1645,3116115,1531757,,7329427,,,348438,7677865,0,0,0,27.35
1216,統一,2019Q3,twse,172443773,298801973,471245746,161295197,138305921,299601118,56820154,3940982,51477931,-5255593,,106983474,,,64661154,171644628,0,0,0,18.83
1217,愛之味,2019Q3,twse,2560428,10555763,13116191,3374355,3374631,6748986,4945134,265714,648445,-245346,,5613947,,,753258,6367205,0,0,0,11.35
1218,泰山,2019Q3,twse,3917441,5545996,9463437,2281435,653065,2934500,4999990,961786,869979,-104356,-203876,6523523,,,5414,6528937,0,0,13680042,13.41
1219,福壽,2019Q3,twse,4331321,4530381,8861702,2609889,2411899,5021788,3220139,14358,573794,-4436,,3803855,,,36059,3839914,,0,0,11.81
1220,台榮,2019Q3,twse,1814910,1159326,2974236,363497,194906,558403,1770779,3526,465546,0,0,2239851,,,175982,2415833,,0,0,12.65
1225,福懋油,2019Q3,twse,4981625,3183363,8164988,2942122,1660205,4602327,2187030,121015,918879,-86589,,3140335,,,422326,3562661,,0,0,14.36
1227,佳格,2019Q3,twse,16435762,7093231,23528993,6622795,766959,7389754,9150897,109718,7067366,-429624,-21182,15877175,,,262064,16139239,0,0,6669471,17.48
1229,聯華,2019Q3,twse,8454905,38206591,46661496,9258620,1276793,10535413,11047399,744546,12406177,1809414,-184763,25822773,,,10303310,36126083,,0,5947000,23.50
1231,聯華食,2019Q3,twse,3986592,3458455,7445047,2871651,1133414,4005065,1745954,72657,1596495,6773,,3421879,,,18103,3439982,,0,0,19.60
1232,大統益,2019Q3,twse,4615396,904657,5520053,1394158,238661,1632819,1599749,23784,2205496,-7000,,3822029,,,65205,3887234,0,0,0,23.89
1233,天仁,2019Q3,twse,722494,1710137,2432631,504745,362728,867473,905919,46162,492684,119173,-2754,1561184,,,3974,1565158,0,0,60000,17.24
1234,黑松,2019Q3,twse,8018373,15182726,23201099,3124691,2411803,5536494,4018711,184969,13459365,1560,0,17664605,,,0,17664605,,0,0,43.96
1235,興泰,2019Q3,twse,3516383,1206143,4722526,1695280,54431,1749711,989553,41515,585419,1366281,-9953,2972815,,,,2972815,,0,2868300,34.94
1236,宏亞,2019Q3,twse,613147,1901917,2515064,431047,449997,881044,1083425,33780,369457,147358,0,1634020,,,0,1634020,0,0,0,15.08
1256,鮮活果汁-KY,2019Q3,twse,1601865,1635326,3237191,1071798,171099,1242897,338422,425602,1322167,-124354,,1961837,,,32457,1994294,,0,0,57.97
1301,台塑,2019Q3,twse,168687480,324368903,493056383,63676618,78729760,142406378,63657408,11726881,195567614,79698102,,350650005,,,,350650005,,0,0,55.08
1303,南亞,2019Q3,twse,195482161,367598724,563080885,94137769,111415127,205552896,79308216,26608158,200060637,40603465,,346580476,,,10947513,357527989,0,0,0,43.70
1304,台聚,2019Q3,twse,28859109,43527084,72386193,13618942,19742647,33361589,11887635,268630,7480587,-520032,-475606,18641214,,,20383390,39024604,,0,116465574,17.38
1305,華夏,2019Q3,twse,5146813,7170014,12316827,1724644,2145934,3870578,5270299,8941,2692432,45873,,8017545,,,428704,8446249,0,0,0,15.21
1307,三芳,2019Q3,twse,8371475,6902276,15273751,3781530,3087249,6868779,3978181,141101,4275469,10221,,8404972,,,,8404972,,0,0,21.13
1308,亞聚,2019Q3,twse,4940198,12023728,16963926,2757360,4233903,6991263,5543827,21224,4508789,-101177,0,9972663,0,,,9972663,0,0,0,17.99
1309,台達化,2019Q3,twse,5022106,3271072,8293178,2648933,1430397,4079330,3342048,788,912641,-41629,,4213848,,,,4213848,0,0,0,12.61
1310,台苯,2019Q3,twse,3236868,6219525,9456393,1789780,290487,2080267,5278698,32637,2306519,-480985,,7136869,,,239257,7376126,0,0,0,13.52
1312,國喬,2019Q3,twse,11304040,19839488,31143528,2474263,1737214,4211477,9266203,181599,14416715,382685,-55577,24191625,,,2740426,26932051,,0,2023473,26.16
1313,聯成,2019Q3,twse,19806817,26388259,46195076,12139381,13571038,25710419,13323476,1318591,4478331,1364259,0,20484657,,,,20484657,,0,0,15.37
1314,中石化,2019Q3,twse,18496848,73150786,91647634,7721635,17099963,24821598,28348502,1286700,38808570,-1697585,,66746187,,,79849,66826036,0,0,0,23.54
1315,達新,2019Q3,twse,4206054,5472662,9678716,787539,809933,1597472,1980000,105428,4276919,1824978,-118879,8068446,0,,12798,8081244,0,0,7137000,42.27
1316,上曜,2019Q3,twse,4955571,847738,5803309,2865811,495606,3361417,1832763,97340,-95262,-6783,-164499,1663559,,,778333,2441892,0,0,20777800,10.24
1319,東陽,2019Q3,twse,8856586,28029339,36885925,7188766,7469874,14658640,5914771,4149463,11563065,-207701,,21419598,,,807687,22227285,,0,0,36.21
1321,大洋,2019Q3,twse,1935605,9381151,11316756,1653536,4623411,6276947,2272283,7792,2813347,-17424,-36189,5039809,,,,5039809,0,0,6542716,22.84
1323,永裕,2019Q3,twse,2832759,2157173,4989932,668580,2013995,2682575,912745,58340,1136446,-124123,-2813,1980595,,,326762,2307357,0,0,1200017,21.99
1324,地球,2019Q3,twse,797622,448910,1246532,246547,30203,276750,751219,0,242620,-24057,0,969782,,,0,969782,0,0,0,12.91
1325,恆大,2019Q3,twse,918324,941613,1859937,35089,64015,99104,852812,3101,871000,-28777,,1698136,,,62697,1760833,0,0,0,19.91
1326,台化,2019Q3,twse,224955626,326098932,551054558,82183797,57365154,139548951,58611863,9133360,184277402,101511710,-563524,352970811,,,58534796,411505607,0,0,28981610,60.52
1337,再生-KY,2019Q3,twse,3075035,4495756,7570791,339354,61890,401244,2689547,3006597,2124965,-651562,,7169547,,,,7169547,,0,0,26.66
1338,廣華-KY,2019Q3,twse,5699038,4211152,9910190,2847779,474235,3322014,838400,2787090,3353665,-665918,,6313237,,,274939,6588176,0,0,0,75.30
1339,昭輝,2019Q3,twse,2186298,3330075,5516373,1233086,698520,1931606,741389,1193024,1647069,-110095,-526,3470861,,,113906,3584767,,0,15000,46.83
1340,勝悅-KY,2019Q3,twse,4585312,1825477,6410789,219893,52459,272352,1529229,2540814,2691387,-622993,,6138437,,,,6138437,,0,0,40.14
1341,富林-KY,2019Q3,twse,1148054,996803,2144857,668157,290765,958922,494000,424397,479336,-211798,,1185935,,,,1185935,,0,0,24.01
1402,遠東新,2019Q3,twse,100438089,452682098,553120187,122211988,163919971,286131959,53528751,3256274,147750769,-1832670,-25063,202678061,,,64310167,266988228,,0,779000,37.87
1410,南染,2019Q3,twse,728511,725755,1454266,154588,174270,328858,630000,22361,441500,-15150,,1078711,,,46697,1125408,0,0,0,17.12
1413,宏洲,2019Q3,twse,728963,1593847,2322810,741009,365956,1106965,1321124,0,-101064,-4215,,,,,,1215845,,0,0,9.20
1414,東和,2019Q3,twse,1032937,3566650,4599587,877535,702871,1580406,2200000,0,933565,-114384,0,,,,,3019181,,0,0,13.72
1416,廣豐,2019Q3,twse,1081142,6215627,7296769,953870,2346445,3300315,1853422,120966,1873840,148226,,3996454,,,,3996454,,0,0,21.56
1417,嘉裕,2019Q3,twse,2652311,1514654,4166965,501496,133589,635085,2708690,,270883,552307,,3531880,,,,3531880,,0,0,13.04
1418,東華,2019Q3,twse,514004,2040211,2554215,321497,1539155,1860652,568343,8005,-552533,750693,-80969,693539,,,24,693563,0,0,2543000,12.77
1419,新紡,2019Q3,twse,2413379,10387743,12801122,3174396,1002250,4176646,3000413,6636,2290606,3302418,-13174,8586899,,,37577,8624476,,0,803829,28.70
1423,利華,2019Q3,twse,1221657,1357033,2578690,26143,198759,224902,1384000,122705,515603,331480,,,,,,2353788,,0,0,17.01
1432,大魯閣,2019Q3,twse,1010142,5263322,6273464,1036488,3681422,4717910,1679376,680383,-779861,-142428,,1437470,,,118084,1555554,0,0,0,8.56
1434,福懋,2019Q3,twse,23685647,65632090,89317737,10217287,9609259,19826546,16846646,1274676,19242898,26237942,-19065,63583097,,,5908094,69491191,0,0,2193228,37.79
1435,中福,2019Q3,twse,376775,683844,1060619,6742,165061,171803,1397801,1302,-135210,-215786,-159275,888832,,,-16,888816,,0,14424000,7.09
1436,華友聯,2019Q3,twse,7597775,2598231,10196006,4949118,2756680,7705798,956340,245201,1279848,8819,,2490208,,,,2490208,0,0,0,26.04
1437,勤益控,2019Q3,twse,1905085,9110963,11016048,328551,4222416,4550967,2033713,254242,3654587,486379,,6428921,,,36160,6465081,0,0,0,31.61
1438,三地開發,2019Q3,twse,554153,31913,586066,1683,68800,70483,1024115,81330,-567862,-22000,,,,,,515583,,0,0,5.03
1439,雋揚,2019Q3,twse,2284155,564300,2848455,83667,5191,88858,920000,8686,1830833,78,0,2759597,,,,2759597,,0,0,30.00
1440,南紡,2019Q3,twse,11152475,33240102,44392577,11773691,7855605,19629296,16568159,64650,8239886,-289821,,24582874,,,180407,24763281,0,0,0,14.84
1441,大東,2019Q3,twse,1024907,1973181,2998088,1300882,355782,1656664,1008000,3485,180440,717,,1192642,,,148782,1341424,0,0,0,11.83
1442,名軒,2019Q3,twse,10598478,714319,11312797,1829486,4425926,6255412,3031262,933070,1091596,1457,,5057385,,,,5057385,,0,0,16.74
1443,立益物流,2019Q3,twse,658238,4465176,5123414,3832199,476262,4308461,1353430,701,-796934,640408,-9056,1188549,,,-373596,814953,0,0,460610,8.81
1444,力麗,2019Q3,twse,7064363,12757859,19822222,5814972,2308827,8123799,9573029,82979,968011,-14420,-28470,10581129,,,1117294,11698423,,0,10774028,11.18
1445,大宇,2019Q3,twse,930182,1083108,2013290,155797,161197,316994,1326670,143986,206267,19373,0,1696296,,,0,1696296,0,0,0,12.79
1446,宏和,2019Q3,twse,3315250,585748,3900998,2179130,176514,2355644,1377095,157966,66997,-56704,0,1545354,,,0,1545354,0,0,0,11.22
1447,力鵬,2019Q3,twse,9154767,9957834,19112601,6961222,1782171,8743393,9144872,134007,1292108,-500551,-432403,9638033,,,731175,10369208,,0,90948106,11.70
1449,佳和,2019Q3,twse,2094644,4881786,6976430,3179779,2959342,6139121,1200000,45793,-970440,393729,-14290,654792,,,182517,837309,,0,317686,5.47
1451,年興,2019Q3,twse,6095626,3410288,9505914,1703901,558363,2262264,1980000,419715,5136632,-292697,,7243650,,,0,7243650,,0,0,36.58
1452,宏益,2019Q3,twse,1722059,907882,2629941,121706,53002,174708,1326414,152434,942027,34358,,2455233,,,,2455233,,0,0,18.51
1453,大將,2019Q3,twse,1133340,220181,1353521,31354,60,31414,986422,2762,320321,0,0,1309505,0,,12602,1322107,,0,0,13.28
1454,台富,2019Q3,twse,1136214,888823,2025037,423241,75161,498402,1343098,73127,130145,57283,-77032,1526621,,,14,1526635,,0,7714703,12.06
1455,集盛,2019Q3,twse,4747515,6115811,10863326,3077377,370367,3447744,6117634,360369,914956,22623,,7415582,,,,7415582,,0,0,12.12
1456,怡華,2019Q3,twse,3137599,1997224,5134823,1948927,2034383,3983310,937200,18377,1179645,-983709,,,,,,1151513,0,0,0,12.29
1457,宜進,2019Q3,twse,2812115,14426388,17238503,2833940,6948119,9782059,3016476,417753,1097542,15175,-323354,4223592,,,3232852,7456444,0,0,78304880,18.91
1459,聯發,2019Q3,twse,2486012,3652893,6138905,2006084,1093510,3099594,3586289,219285,-142191,-256808,-513573,2893002,,,146309,3039311,,0,41144531,9.11
