stock_id,name,period,market,現金及約當現金,應收款項,當期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2017Q2,twse,2676361,946875,14157,,6285117,4465683,822362,89652,1694,844905,,16146806,,1118425,,,,,,,,,10691345,44087,,239880,64045,92868,,12250650,2129600,0,1785254,-42788,,3872066,,,24090,3896156,0,0,0,18.18
2832,台產,2017Q2,twse,3159187,794193,,,10907351,2317907,370896,2275,22457,795231,,18369497,,1304836,48407,,,,,,,,8378064,,,79195,274092,110065,,10194659,3622004,98962,4399485,54387,,,,,,8174838,,0,0,22.57
2850,新產,2017Q2,twse,6485692,1546370,23923,,15197786,6910771,1020707,49105,209626,802091,,32246071,,2733617,98287,,2120,,,,,,20295892,,,231966,41830,120366,,23524078,3159633,64777,4905873,591710,0,,,,,8721993,0,0,0,27.60
2851,中再保,2017Q2,twse,14810522,225478,0,,15112983,4328620,209223,1670,61544,1085419,,35835459,,787732,126627,,62910,,,,,,24570137,,,2338,76943,28154,,25654841,5622750,300000,4147787,110081,,,,,,10180618,,0,0,18.11
2852,第一保,2017Q2,twse,1101994,683472,,,9656627,2739284,619289,13818,51774,540802,,15407060,,987891,27284,,,,,,,,8651443,,,208643,92934,75773,,10043968,3011638,,2361707,-10253,,,,,,5363092,,0,0,17.81
